"ｺｰﾄﾞ","勘定科目名"," 1年  7月"," 1年  8月"," 1年  9月"," 1年 10月"," 1年 11月"," 1年 12月"," 2年  1月"," 2年  2月"," 2年  3月"," 2年  4月"," 2年  5月"," 2年  6月"
"4111","売上高","4,302,822","4,243,297","5,096,084","4,874,551","4,771,905","4,458,722","4,653,007","4,618,284","5,235,375","4,293,064","5,371,440","5,296,640"
"4112","会員券売上高","129,628","183,329","197,221","283,181","197,911","313,456","193,729","131,366","164,093","132,092","201,094","158,365"
"4113","ゴルフ用品・雑貨売上高","62,146","49,357","52,758","30,305","55,134","43,404","30,163","13,887","37,361","29,394","60,529","45,646"
"4114","手数料収入","155,664","125,482","209,042","99,230","129,680","153,336","77,819","93,861","149,113","87,171","69,711","118,476"
"4115","ポイント値引・入会金返金(△)","605,417","697,822","1,138,287","807,288","733,061","697,474","843,376","698,131","814,185","654,873","846,914","916,923"
,"純売上高","4,044,843","3,903,643","4,416,818","4,479,979","4,421,569","4,271,444","4,111,342","4,159,267","4,771,757","3,886,848","4,855,860","4,702,204"
"5111","期首棚卸高","0","0","0","0","0","0","0","278,471","0","0","0","0"
"5211","商品仕入高","23,860","25,747","38,468","11,587","16,975","59,463","95,446","4,174","20,751","382","39,346","42,914"
"5212",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5215",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5216",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","0","0","0","0","0","0","0","331,818","0","0","0","0"
,"当期売上原価","23,860","25,747","38,468","11,587","16,975","59,463","95,446","-49,173","20,751","382","39,346","42,914"
,"売上総利益","4,020,983","3,877,896","4,378,350","4,468,392","4,404,594","4,211,981","4,015,896","4,208,440","4,751,006","3,886,466","4,816,514","4,659,290"
"6111","プロ報酬","20,371","15,740","13,889","12,727","17,273","9,091","14,546","13,637","14,546","5,454","0","5,454"
"6311","雑給","669,389","688,700","770,561","679,116","657,324","784,469","645,770","624,238","731,894","785,549","802,743","732,737"
"6112","旅費交通費","33,340","34,481","33,795","28,994","38,325","47,818","28,818","29,583","32,108","30,305","32,088","31,149"
"6113","広告宣伝費","117,200","123,440","558,756","181,291","148,200","142,200","112,200","218,900","533,945","159,400","178,400","143,400"
"6114","教育訓練費","0","0","0","0","0","0","0","0","0","0","0","0"
"6115","接客サービス費","191,243","167,848","391,918","118,726","264,079","208,941","154,423","249,598","136,775","210,523","152,636","163,978"
"6116","コンペ参加諸費","28,701","9,887","40,243","4,336","9,228","56,943","1,864","2,591","27,809","1,941","1,941","26,054"
"6117","プレイ器具費","7,300","0","44,100","60,280","0","165,000","0","630,000","35,450","18,130","0","120,370"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","165,000","165,000","165,000","165,000","165,000","165,000","165,000","215,000","165,000","165,000","165,000","165,000"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","社員給与","860,005","917,245","978,173","870,050","860,677","885,136","882,023","965,236","944,925","863,550","866,019","945,278"
"6213","従業員賞与","25,000","25,000","25,000","25,000","25,000","85,000","25,000","50,000","25,000","25,000","25,000","25,000"
"6312","法定福利費","132,875","132,875","132,846","121,170","126,968","98,926","126,953","248,986","126,975","127,115","127,297","127,331"
"6226","厚生費","3,528","5,590","10,474","10,567","8,581","24,156","3,050","18,456","3,050","4,649","4,649","0"
"6119","退職手当等","0","0","0","0","0","0","0","0","0","0","0","0"
