"ｺｰﾄﾞ","勘定科目名"," 5年  7月"," 5年  8月"," 5年  9月"," 5年 10月"," 5年 11月"," 5年 12月"," 6年  1月"," 6年  2月"," 6年  3月"," 6年  4月"," 6年  5月"," 6年  6月"
"4111","売上高","11,847,013","13,925,467","20,153,986","18,620,052","18,974,282","19,472,509","14,550,253","15,084,753","22,199,169","16,379,701","14,296,248","13,752,856"
"4112","売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","11,847,013","13,925,467","20,153,986","18,620,052","18,974,282","19,472,509","14,550,253","15,084,753","22,199,169","16,379,701","14,296,248","13,752,856"
"5111","期首棚卸高","3,896,973","3,606,737","-1,058,579","4,362,922","4,589,650","4,413,472","4,870,747","4,492,486","4,687,294","4,503,378","4,180,541","4,134,247"
"5211","商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5212","通信商品仕入高","7,858,701","9,538,216","19,666,584","14,744,503","14,171,861","15,047,033","9,876,650","11,449,810","15,936,846","11,198,562","9,673,149","9,049,866"
"5215",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5216",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","3,606,737","3,290,354","4,362,922","4,589,650","4,413,472","4,870,747","4,492,486","4,687,294","4,503,378","4,180,541","4,134,247","3,779,818"
,"当期売上原価","8,148,937","9,854,599","14,245,083","14,517,775","14,348,039","14,589,758","10,254,911","11,255,002","16,120,762","11,521,399","9,719,443","9,404,295"
,"売上総利益","3,698,076","4,070,868","5,908,903","4,102,277","4,626,243","4,882,751","4,295,342","3,829,751","6,078,407","4,858,302","4,576,805","4,348,561"
"6111","給与手当","2,069,555","1,987,388","2,337,451","2,310,569","2,146,418","1,962,275","1,959,432","2,067,487","2,149,739","1,912,078","1,717,875","1,588,183"
"6311","雑給","433,632","450,405","446,805","462,830","437,805","425,580","438,932","419,000","448,605","423,717","262,862","240,565"
"6112","旅費交通費","60,135","55,207","73,926","68,787","71,223","68,612","80,650","75,044","67,835","55,417","24,373","22,834"
"6113","広告宣伝費","27,273","27,273","27,273","27,273","27,273","27,273","27,273","27,273","36,365","27,273","27,273","27,273"
