"ｺｰﾄﾞ","勘定科目名"," 3年 12月"," 4年  1月"," 4年  2月"," 4年  3月"," 4年  4月"," 4年  5月"," 4年  6月"," 4年  7月"," 4年  8月"," 4年  9月"," 4年 10月"," 4年 11月"
"4111","売上高","40,478,254","45,824,440","38,372,865","46,655,320","41,612,664","41,852,886","41,959,447","43,976,948","44,451,670","47,007,573","48,251,530","49,133,394"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","40,478,254","45,824,440","38,372,865","46,655,320","41,612,664","41,852,886","41,959,447","43,976,948","44,451,670","47,007,573","48,251,530","49,133,394"
"5111","期首棚卸高","0","0","0","0","0","0","0","0","0","0","0","0"
"5211","商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5212",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5215",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5216",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"当期売上原価","0","0","0","0","0","0","0","0","0","0","0","0"
,"売上総利益","40,478,254","45,824,440","38,372,865","46,655,320","41,612,664","41,852,886","41,959,447","43,976,948","44,451,670","47,007,573","48,251,530","49,133,394"
"6111","給与手当","5,521,349","5,725,921","5,656,812","-890,425","5,478,484","5,718,462","6,208,593","5,861,245","5,866,165","1,893,822","6,148,661","6,211,104"
"6311","雑給","3,035,131","2,891,053","2,692,719","2,937,882","2,740,068","2,878,818","2,899,225","2,829,855","2,900,882","2,925,017","2,943,168","2,894,447"
"6112","旅費交通費","79,966","65,464","60,745","76,668","85,477","155,244","122,841","97,646","125,236","89,973","113,186","124,559"
"6113","広告宣伝費","13,555,600","19,218,135","13,126,688","15,078,213","12,945,335","12,912,070","11,374,666","11,071,309","13,880,098","12,038,705","11,632,410","14,110,796"
"6114","販売促進費","3,979,187","3,952,164","4,959,364","4,499,161","6,989,601","6,139,784","5,770,409","5,483,122","6,883,364","7,470,732","9,460,519","11,248,513"
"6115","荷造発送費","34,956","23,149","42,489","30,707","28,903","42,556","42,830","38,602","26,709","39,592","37,213","27,570"
"6116","外注費","733,309","562,251","2,132,676","-1,713,209","-56,706","469,436","661,691","296,455","1,162,250","860,660","375,342","911,750"
"6117","支払手数料","5,023,854","5,203,420","5,465,802","6,205,701","6,166,350","6,542,665","5,714,236","6,172,231","6,334,665","6,023,179","4,954,565","5,063,155"
"6118","開発費","0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","1,388,058","1,388,058","1,388,058","1,388,058","1,388,058","1,388,058","1,388,058","1,388,058","1,388,058","1,388,058","1,388,058","1,263,874"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","3,439,857","600,000","600,000","600,000","600,000","-464,627","600,000","600,000","600,000","-2,400,000","600,000","600,000"
"6312","法定福利費","1,282,082","2,400,238","1,295,578","1,296,400","1,320,246","1,369,621","1,175,426","2,259,911","1,401,706","1,687,658","1,886,372","1,381,988"
"6226","厚生費","5,127","1,224,573","78,158","0","0","30,000","0","0","0","0","670,380","208,535"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","343,000","343,000","343,000","343,000","343,000","343,000","343,000","343,000","343,000","907,930","479,000","479,000"
"6234","リース料","0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","1,138,182","1,138,182","1,138,182","1,138,182","1,138,182","1,138,182","1,168,182","1,108,182","1,138,182","1,138,182","1,138,182","1,138,182"
"6216","修繕費／車両関係費","0","0","0","0","0","0","0","0","0","39,950","0","0"
