"ｺｰﾄﾞ","勘定科目名"," 2年  7月"," 2年  8月"," 2年  9月"," 2年 10月"," 2年 11月"," 2年 12月"," 3年  1月"," 3年  2月"," 3年  3月"," 3年  4月"," 3年  5月"," 3年  6月"
"4111","売上高","5,187,015","5,640,001","5,644,054","6,907,618","7,699,851","7,034,561","4,876,407","5,010,425","6,411,996","5,304,101","5,754,217","5,612,621"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","5,187,015","5,640,001","5,644,054","6,907,618","7,699,851","7,034,561","4,876,407","5,010,425","6,411,996","5,304,101","5,754,217","5,612,621"
"5111","期首たな卸高","349,685","429,273","400,813","412,135","397,409","403,116","655,969","421,241","359,876","400,214","420,640","548,819"
"5211","商品仕入高","1,677,910","1,503,459","1,590,903","1,785,193","1,988,059","2,298,441","1,144,022","1,462,710","1,956,414","1,585,043","1,547,624","1,797,992"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末たな卸高      (△)","429,273","400,813","412,135","397,409","403,116","655,969","421,241","359,876","400,214","420,640","548,819","797,292"
,"当期売上原価","1,598,322","1,531,919","1,579,581","1,799,919","1,982,352","2,045,588","1,378,750","1,524,075","1,916,076","1,564,617","1,419,445","1,549,519"
,"売上総利益","3,588,693","4,108,082","4,064,473","5,107,699","5,717,499","4,988,973","3,497,657","3,486,350","4,495,920","3,739,484","4,334,772","4,063,102"
"6111","給与手当","620,000","582,000","642,000","677,000","926,000","926,000","886,000","886,000","941,000","884,000","924,500","985,000"
"6311","雑給","1,069,795","758,034","893,911","1,049,539","1,359,470","1,138,905","1,016,194","814,253","1,092,878","992,295","952,133","1,104,946"
"6112","旅費交通費","49,687","32,100","37,660","45,193","51,276","49,959","47,549","46,552","56,507","58,233","57,485","42,807"
"6113","広告宣伝費","0","0","13,450","16,655","49,536","52,682","0","190,219","541,637","272,101","-579,866","23,225"
"6114","販売促進費","0","0","0","1,604","13,940","31,000","16,000","15,970","16,000","15,970","15,970","15,980"
"6115","荷造発送費","1,363","0","2,525","1,880","0","840","0","473","840","1,040","2,500","1,373"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","393,755","652,429","625,466","723,117","824,540","769,232","617,787","604,662","695,993","637,690","719,889","631,696"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","0","0","0","0","167,500","0","0","0","0","0","55,000"
"6312","法定福利費","129,340","98,447","110,192","115,686","115,686","196,200","172,489","176,817","176,817","176,817","176,817","159,796"
"6226","厚生費","7,180","106,730","23,508","5,862","9,974","9,742","10,144","6,126","31,020","37,600","17,394","40,853"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","259,677","259,677","720,174","338,395","338,395","338,395","338,395","338,395","338,395","338,395","338,395","338,395"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","475,355","516,282","552,907","656,306","715,633","663,120","570,192","570,192","613,914","570,192","570,192","570,192"
"6216","修繕／車両関係費","0","0","0","0","0","0","0","0","0","6,611","0","0"
"6217","事務用消耗品費","0","1,891","0","1,580","3,920","0","0","0","3,730","400","600","0"
"6218","通信交通費","5,483","5,486","16,933","0","34,206","4,631","8,330","5,017","10,231","7,911","8,056","5,099"
"6219","水道光熱費","237,212","260,654","258,897","249,765","261,935","232,937","224,203","236,427","241,661","263,284","255,426","291,919"
"6221","租税公課","0","0","0","0","0","0","0","0","0","0","0","0"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000"
"6225","備品消耗品費","387,427","120,365","108,763","223,339","158,159","282,774","158,913","38,171","192,843","176,269","123,072","212,146"
"6227","管理諸費","7,200","5,397","4,800","4,800","5,097","7,200","7,200","12,350","10,380","13,182","58,218","13,664"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","0","0","0","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","3,668,474","3,424,492","4,036,186","4,135,721","4,892,767","4,896,117","4,098,396","3,966,624","4,988,846","4,476,990","3,665,781","4,517,091"
,"営業利益（損失）","-79,781","683,590","28,287","971,978","824,732","92,856","-600,739","-480,274","-492,926","-737,506","668,991","-453,989"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","0","0","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","738","0","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","1,274,601","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","1,274,601","738","0","0","0","0","0","0","0","0"
,"経常利益（損失）","-79,781","683,590","-1,246,314","971,240","824,732","92,856","-600,739","-480,274","-492,926","-737,506","668,991","-453,989"
