"ｺｰﾄﾞ","勘定科目名"," 1年 12月"," 2年  1月"," 2年  2月"," 2年  3月"," 2年  4月"," 2年  5月"," 2年  6月"," 2年  7月"," 2年  8月"," 2年  9月"," 2年 10月"," 2年 11月"
"4111","売上高","15,211,531","12,362,980","7,985,842","7,819,058","609,037","0","2,979,611","3,061,927","3,338,503","3,762,863","3,803,332","3,255,831"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","124,030","84,807","69,155","68,341","4,958","0","24,892","20,616","30,361","31,475","25,036","29,360"
,"純売上高","15,087,501","12,278,173","7,916,687","7,750,717","604,079","0","2,954,719","3,041,311","3,308,142","3,731,388","3,778,296","3,226,471"
"5111","期首たな卸高","627,585","1,147,596","722,416","586,420","520,332","612,231","612,231","496,304","459,556","487,145","417,209","303,375"
"5211","商品仕入高","2,072,877","1,023,806","780,472","827,749","184,004","840","170,419","228,872","388,316","325,644","338,923","425,204"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末たな卸高      (△)","1,147,596","722,416","586,420","520,332","612,231","612,231","496,304","459,556","487,145","417,209","303,375","365,568"
,"当期売上原価","1,552,866","1,448,986","916,468","893,837","92,105","840","286,346","265,620","360,727","395,580","452,757","363,011"
,"売上総利益","13,534,635","10,829,187","7,000,219","6,856,880","511,974","-840","2,668,373","2,775,691","2,947,415","3,335,808","3,325,539","2,863,460"
"6111","給与手当","1,095,354","1,052,900","1,019,900","1,012,900","838,383","728,578","934,504","847,189","801,540","901,195","841,515","595,049"
"6311","雑給","1,200,948","827,433","815,811","667,958","533,012","500,406","401,960","513,837","498,799","418,379","403,749","253,807"
"6112","旅費交通費","71,519","72,168","63,355","63,187","33,265","9,118","34,946","42,311","46,154","33,255","50,482","56,774"
"6113","広告宣伝費","272,898","219,579","211,281","210,270","80,877","31,187","119,235","79,947","208,205","204,265","124,305","108,498"
"6114","販売促進費","188,862","50,940","127,198","77,864","12,440","12,000","31,519","23,112","34,212","40,356","51,675","36,784"
"6115","荷造発送費","0","827","0","0","0","0","0","0","0","0","0","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","456,788","435,828","440,810","434,832","371,892","264,546","90,940","290,136","349,348","357,475","348,113","349,551"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","104,842","10,000","10,000","10,000","0","0","0","0","0","0","0","0"
"6312","法定福利費","173,093","151,587","162,713","165,662","165,662","165,662","154,687","134,303","137,029","136,824","134,117","134,117"
