"ｺｰﾄﾞ","勘定科目名"," 2年 11月"," 2年 12月"," 3年  1月"," 3年  2月"," 3年  3月"," 3年  4月"," 3年  5月"," 3年  6月"," 3年  7月"," 3年  8月"," 3年  9月"," 3年 10月"
"4111","売上高","7,335,448","8,178,837","5,414,463","4,603,315","7,327,277","4,869,926","4,802,422","5,420,867","4,987,056","3,059,490","2,356,760","5,755,408"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","7,335,448","8,178,837","5,414,463","4,603,315","7,327,277","4,869,926","4,802,422","5,420,867","4,987,056","3,059,490","2,356,760","5,755,408"
"5111","期首棚卸高","858,773","642,019","1,214,351","650,604","453,222","485,552","507,806","591,155","689,324","723,915","637,436","727,721"
"5211","商品仕入高","2,307,040","3,358,188","1,460,575","1,465,224","2,553,440","1,804,038","1,841,883","2,112,746","1,872,252","1,152,601","1,043,818","2,248,014"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","642,019","1,214,351","650,604","453,222","485,552","507,806","591,155","689,324","723,915","637,436","727,721","795,975"
,"当期売上原価","2,523,794","2,785,856","2,024,322","1,662,606","2,521,110","1,781,784","1,758,534","2,014,577","1,837,661","1,239,080","953,533","2,179,760"
,"売上総利益","4,811,654","5,392,981","3,390,141","2,940,709","4,806,167","3,088,142","3,043,888","3,406,290","3,149,395","1,820,410","1,403,227","3,575,648"
"6111","給与手当","801,500","801,500","798,500","773,500","763,500","765,500","783,500","783,500","772,500","762,848","783,500","689,716"
"6311","雑給","1,249,408","1,265,951","962,223","919,345","957,702","774,790","791,959","775,684","769,872","702,555","536,666","849,332"
"6112","旅費交通費","51,951","45,856","45,802","35,590","53,126","40,238","49,417","44,283","56,551","26,764","37,383","29,016"
"6113","広告宣伝費","434,811","433,859","239,975","332,451","628,043","438,545","376,458","335,248","301,122","188,318","185,339","369,791"
"6114","販売促進費","47,363","51,862","42,409","61,072","50,869","46,752","52,154","59,826","48,391","57,331","58,397","52,183"
"6115","荷造発送費","0","0","0","0","0","0","0","0","0","0","0","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","178,134","194,036","172,878","146,179","172,515","150,090","186,837","179,282","181,408","139,915","128,001","176,604"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","125,000","0","0","0","0","0","50,000","0","0","0","0"
"6312","法定福利費","118,339","129,594","112,819","107,900","113,472","110,669","110,669","115,872","110,669","110,669","107,839","110,669"
"6226","厚生費","6,727","5,000","0","0","5,000","5,000","0","26,364","5,000","0","0","5,000"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","79,288","79,288","79,288","79,288","79,288","79,288","79,288","79,288","79,288","79,288","67,499","84,233"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","796,364","796,364","796,364","796,364","656,364","656,364","656,364","656,364","656,364","796,364","796,364","796,364"
"6216","修繕／車両関係費","0","108,000","60,000","73,000","0","49,250","0","18,000","51,537","18,000","0","38,000"
"6217","事務用消耗品費","0","2,677","0","2,582","0","1,700","0","1,399","0","0","0","0"
"6218","通信交通費","25,198","3,503","14,318","14,535","25,064","14,351","14,311","14,639","3,503","25,399","14,333","3,503"
"6219","水道光熱費","498,461","315,704","381,283","325,602","408,876","274,368","366,852","282,428","420,559","374,760","518,443","428,089"
"6221","租税公課","1,000","0","0","0","0","0","0","0","0","0","0","0"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","60,000","30,000"
"6225","備品消耗品費","342,177","370,244","318,135","223,920","339,688","297,576","347,012","231,569","268,235","184,722","332,050","257,708"
"6227","管理諸費","46,306","68,699","75,406","39,346","46,505","67,046","234,806","66,346","49,780","67,046","74,586","75,246"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","3,000","0","0","0","0","13,000","0","0","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","2,000","0","10,000","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","4,710,027","4,827,137","4,131,400","3,960,674","4,340,012","3,814,527","4,079,627","3,750,092","3,804,779","3,563,979","3,700,400","3,995,454"
,"営業利益（損失）","101,627","565,844","-741,259","-1,019,965","466,155","-726,385","-1,035,739","-343,802","-655,384","-1,743,569","-2,297,173","-419,806"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","0","0","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","144","56","-14","0","0","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","200,000","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","144","56","-14","0","0","0","0","0","0","0","200,000","0"
,"経常利益（損失）","101,483","565,788","-741,245","-1,019,965","466,155","-726,385","-1,035,739","-343,802","-655,384","-1,743,569","-2,497,173","-419,806"
