"ｺｰﾄﾞ","勘定科目名"," 4年  2月"," 4年  3月"," 4年  4月"," 4年  5月"," 4年  6月"," 4年  7月"," 4年  8月"," 4年  9月"," 4年 10月"," 4年 11月"," 4年 12月"," 5年  1月"
"4111","売上高","38,372,865","46,655,320","41,612,664","41,852,886","41,959,447","43,976,948","44,451,670","47,007,573","48,251,530","49,133,394","51,319,102","50,747,783"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","38,372,865","46,655,320","41,612,664","41,852,886","41,959,447","43,976,948","44,451,670","47,007,573","48,251,530","49,133,394","51,319,102","50,747,783"
"5111","期首棚卸高","0","0","0","0","0","0","0","0","0","0","0","0"
"5211","商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5212",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5215",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5216",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"当期売上原価","0","0","0","0","0","0","0","0","0","0","0","0"
,"売上総利益","38,372,865","46,655,320","41,612,664","41,852,886","41,959,447","43,976,948","44,451,670","47,007,573","48,251,530","49,133,394","51,319,102","50,747,783"
"6111","給与手当","5,656,812","-890,425","5,478,484","5,718,462","6,208,593","5,861,245","5,866,165","1,893,822","6,148,661","6,211,104","6,295,372","6,322,337"
"6311","雑給","2,692,719","2,937,882","2,740,068","2,878,818","2,899,225","2,829,855","2,900,882","2,925,017","2,943,168","2,894,447","2,898,959","2,941,675"
"6112","旅費交通費","60,745","76,668","85,477","155,244","122,841","97,646","125,236","89,973","113,186","124,559","114,415","121,278"
