"ｺｰﾄﾞ","勘定科目名","30年  2月","30年  3月","30年  4月","30年  5月","30年  6月","30年  7月","30年  8月","30年  9月","30年 10月","30年 11月","30年 12月","31年  1月"
"4111","売上高","11,003,565","14,666,166","12,027,733","11,787,931","11,152,590","10,792,872","11,984,510","9,957,013","10,955,791","10,616,772","16,789,695","12,704,338"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","11,003,565","14,666,166","12,027,733","11,787,931","11,152,590","10,792,872","11,984,510","9,957,013","10,955,791","10,616,772","16,789,695","12,704,338"
"5111","期首たな卸高","1,169,882","1,143,553","1,094,157","989,400","1,092,693","994,305","1,047,303","974,305","1,118,575","1,212,685","1,323,301","2,023,159"
"5211","商品仕入高","3,973,037","5,199,280","4,140,922","4,233,920","3,792,842","3,892,702","4,139,432","3,744,404","4,127,505","4,109,206","6,694,996","4,163,330"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末たな卸高      (△)","1,143,553","1,094,157","989,400","1,092,693","994,305","1,047,303","974,305","1,118,575","1,212,685","1,323,301","2,023,159","1,342,345"
,"当期売上原価","3,999,366","5,248,676","4,245,679","4,130,627","3,891,230","3,839,704","4,212,430","3,600,134","4,033,395","3,998,590","5,995,138","4,844,144"
,"売上総利益","7,004,199","9,417,490","7,782,054","7,657,304","7,261,360","6,953,168","7,772,080","6,356,879","6,922,396","6,618,182","10,794,557","7,860,194"
