"ｺｰﾄﾞ","勘定科目名"," 3年  7月"," 3年  8月"," 3年  9月"," 3年 10月"," 3年 11月"," 3年 12月"," 4年  1月"," 4年  2月"," 4年  3月"," 4年  4月"," 4年  5月"," 4年  6月"
"4111","入館売上高","3,037,359","1,884,055","2,259,427","2,588,038","3,297,069","3,568,575","3,669,725","1,360,797","40,265","548,459","5,184,995","3,639,911"
"4112","飲食売上高","883,836","474,789","384,846","752,582","982,056","1,253,306","1,123,405","260,883","0","318,627","2,889,523","2,075,393"
"4113","物販売上高","209,478","154,799","124,709","196,144","243,289","293,959","284,814","103,649","0","19,848","109,777","113,107"
"4114","その他売上高","218,028","216,684","176,583","254,443","244,506","385,432","348,797","211,732","50,369","1,331,119","2,724,310","1,621,917"
"4115","売上値引戻り高    (△)","69,736","64,791","85,375","55,219","234,163","114,571","111,291","30,408","0","0","356,611","114,663"
,"純売上高","4,278,965","2,665,536","2,860,190","3,735,988","4,532,757","5,386,701","5,315,450","1,906,653","90,634","2,218,053","10,551,994","7,335,665"
"5111","期首棚卸高","0","0","531,836","310,239","288,016","344,286","532,162","252,161","191,094","191,094","554,360","765,369"
"5211","仕入高","0","14,800","5,893","-20,693","0","0","0","0","0","0","0","0"
"5212","飲食商品仕入高","299,516","328,800","131,025","248,615","377,112","644,896","168,792","73,847","12,008","433,985","1,008,725","641,199"
"5215","物販商品仕入高","102,688","98,152","101,330","139,318","185,668","222,138","165,437","84,407","8,150","5,000","58,693","64,048"
"5216","手数料商品仕入高","3,068","3,068","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"当期製品製造原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","0","0","310,239","288,016","344,286","532,162","252,161","191,094","191,094","554,360","765,369","753,024"
,"当期売上原価","405,272","444,820","459,845","389,463","506,510","679,158","614,230","219,321","20,158","75,719","856,409","717,592"
,"売上総利益","3,873,693","2,220,716","2,400,345","3,346,525","4,026,247","4,707,543","4,701,220","1,687,332","70,476","2,142,334","9,695,585","6,618,073"
"6111","販売員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6311","雑給","1,141,530","818,790","670,966","934,886","903,510","1,165,904","1,213,328","947,194","899,720","1,046,554","1,403,579","1,427,637"
"6112","販売員旅費","0","0","0","0","0","0","0","0","0","0","0","0"
"6113","広告宣伝費","56,790","43,180","21,810","4,523","14,860","37,108","17,130","17,730","93,209","95,330","301,330","373,561"
"6114","容器包装費","0","0","0","0","0","0","0","0","0","0","0","0"
"6115","発送配達費","0","0","0","2,359","364","950","0","0","2,553","0","1,869","0"
"6116",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6117","その他の販売費","0","0","0","0","0","0","0","0","0","0","0","0"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","260,000","390,000","260,000","260,000","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
