"ｺｰﾄﾞ","勘定科目名"," 4年  1月"," 4年  2月"," 4年  3月"," 4年  4月"," 4年  5月"," 4年  6月"," 4年  7月"," 4年  8月"," 4年  9月"," 4年 10月"," 4年 11月"," 4年 12月"
"4111","売上高","0","0","5","0","0","39,091","100,272","91,074","0","212,364","103,913","793,096"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","0","0","5","0","0","39,091","100,272","91,074","0","212,364","103,913","793,096"
"5111","期首棚卸高","0","0","0","0","0","0","0","0","0","10,366,558","10,262,892","10,256,672"
"5211","商品仕入高","0","0","0","0","-556","11,389","3,300","-23,235","10,042,000","823,350","21,745","235,095"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","0","0","0","0","0","0","0","0","10,366,558","10,262,892","10,256,672","10,256,672"
,"当期売上原価","0","0","0","0","-556","11,389","3,300","-23,235","-324,558","927,016","27,965","235,095"
,"売上総利益","0","0","5","0","556","27,702","96,972","114,309","324,558","-714,652","75,948","558,001"
"6111","給与手当","1,035,035","1,005,643","1,016,110","1,030,848","1,046,500","1,581,000","1,406,000","1,364,044","-49,751,538","2,041,000","2,473,000","2,473,000"
"6311","雑給","224,167","148,253","232,965","105,010","187,820","378,925","299,020","221,179","89,715","264,101","331,555","534,178"
"6112","旅費交通費","261,073","276,557","280,406","213,974","294,030","274,876","294,725","180,377","406,123","369,381","306,482","323,554"
"6113","広告宣伝費","1,780,065","837,199","812,926","1,521,432","744,485","1,128,034","1,132,061","908,276","1,398,138","5,836,033","1,520,463","1,161,069"
"6114","販売促進費","47,510","48,356","-11","51,518","136,364","37,932","371,128","7","1,497","59,772","49,116","267,908"
"6115","荷造発送費","0","590","1,070","1,800","1,110","690","6,095","0","1,065","0","28,202","10,895"
"6116","外注費","0","0","0","0","0","0","0","0","9,780","0","0","0"
"6117","支払手数料","667,936","347,640","297,463","330,773","194,076","32,625","139,466","689,144","1,140,102","327,225","48,072","875,120"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","0","0","0","125,600","75,375","75,375","75,375","87,703","50,249","50,249","-111,251"
"6312","法定福利費","228,586","228,586","224,980","224,789","222,230","300,159","281,644","281,644","278,808","292,808","416,022","389,430"
"6226","厚生費","21,725","40,991","77,802","101,371","28,104","91,504","3,400","117,731","992,830","311,831","557,943","722,841"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","500,000"
"6214","減価償却費","626,764","626,764","626,764","626,764","626,764","626,764","626,764","626,764","-6,894,404","0","0","0"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","113,637","113,637","113,637","113,636","113,637","113,637","113,637","113,637","113,637","113,637","113,637","113,637"
"6216","修繕／車両関係費","148,664","515,676","0","88,882","24,016","37,146","146,723","12,000","235,683","426,617","427,656","202,422"
"6217","事務用消耗品費","0","0","0","0","0","0","0","0","0","0","1,773","0"
"6218","通信交通費","88,073","27,474","31,305","24,921","47,319","26,917","22,517","62,630","409,401","33,848","32,685","36,568"
"6219","水道光熱費","550,319","54,743","59,443","42,792","41,137","5,600","41,416","76,155","4,810,812","66,957","52,127","52,900"
"6221","租税公課","17,000","30,600","6,600","26,000","122,700","0","16,000","0","36,600","36,600","80,200","0"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","25,000"
"6223","接待交際費","11,940","0","0","0","0","0","0","0","0","9,988","59,901","60,591"
"6224","保険料","13,240","59,190","20,310","12,630","0","0","0","0","95,940","128,360","39,720","-48,000"
