"ｺｰﾄﾞ","勘定科目名","31年  2月","31年  3月","31年  4月"," 1年  5月"," 1年  6月"," 1年  7月"," 1年  8月"," 1年  9月"," 1年 10月"," 1年 11月"," 1年 12月"," 2年  1月"
"6229","諸会費","0","24,000","9,000","0","14,000","18,000","0","-9,000","9,000","24,000","0","9,000"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","13,826,313","16,565,696","14,892,811","14,685,100","13,936,159","13,684,885","13,729,308","16,652,348","13,468,986","14,146,157","13,868,975","14,047,848"
,"営業利益（損失）","-1,997,578","-1,947,630","-2,701,827","-3,561,360","-2,422,455","-3,589,670","-2,574,192","-6,867,623","-2,304,003","496,034","3,990,431","1,101,280"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","7,944","5,250","5,583","5,292","6,597","4,944","5,597","7,556","5,653","6,749","4,901","6,818"
,"営業外収益計","7,944","5,250","5,583","5,292","6,597","4,944","5,597","7,556","5,653","6,749","4,901","6,818"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","-1,000","0","199","0","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","-1,000","0","199","0","0","0","0","0","0","0","0"
,"経常利益（損失）","-1,989,634","-1,941,380","-2,696,244","-3,556,267","-2,415,858","-3,584,726","-2,568,595","-6,860,067","-2,298,350","502,783","3,995,332","1,108,098"
