"ｺｰﾄﾞ","勘定科目名"," 3年  6月"," 3年  7月"," 3年  8月"," 3年  9月"," 3年 10月"," 3年 11月"," 3年 12月"," 4年  1月"," 4年  2月"," 4年  3月"," 4年  4月"," 4年  5月"
"4111","売上高","5,383,560","4,915,746","5,273,901","5,427,687","11,536,005","11,341,735","10,269,947","10,377,796","9,851,754","10,993,868","11,007,634","12,023,268"
"4112","会員券売上高","149,003","210,367","295,642","360,003","674,278","434,001","775,639","425,643","414,276","537,277","574,637","502,732"
"4113","ゴルフ用品・雑貨売上高","67,347","79,142","52,029","52,978","128,052","155,217","114,905","111,184","109,069","158,501","146,048","131,583"
"4114","手数料収入","171,820","146,738","113,744","213,248","751,002","374,837","311,655","293,451","289,021","368,557","350,789","769,445"
"4115","ポイント値引・入会金返金(△)","943,152","828,499","822,997","882,745","2,014,932","1,857,741","1,546,469","1,589,006","1,402,665","1,607,518","1,504,798","1,563,227"
,"純売上高","4,828,578","4,523,494","4,912,319","5,171,171","11,074,405","10,448,049","9,925,677","9,619,068","9,261,455","10,450,685","10,574,310","11,863,801"
"5111","期首棚卸高","0","0","0","301,996","0","0","0","0","0","0","0","0"
"5211","商品仕入高","39,930","59,765","28,950","41,876","81,694","20,001","131,833","27,173","173,881","36,246","53,147","12,187"
"5212",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5215",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5216",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","0","0","0","368,101","0","0","0","0","0","0","0","0"
,"当期売上原価","39,930","59,765","28,950","-24,229","81,694","20,001","131,833","27,173","173,881","36,246","53,147","12,187"
,"売上総利益","4,788,648","4,463,729","4,883,369","5,195,400","10,992,711","10,428,048","9,793,844","9,591,895","9,087,574","10,414,439","10,521,163","11,851,614"
"6111","プロ報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6311","雑給","611,226","615,266","676,861","633,280","1,384,645","1,307,754","1,364,349","1,386,826","1,213,963","1,317,769","1,258,620","1,377,879"
"6112","旅費交通費","29,856","34,083","34,084","31,628","79,097","87,125","76,632","76,344","68,586","87,983","85,575","77,166"
"6113","広告宣伝費","171,000","261,000","169,700","577,200","300,136","289,000","401,255","328,700","300,200","423,745","500,700","367,745"
"6114","教育訓練費","0","0","0","0","0","0","0","0","0","0","0","0"
