"ｺｰﾄﾞ","勘定科目名"," 4年  5月"," 4年  6月"," 4年  7月"," 4年  8月"," 4年  9月"," 4年 10月"," 4年 11月"," 4年 12月"," 5年  1月"," 5年  2月"," 5年  3月"," 5年  4月"
"4111","売上高","39,768,128","34,557,430","36,067,693","30,576,203","36,947,634","43,206,357","41,312,589","42,849,202","47,677,228","41,037,317","60,392,301","39,372,687"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","39,768,128","34,557,430","36,067,693","30,576,203","36,947,634","43,206,357","41,312,589","42,849,202","47,677,228","41,037,317","60,392,301","39,372,687"
"5111","期首棚卸高","3,046,682","3,073,982","2,668,250","2,177,273","2,590,437","2,942,461","2,988,814","3,200,679","3,481,215","2,822,095","3,125,712","3,081,067"
"5211","商品仕入高","182,000","0","0","65,800","150,000","35,800","37,800","150,000","0","192,875","1,758,393","165,400"
"5212","通信商品仕入高","27,224,194","22,022,170","23,655,226","19,190,775","24,541,056","28,435,019","26,186,502","28,902,555","29,464,005","23,701,944","38,497,933","22,214,293"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","3,073,982","2,668,250","2,177,273","2,590,437","2,942,461","2,988,814","3,200,679","3,481,215","2,822,095","3,125,712","3,081,067","3,791,899"
,"当期売上原価","27,378,894","22,427,902","24,146,203","18,843,411","24,339,032","28,424,466","26,012,437","28,772,019","30,123,125","23,591,202","40,300,971","21,668,861"
,"売上総利益","12,389,234","12,129,528","11,921,490","11,732,792","12,608,602","14,781,891","15,300,152","14,077,183","17,554,103","17,446,115","20,091,330","17,703,826"
"6111","給与手当","5,121,211","4,396,057","4,594,523","4,348,371","4,331,252","4,603,347","4,648,690","4,494,336","5,791,033","4,506,895","4,477,198","4,527,218"
"6311","雑給","252,425","300,875","244,925","175,850","243,575","309,200","290,000","254,075","236,300","217,475","328,925","339,035"
"6112","旅費交通費","64,947","64,285","80,286","57,223","75,841","78,640","80,390","73,025","69,326","72,891","79,549","74,169"
"6113","広告宣伝費","54,455","52,636","206,727","52,182","57,182","71,273","126,727","248,091","214,091","224,545","266,818","290,455"
"6114","販売促進費","199,904","8,104","10,300","5,346","956,607","305,000","1,205,000","107,307","1,005,000","1,214,036","1,021,822","710,940"
"6115","荷造発送費","0","0","0","0","0","0","0","0","2,405","509","509","0"
"6116","外注費","655,175","530,131","2,511,949","2,626,883","2,342,222","1,361,677","1,512,839","1,952,982","2,267,802","2,102,408","3,462,741","1,889,983"
"6117","支払手数料","1,097,939","1,625,613","1,225,217","1,516,340","1,037,282","922,499","902,293","995,013","1,119,798","1,160,516","1,319,843","1,146,057"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","1,807,833","0","0","0","0","433,333","433,333","433,332","433,333","433,333","649,333","404,167"
"6312","法定福利費","867,207","809,959","619,435","592,386","620,600","620,600","643,040","699,290","643,696","643,696","643,696","747,960"
"6226","厚生費","0","0","2,050","3,600","1,640","2,200","7,302","12,781","13,191","5,965","2,282","7,666"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","292,802","292,802","292,802","292,802","-1,046,780","253,630","253,630","253,630","253,630","253,630","253,630","-413,229"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
