"ｺｰﾄﾞ","勘定科目名","31年  3月","31年  4月"," 1年  5月"," 1年  6月"," 1年  7月"," 1年  8月"," 1年  9月"," 1年 10月"," 1年 11月"," 1年 12月"," 2年  1月"," 2年  2月"
,"売上総利益","39,656,715","23,626,154","26,146,652","26,137,141","22,322,142","26,497,395","26,982,811","27,986,105","27,877,556","31,163,595","32,109,969","34,259,611"
"6111","給与手当","14,613,499","12,092,449","12,536,778","13,063,554","14,059,817","12,536,839","11,129,483","13,069,769","12,857,878","12,928,619","10,779,809","10,654,669"
"6311","雑給","0","0","0","0","0","0","0","0","0","0","966,741","912,269"
"6112","旅費交通費","298,277","595,461","369,774","359,807","457,974","332,021","435,656","312,938","388,627","370,240","376,871","314,688"
"6113","広告宣伝費","2,043,563","492,696","342,339","826,940","187,728","511,288","593,680","641,344","929,062","2,083,751","758,834","1,266,375"
"6114","販売促進費","64,799","214,466","907,594","246,504","1,014,181","727,682","133,285","925,116","706,091","178,791","55,933","240,732"
"6115","荷造発送費","19,498","15,747","17,233","10,610","11,634","10,199","8,739","4,975","15,045","20,017","17,439","10,952"
"6116","外注費","1,665,166","3,392,645","3,249,321","2,955,889","2,304,704","5,043,530","4,449,594","4,739,055","5,317,988","6,669,002","3,087,843","3,073,889"
"6117","支払手数料","444,767","329,564","473,845","476,028","416,455","293,429","1,207,060","902,863","565,883","923,221","1,194,600","839,941"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","1,900,000","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","190,000","1,185,882","995,882","995,882","-1,991,764","995,882","995,882","-2,218,453","995,882","995,882","995,882","995,882"
"6312","法定福利費","1,811,821","1,804,808","1,814,644","1,894,586","1,918,428","1,977,921","1,963,897","1,990,209","1,987,540","1,990,345","1,901,988","1,739,041"
"6226","厚生費","534,340","96,452","290,909","365,854","622,325","49,723","977,985","86,334","204,681","231,515","164,967","14,280"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","392,867","392,867","392,867","392,867","392,867","392,867","897,401","963,085","963,085","963,085","963,085","963,085"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","2,027,779","2,300,001","2,000,001","2,300,001","2,009,260","2,009,261","3,243,983","4,468,936","4,590,818","4,253,545","4,253,545","4,253,545"
"6216","修繕／車両関係費","0","0","0","12,037","14,000","0","0","40,000","39,600","762,327","867,000","-39,600"
"6217","事務用消耗品費","80,048","0","58,935","87,510","147,828","108,373","97,290","100,598","107,875","28,275","0","23,757"
"6218","通信交通費","78,500","161,557","296,751","74,538","289,544","69,759","318,904","223,701","93,834","188,371","393,281","49,135"
"6219","水道光熱費","535,643","529,852","480,090","456,817","469,146","535,383","607,731","650,234","518,988","462,980","530,077","454,177"
"6221","租税公課","14,300","14,000","10,600","6,000","12,000","14,000","14,000","5,000","21,600","1,600","20,600","3,200"
"6222","寄付金","0","0","0","0","0","0","8,000","10,000","0","30,000","15,000","0"
"6223","接待交際費","0","0","0","0","0","5,006","0","0","4,344","2,000","0","0"
"6224","保険料","18,962","18,962","18,962","18,962","18,962","18,962","18,962","27,560","25,000","25,000","25,000","25,000"
"6225","備品消耗品費","357,398","866,420","799,794","749,051","1,110,538","689,747","1,958,231","705,634","2,994,155","491,992","288,771","223,084"
"6227","管理諸費","145,521","255,464","192,758","239,224","216,850","651,503","1,629,771","610,111","632,263","573,664","110,201","575,673"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","160,000","33,600","10,000","0","0","0","150,000","0","0","40,000","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","25,496,748","24,792,893","25,259,077","25,532,661","23,682,477","26,973,375","32,739,534","28,259,009","33,960,239","34,214,222","27,767,467","26,593,774"
,"営業利益（損失）","14,159,967","-1,166,739","887,575","604,480","-1,360,335","-475,980","-5,756,723","-272,904","-6,082,683","-3,050,627","4,342,502","7,665,837"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","4,418","3,123","6,774","370,370","0","0","6,719","4,989","2,370","5,473","6,172","3,249"
,"営業外収益計","4,418","3,123","6,774","370,370","0","0","6,719","4,989","2,370","5,473","6,172","3,249"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","1,000","0","0","-40","0","0","104","0","0","5"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","1,000","0","0","-40","0","0","104","0","0","5"
,"経常利益（損失）","14,164,385","-1,163,616","893,349","974,850","-1,360,335","-475,940","-5,750,004","-267,915","-6,080,417","-3,045,154","4,348,674","7,669,081"
