"ｺｰﾄﾞ","勘定科目名"," 2年  4月"," 2年  5月"," 2年  6月"," 2年  7月"," 2年  8月"," 2年  9月"," 2年 10月"," 2年 11月"," 2年 12月"," 3年  1月"," 3年  2月"," 3年  3月"
"4111","売上高","7,094,538","7,395,637","6,695,838","7,830,388","8,234,892","58,314,083","9,088,476","7,645,520","8,649,138","9,648,318","7,904,035","11,286,042"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","-49,225,861","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","7,094,538","7,395,637","6,695,838","7,830,388","8,234,892","9,088,222","9,088,476","7,645,520","8,649,138","9,648,318","7,904,035","11,286,042"
"5111","期首たな卸高","941,936","984,546","994,782","962,263","1,035,482","1,144,217","1,031,246","1,366,526","1,456,659","1,394,146","1,110,322","1,355,039"
"5211","商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5212","通信商品仕入高","4,732,749","5,447,999","5,278,896","6,174,727","6,635,760","7,079,385","7,326,382","6,187,904","6,971,305","7,484,564","6,411,912","9,019,035"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末たな卸高      (△)","984,546","994,782","962,263","1,035,482","1,144,217","1,031,246","1,366,526","1,456,659","1,394,146","1,110,322","1,355,039","1,378,410"
,"当期売上原価","4,690,139","5,437,763","5,311,415","6,101,508","6,527,025","7,192,356","6,991,102","6,097,771","7,033,818","7,768,388","6,167,195","8,995,664"
,"売上総利益","2,404,399","1,957,874","1,384,423","1,728,880","1,707,867","1,895,866","2,097,374","1,547,749","1,615,320","1,879,930","1,736,840","2,290,378"
"6111","給与手当","843,994","837,858","889,207","893,855","903,025","881,636","954,336","902,120","920,756","931,618","911,396","1,025,162"
"6311","雑給","0","0","0","0","0","0","0","0","0","0","0","0"
"6112","旅費交通費","22,659","18,284","20,436","19,981","15,275","22,326","20,908","23,358","20,875","26,837","18,682","21,287"
"6113","広告宣伝費","6,020","1,818","60,000","0","0","42,436","8,182","11,818","12,727","1,818","0","2,727"
"6114","販売促進費","0","0","0","3,636","3,636","1,818","0","0","3,500","0","0","0"
"6115","荷造発送費","0","3,420","0","0","1,500","540","540","750","960","0","0","1,080"
"6116","外注費","0","0","0","0","0","0","0","0","279,350","0","133,200","429,200"
"6117","支払手数料","15,200","15,700","43,400","179,633","205,105","197,252","178,493","139,821","42,100","156,043","198,992","221,155"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
