"ｺｰﾄﾞ","勘定科目名"," 1年 12月"," 2年  1月"," 2年  2月"," 2年  3月"," 2年  4月"," 2年  5月"," 2年  6月"," 2年  7月"," 2年  8月"," 2年  9月"," 2年 10月"," 2年 11月"
"4111","売上高","5,218,095","4,377,291","4,178,500","4,071,701","1,520,791","2,066,027","3,236,546","3,891,590","3,248,136","3,591,083","4,324,164","3,515,817"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","5,218,095","4,377,291","4,178,500","4,071,701","1,520,791","2,066,027","3,236,546","3,891,590","3,248,136","3,591,083","4,324,164","3,515,817"
"5111","期首たな卸高","443,101","443,101","316,890","449,796","491,287","323,155","278,447","358,900","286,810","286,810","293,898","332,236"
"5211","商品仕入高","1,694,762","1,221,366","1,221,563","1,252,617","372,310","630,297","1,062,238","1,270,587","957,799","1,232,702","1,386,387","1,081,709"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末たな卸高      (△)","443,101","316,890","449,796","491,287","323,155","278,447","358,900","286,810","286,810","293,898","332,236","332,236"
,"当期売上原価","1,694,762","1,347,577","1,088,657","1,211,126","540,442","675,005","981,785","1,342,677","957,799","1,225,614","1,348,049","1,081,709"
,"売上総利益","3,523,333","3,029,714","3,089,843","2,860,575","980,349","1,391,022","2,254,761","2,548,913","2,290,337","2,365,469","2,976,115","2,434,108"
"6111","給与手当","606,500","625,500","817,500","747,000","421,836","452,244","479,028","673,841","635,340","452,507","504,167","480,000"
"6311","雑給","717,444","660,676","590,124","601,980","364,090","427,986","348,166","378,369","401,912","459,736","585,494","490,529"
"6112","旅費交通費","22,010","30,870","48,974","36,084","15,461","11,832","36,004","34,770","24,216","21,659","37,393","30,481"
"6113","広告宣伝費","174,655","237,219","107,250","123,137","110,773","18,810","10,818","81,102","120,955","61,923","135,854","150,600"
"6114","販売促進費","51,958","40,011","43,426","40,243","15,912","0","39,785","495","0","829","1,593","54,273"
"6115","荷造発送費","93,355","86,791","103,582","86,296","38,795","54,112","69,561","81,884","80,618","82,687","94,645","73,234"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","362,364","278,498","296,985","258,514","43,034","59,624","212,544","268,738","255,251","233,690","345,023","273,592"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","59,214","56,000","56,000","56,000","0","0","0","0","0","0","0","0"
"6312","法定福利費","137,110","137,110","134,303","167,851","162,964","120,200","87,371","115,658","117,397","72,863","72,863","72,863"
"6226","厚生費","14,896","26,200","172,599","99,545","0","0","0","117,102","13,040","24,118","23,300","0"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","172,962","172,962","172,962","172,962","172,962","172,962","172,962","172,962","172,962","-426,962","157,420","157,420"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","300,000","300,000","300,000","300,000","300,000","300,000","300,000","300,000","300,000","300,000","300,000","300,000"
"6216","修繕／車両関係費","26,750","0","58,435","0","0","0","0","0","0","27,273","0","0"
"6217","事務用消耗品費","0","1,170","100","727","0","0","0","0","0","0","0","0"
"6218","通信交通費","6,891","9,917","6,572","6,539","6,533","6,545","6,521","6,515","7,096","6,525","6,516","6,534"
"6219","水道光熱費","102,089","160,730","106,621","138,406","100,070","107,971","92,476","120,771","125,535","145,795","107,250","130,128"
"6221","租税公課","0","0","0","0","0","0","0","0","0","0","0","0"
"6222","寄付金","0","0","0","0","0","0","0","0","5,000","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000"
"6225","備品消耗品費","152,269","94,207","432,923","214,371","54,970","16,482","72,871","43,702","142,490","57,365","74,137","153,477"
"6227","管理諸費","50,949","50,949","50,949","47,249","173,963","174,163","47,249","47,249","77,249","52,249","48,374","48,749"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","0","0","0","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","3,076,416","2,993,810","3,524,305","3,121,904","2,006,363","1,947,931","2,000,356","2,468,158","2,504,061","1,597,257","2,519,029","2,446,880"
,"営業利益（損失）","446,917","35,904","-434,462","-261,329","-1,026,014","-556,909","254,405","80,755","-213,724","768,212","457,086","-12,772"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","0","0","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","-894","1,817","-95","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","600,000","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","0","-894","1,817","599,905","0","0"
,"経常利益（損失）","446,917","35,904","-434,462","-261,329","-1,026,014","-556,909","254,405","81,649","-215,541","168,307","457,086","-12,772"
