"ｺｰﾄﾞ","勘定科目名"," 2年 11月"," 2年 12月"," 3年  1月"," 3年  2月"," 3年  3月"," 3年  4月"," 3年  5月"," 3年  6月"," 3年  7月"," 3年  8月"," 3年  9月"," 3年 10月"
"4111","売上高","29,790,279","35,352,012","32,829,013","25,974,591","36,850,119","35,892,803","29,255,161","25,698,563","25,454,552","24,678,348","26,583,618","28,855,721"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","29,790,279","35,352,012","32,829,013","25,974,591","36,850,119","35,892,803","29,255,161","25,698,563","25,454,552","24,678,348","26,583,618","28,855,721"
"5111","期首棚卸高","4,142,836","3,815,231","2,903,936","3,112,800","3,352,767","4,348,370","4,659,621","3,622,027","4,053,205","4,077,043","3,735,672","0"
"5211","商品仕入高","0","0","0","31,400","332,000","0","0","0","0","0","0","0"
"5212","通信商品仕入高","25,895,750","29,131,623","26,810,718","19,720,270","30,946,955","27,212,037","22,035,691","20,436,257","19,962,188","19,306,999","31,615,428","31,256,640"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","3,815,231","2,903,936","3,112,800","3,352,767","4,348,370","4,659,621","3,622,027","4,053,205","4,077,043","3,735,672","11,815,402","8,349,335"
,"当期売上原価","26,223,355","30,042,918","26,601,854","19,511,703","30,283,352","26,900,786","23,073,285","20,005,079","19,938,350","19,648,370","23,535,698","22,907,305"
,"売上総利益","3,566,924","5,309,094","6,227,159","6,462,888","6,566,767","8,992,017","6,181,876","5,693,484","5,516,202","5,029,978","3,047,920","5,948,416"
"6111","給与手当","2,804,931","2,711,647","2,683,140","2,621,422","2,839,365","2,840,021","3,009,033","2,989,854","2,806,642","2,844,586","2,721,652","2,713,679"
"6311","雑給","0","0","0","0","0","0","0","0","0","0","0","0"
"6112","旅費交通費","86,101","81,956","84,944","69,696","83,863","85,203","103,490","109,446","104,453","78,208","79,752","82,759"
"6113","広告宣伝費","16,636","22,091","23,909","19,364","17,545","16,636","14,818","52,545","24,818","13,909","80,000","96,524"
"6114","販売促進費","5,000","10,000","95,909","23,247","5,000","5,000","5,000","5,000","5,000","5,000","9,545","45,000"
"6115","荷造発送費","1,040","1,040","2,920","840","1,040","1,045","1,680","0","840","0","0","0"
"6116","外注費","163,764","516,364","427,273","347,273","258,182","0","0","0","0","0","400,000","0"
"6117","支払手数料","532,237","75,212","663,013","600,333","830,726","652,211","876,728","675,839","1,141,492","543,874","717,697","569,107"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","1,687,108","0","0","0","437,500","437,500","437,500","437,500","0","-1,350,000","0"
"6312","法定福利費","308,577","644,038","399,771","408,168","419,276","413,670","408,066","408,066","408,066","408,066","390,478","399,261"
