"ｺｰﾄﾞ","勘定科目名"," 5年  9月"," 5年 10月"," 5年 11月"," 5年 12月"," 6年  1月"," 6年  2月"," 6年  3月"," 6年  4月"," 6年  5月"," 6年  6月"," 6年  7月"," 6年  8月"
"4111","売上高","12,978,911","10,608,956","10,171,674","9,965,691","11,119,619","11,433,710","14,651,026","10,643,799","10,653,626","9,206,566","11,677,915","11,730,955"
"4112","売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","12,978,911","10,608,956","10,171,674","9,965,691","11,119,619","11,433,710","14,651,026","10,643,799","10,653,626","9,206,566","11,677,915","11,730,955"
"5111","期首棚卸高","-620,179","9,693,346","11,163,921","11,666,623","15,022,603","13,790,043","14,412,264","13,119,174","14,275,660","11,830,775","10,787,200","10,922,532"
"5211","商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5212","通信商品仕入高","20,333,012","9,740,470","7,839,725","10,852,423","7,036,399","9,100,395","10,441,640","8,111,565","5,452,243","4,487,616","7,962,177","8,654,031"
"5215",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5216",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","9,693,346","11,163,921","11,666,623","15,022,603","13,790,043","14,412,264","13,119,174","14,275,660","11,830,775","10,787,200","10,922,532","10,762,772"
,"当期売上原価","10,019,487","8,269,895","7,337,023","7,496,443","8,268,959","8,478,174","11,734,730","6,955,079","7,897,128","5,531,191","7,826,845","8,813,791"
,"売上総利益","2,959,424","2,339,061","2,834,651","2,469,248","2,850,660","2,955,536","2,916,296","3,688,720","2,756,498","3,675,375","3,851,070","2,917,164"
"6111","給与手当","946,855","1,067,498","954,002","954,157","924,678","1,243,099","1,126,341","1,180,218","1,068,978","1,098,448","1,107,395","830,257"
"6311","雑給","221,625","233,625","195,000","353,650","238,400","246,800","249,200","249,200","242,800","238,000","251,200","291,200"
