"ｺｰﾄﾞ","勘定科目名"," 3年  5月"," 3年  6月"," 3年  7月"," 3年  8月"," 3年  9月"," 3年 10月"," 3年 11月"," 3年 12月"," 4年  1月"," 4年  2月"," 4年  3月"," 4年  4月"
"4111","売上高","0","0","0","0","0","5,881,329","5,847,013","5,254,888","5,312,537","5,144,523","5,894,265","5,757,953"
"4112","会員券売上高","0","0","0","0","0","437,730","229,183","305,276","199,275","248,638","309,187","417,274"
"4113","ゴルフ用品・雑貨売上高","0","0","0","0","0","70,285","89,569","63,743","68,205","54,490","98,449","72,124"
"4114","手数料収入","0","0","0","0","0","641,986","179,793","152,035","128,019","133,837","165,037","178,468"
"4115","ポイント値引・入会金返金(△)","0","0","0","0","0","1,050,900","1,006,285","723,829","804,991","719,254","807,348","726,001"
,"純売上高","0","0","0","0","0","5,980,430","5,339,273","5,052,113","4,903,045","4,862,234","5,659,590","5,699,818"
"5111","期首棚卸高","0","0","0","0","0","0","0","0","0","0","0","0"
"5211","商品仕入高","0","0","0","0","0","32,053","10,495","51,967","16,325","71,550","35,864","51,238"
"5212",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5215",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5216",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"当期売上原価","0","0","0","0","0","32,053","10,495","51,967","16,325","71,550","35,864","51,238"
,"売上総利益","0","0","0","0","0","5,948,377","5,328,778","5,000,146","4,886,720","4,790,684","5,623,726","5,648,580"
"6111","プロ報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6311","雑給","0","0","0","0","0","761,255","751,378","755,492","706,750","628,410","675,563","647,740"
"6112","旅費交通費","0","0","0","0","0","48,194","46,788","46,182","45,739","41,779","47,992","47,457"
"6113","広告宣伝費","0","0","0","0","0","113,600","113,600","186,400","162,573","148,800","122,300","136,300"
"6114","教育訓練費","0","0","0","0","0","0","0","0","0","0","0","0"
"6115","接客サービス費","0","0","0","0","0","510,870","125,186","279,782","150,900","386,657","112,453","244,551"
"6116","コンペ参加諸費","0","0","0","0","0","7,273","32,173","41,087","20,898","20,453","30,763","36,688"
"6117","プレイ器具費","0","0","0","0","0","5,000","52,200","5,000","145,000","5,000","5,000","5,000"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
