"ｺｰﾄﾞ","勘定科目名"," 3年 10月"," 3年 11月"," 3年 12月"," 4年  1月"," 4年  2月"," 4年  3月"," 4年  4月"," 4年  5月"," 4年  6月"," 4年  7月"," 4年  8月"," 4年  9月"
"4111","授業料等収入","732,864","413,400","830,227","508,955","360,773","296,173","29,956,833","23,802,900","649,000","483,522","731,091","1,242,599"
"4112","寮費等収入","630,000","0","60,000","70,000","50,000","90,000","6,800,000","-4,194,100","6,002,000","90,000","2,535,500","4,994,500"
"4113","職業紹介売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","特定技能売上高","50,000","50,000","100,000","146,364","100,000","100,909","146,364","200,909","0","50,909","50,000","75,000"
"4116","児発放デイ売上高","0","34,543","207,557","283,041","545,569","698,741","2,706,944","3,190,838","3,256,545","2,968,926","3,336,294","3,888,991"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","1,412,864","497,943","1,197,784","1,008,360","1,056,342","1,185,823","39,610,141","23,000,547","9,907,545","3,593,357","6,652,885","10,201,090"
"5111","期首棚卸高","1,128,600","1,128,600","1,128,600","1,128,600","1,128,600","1,128,600","1,128,600","1,128,600","0","0","0","0"
"5211","商品仕入高","0","1,245","14,157","2,225","3,527","1,060","21,176","8,568","14,384","21,113","14,886","14,524"
"5212","教材費等","112,205","4,531","12,045","32,700","4,205","56,817","1,809,300","782,473","57,364","2,500","1,849,660","60,600"
"5215","紹介手数料","0","0","0","0","0","90,000","120,000","6,631,407","200,000","99,560","0","0"
"5216","他売上原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","1,128,600","1,128,600","1,128,600","1,128,600","1,128,600","1,128,600","1,128,600","333,900","0","0","0","0"
,"当期売上原価","112,205","5,776","26,202","34,925","7,732","147,877","1,950,476","8,217,148","271,748","123,173","1,864,546","75,124"
,"売上総利益","1,300,659","492,167","1,171,582","973,435","1,048,610","1,037,946","37,659,665","14,783,399","9,635,797","3,470,184","4,788,339","10,125,966"
"6111","給与手当","2,001,555","2,323,253","2,103,138","2,477,535","2,769,569","2,635,401","3,048,330","3,376,539","3,797,547","3,378,589","3,606,638","3,606,638"
"6311","雑給","0","0","0","0","0","0","0","0","0","0","0","0"
"6112","旅費交通費","63,054","73,052","112,355","122,806","121,387","129,958","272,532","573,166","241,590","290,319","177,400","233,982"
"6113","広告宣伝費","10,300","10,300","10,300","10,300","10,300","13,800","10,300","10,300","420,300","10,300","10,300","10,300"
"6114","販売促進費","3,645","0","0","0","0","0","0","0","0","0","0","0"
"6115","発送配達費","0","0","0","0","0","0","0","0","0","0","0","0"
"6116",,"0","0","0","0","0","0","0","0","0","0","0","0"
