"ｺｰﾄﾞ","勘定科目名","31年  2月","31年  3月","31年  4月"," 1年  5月"," 1年  6月"," 1年  7月"," 1年  8月"," 1年  9月"," 1年 10月"," 1年 11月"," 1年 12月"," 2年  1月"
"4111","売上高","3,967,794","4,658,761","4,587,585","4,759,987","4,675,872","4,302,822","4,243,297","5,096,084","4,874,551","4,771,905","4,458,722","4,653,007"
"4112","会員券売上高","163,886","255,554","191,664","136,109","99,072","129,628","183,329","197,221","283,181","197,911","313,456","193,729"
"4113","ゴルフ用品・雑貨売上高","73,720","81,970","53,515","84,230","45,771","62,146","49,357","52,758","30,305","55,134","43,404","30,163"
"4114","手数料収入","100,202","170,126","109,793","80,908","129,989","155,664","125,482","209,042","99,230","129,680","153,336","77,819"
"4115","ポイント値引・入会金返金(△)","614,263","607,988","634,017","576,548","697,489","605,417","697,822","1,138,287","807,288","733,061","697,474","843,376"
,"純売上高","3,691,339","4,558,423","4,308,540","4,484,686","4,253,215","4,044,843","3,903,643","4,416,818","4,479,979","4,421,569","4,271,444","4,111,342"
"5111","期首棚卸高","266,045","0","0","0","0","0","0","0","0","0","0","0"
"5211","商品仕入高","1,889","45,603","6,252","105,033","8,143","23,860","25,747","38,468","11,587","16,975","59,463","95,446"
"5212",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5215",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5216",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","278,471","0","0","0","0","0","0","0","0","0","0","0"
,"当期売上原価","-10,537","45,603","6,252","105,033","8,143","23,860","25,747","38,468","11,587","16,975","59,463","95,446"
,"売上総利益","3,701,876","4,512,820","4,302,288","4,379,653","4,245,072","4,020,983","3,877,896","4,378,350","4,468,392","4,404,594","4,211,981","4,015,896"
"6111","プロ報酬","16,667","18,519","13,889","13,889","13,889","20,371","15,740","13,889","12,727","17,273","9,091","14,546"
"6311","雑給","816,770","1,015,332","868,598","854,446","718,946","669,389","688,700","770,561","679,116","657,324","784,469","645,770"
"6112","旅費交通費","42,006","40,688","36,791","36,162","37,255","33,340","34,481","33,795","28,994","38,325","47,818","28,818"
"6113","広告宣伝費","119,400","228,681","117,200","117,200","117,200","117,200","123,440","558,756","181,291","148,200","142,200","112,200"
"6114","教育訓練費","0","0","0","0","0","0","0","0","0","0","0","0"
"6115","接客サービス費","183,224","226,346","110,942","100,477","150,824","191,243","167,848","391,918","118,726","264,079","208,941","154,423"
"6116","コンペ参加諸費","14,303","15,770","12,605","0","26,534","28,701","9,887","40,243","4,336","9,228","56,943","1,864"
"6117","プレイ器具費","0","0","22,200","528,530","39,167","7,300","0","44,100","60,280","0","165,000","0"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","165,000","165,000","165,000","165,000","165,000","165,000","165,000","165,000","165,000","165,000","165,000","165,000"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","社員給与","657,944","689,932","813,656","768,741","877,356","860,005","917,245","978,173","870,050","860,677","885,136","882,023"
"6213","従業員賞与","25,000","25,000","25,000","25,000","60,000","25,000","25,000","25,000","25,000","25,000","85,000","25,000"
"6312","法定福利費","100,492","100,469","100,985","70,481","312,393","132,875","132,875","132,846","121,170","126,968","98,926","126,953"
"6226","厚生費","25,590","3,031","1,681","9,548","16,413","3,528","5,590","10,474","10,567","8,581","24,156","3,050"
"6119","退職手当等","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","502,971","418,000","418,000","418,000","418,000","418,000","418,000","418,000","418,000","418,000","418,000","418,000"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃・リース料","0","0","0","861,983","0","0","0","0","0","0","0","0"
"6216","修繕費","858,760","15,059","470,693","0","218,558","312,590","17,730","17,230","73,860","108,310","41,975","0"
"6217","事務用消耗品費","0","11,683","8,894","15,873","7,202","13,992","3,330","26,177","12,455","30,967","3,200","27,246"
"6218","通信交通費","37,885","15,670","21,204","23,952","13,220","15,231","13,045","16,671","19,516","12,829","15,975","12,768"
"6219","水道光熱費","283,203","337,186","190,180","342,132","123,215","182,004","136,407","73,135","135,529","174,001","136,503","393,462"
"6221","租税公課","137,000","0","0","140,600","0","138,000","0","0","0","0","138,000","0"
"6222","会議費","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","4,288","0","4,167","2,470","0","0","2,063","0","0","37,733","17,340"
"6224","保険料","0","0","0","0","0","0","0","0","316,670","0","34,326","0"
"6225","備品消耗品費","11,914","30,170","62,513","35,233","18,980","249,859","17,274","29,148","232,950","12,360","71,759","24,117"
"6227","管理諸費","96,800","46,800","359,800","90,800","46,800","46,800","46,800","90,800","46,800","46,800","46,800","214,150"
"6228","寄附金","0","0","0","0","0","10,000","0","0","0","0","3,000","0"
"6229","その他の一般管理費","16,500","0","16,500","33,000","0","33,000","0","33,000","16,500","0","16,500","33,000"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","14,711","14,156","15,500","10,375","12,177","3,700","4,000","7,217","5,345","6,591","8,473","23,500"
,"販売費及び一般管理費計","4,126,140","3,421,780","3,851,831","4,665,589","3,395,599","3,677,128","2,942,392","3,878,196","3,554,882","3,130,513","3,644,924","3,323,230"
,"営業利益（損失）","-424,264","1,091,040","450,457","-285,936","849,473","343,855","935,504","500,154","913,510","1,274,081","567,057","692,666"
"7111","受取利息","26","93","0","0","0","0","0","89","0","0","0","0"
"7112","受入家賃","0","0","0","0","0","0","0","0","0","0","0","0"
"7113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","414,748","0","0","0","100,000","678,599","0","0","0","705","0","0"
,"営業外収益計","414,774","93","0","0","100,000","678,599","0","89","0","705","0","0"
"7511","支払利息割引料","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7513",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7514",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","150,000","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","150,000","0","0","0","0","0","0","0","0","0"
,"経常利益（損失）","-9,490","1,091,133","300,457","-285,936","949,473","1,022,454","935,504","500,243","913,510","1,274,786","567,057","692,666"
