"ｺｰﾄﾞ","勘定科目名"," 5年  2月"," 5年  3月"," 5年  4月"," 5年  5月"," 5年  6月"," 5年  7月"," 5年  8月"," 5年 10月"," 5年 10月"," 5年 11月"," 5年 12月"," 6年  1月"
"4111","売上高","0","0","0","0","0","0","0","0","6,230,988","6,251,095","6,734,075","7,511,254"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","0","0","0","0","0","0","0","0","6,230,988","6,251,095","6,734,075","7,511,254"
"5111","期首棚卸高","0","0","0","0","0","0","0","0","404,867","380,754","357,593","601,654"
"5311","期末棚卸高        (△)","0","0","0","0","0","0","0","0","380,754","357,593","601,654","445,237"
"5211","商品仕入高","0","0","0","0","0","0","0","0","1,763,746","1,834,333","1,639,071","2,507,242"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"当期売上原価","0","0","0","0","0","0","0","0","1,787,859","1,857,494","1,395,010","2,663,659"
,"売上総利益","0","0","0","0","0","0","0","0","4,443,129","4,393,601","5,339,065","4,847,595"
"6111","給与手当","0","0","0","0","0","0","0","0","591,800","543,800","620,870","788,800"
"6311","雑給","0","0","0","0","0","0","0","0","1,111,007","999,552","1,142,331","1,220,805"
"6112","旅費交通費","0","0","0","0","0","0","0","0","106,538","73,926","65,922","73,090"
"6113","広告宣伝費","0","0","0","0","0","0","0","0","30,909","10,000","10,000","15,000"
"6114","販売促進費","0","0","0","0","0","0","0","0","0","7,660","1,123","7,476"
"6115","荷造発送費","0","0","0","0","0","0","0","0","0","1,527","0","3,029"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","0","0","0","0","0","0","0","0","712,878","688,876","692,963","1,321,433"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","0","0","0","0","0","0","0","49,583","49,583","181,840","49,583"
"6312","法定福利費","0","0","0","0","0","0","0","0","124,424","142,047","202,214","172,902"
"6226","厚生費","0","0","0","0","0","0","0","0","64,233","106,506","64,233","68,033"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","0","0","0","0","0","0","0","0","170,343","170,343","170,343","170,343"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
