"ｺｰﾄﾞ","勘定科目名"," 3年 11月"," 3年 12月"," 4年  1月"," 4年  2月"," 4年  3月"," 4年  4月"," 4年  5月"," 4年  6月"," 4年  7月"," 4年  8月"," 4年  9月"," 4年 10月"
"4111","売上高","5,735,289","6,729,096","4,993,600","3,872,177","5,327,411","5,548,780","6,344,355","5,809,418","6,167,690","5,889,596","5,800,297","6,698,577"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","5,735,289","6,729,096","4,993,600","3,872,177","5,327,411","5,548,780","6,344,355","5,809,418","6,167,690","5,889,596","5,800,297","6,698,577"
"5111","期首棚卸高","486,075","578,108","1,001,089","624,953","548,589","516,506","616,905","476,195","500,346","616,627","562,912","507,250"
"5211","商品仕入高","1,780,937","2,418,863","1,204,528","1,085,564","1,631,286","1,913,330","1,496,910","1,721,981","1,851,483","1,673,718","1,687,994","1,887,806"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","578,108","1,001,089","624,953","548,589","516,506","616,905","476,195","500,346","616,627","562,912","507,250","465,187"
,"当期売上原価","1,688,904","1,995,882","1,580,664","1,161,928","1,663,369","1,812,931","1,637,620","1,697,830","1,735,202","1,727,433","1,743,656","1,929,869"
,"売上総利益","4,046,385","4,733,214","3,412,936","2,710,249","3,664,042","3,735,849","4,706,735","4,111,588","4,432,488","4,162,163","4,056,641","4,768,708"
"6111","給与手当","558,000","548,000","563,000","548,000","548,000","593,000","608,000","548,000","863,000","738,500","768,500","648,500"
"6311","雑給","1,242,372","1,546,469","1,365,269","996,742","1,252,309","1,323,292","1,622,559","1,205,194","1,125,223","1,012,935","1,074,689","1,202,083"
"6112","旅費交通費","43,678","50,708","40,313","37,018","38,632","28,497","23,885","29,714","34,852","53,770","51,847","56,557"
"6113","広告宣伝費","57,652","45,474","22,193","10,000","55,278","18,872","19,545","10,000","10,010","10,132","13,191","15,044"
"6114","販売促進費","21,829","21,636","5,365","14,182","4,795","16,997","11,000","4,109","4,237","12,615","5,235","4,067"
"6115","荷造発送費","840","0","0","1,880","1,040","0","2,080","845","0","1,040","0","473"
"6116","外注費","0","0","0","0","0","19,872","0","0","0","0","0","0"
"6117","支払手数料","789,180","752,196","620,131","574,543","626,439","669,458","781,341","701,983","702,182","756,087","679,015","762,586"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","10,000","0","0","0","0","77,000","75,375","75,375","75,375","75,375","50,250"
"6312","法定福利費","131,441","131,441","131,441","131,441","135,023","134,628","138,420","141,892","136,738","156,520","155,036","155,036"
"6226","厚生費","15,176","67,145","55,980","10,076","74,448","13,849","19,759","39,859","23,401","19,578","45,448","22,670"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","293,197","293,197","293,197","293,197","293,197","293,197","293,197","293,197","293,197","293,197","-981,261","283,703"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","493,092","561,623","493,092","493,092","493,092","493,092","531,547","493,092","517,415","495,167","493,092","559,886"
"6216","修繕／車両関係費","136,364","6,300","0","126,380","0","0","36,800","105,900","0","0","50,470","0"
"6217","事務用消耗品費","1,080","0","300","0","980","0","400","3,040","1,000","1,000","300","1,030"
"6218","通信交通費","13,790","0","9,526","4,875","5,482","0","9,802","4,931","2,980","9,479","4,730","4,521"
"6219","水道光熱費","285,800","302,645","290,329","279,238","280,060","337,040","327,736","345,359","332,460","346,239","363,538","344,326"
"6221","租税公課","0","0","0","0","0","0","0","0","0","0","0","0"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000"
"6225","備品消耗品費","327,873","181,335","129,434","101,668","94,633","117,872","157,956","117,870","149,295","108,575","142,444","408,687"
"6227","管理諸費","12,618","11,455","20,500","10,800","25,264","65,295","38,136","27,136","18,073","26,554","27,877","19,423"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","0","0","0","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","3,000","0","0","0","0","0","0"
"6232","本社　指導料","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","4,448,982","4,554,624","4,065,070","3,658,132","3,953,672","4,152,961","4,724,163","4,172,496","4,314,438","4,141,763","2,994,526","4,563,842"
,"営業利益（損失）","-402,597","178,590","-652,134","-947,883","-289,630","-417,112","-17,428","-60,908","118,050","20,400","1,062,115","204,866"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","0","0","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","1,274,601","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","0","0","0","0","1,274,601","0"
,"経常利益（損失）","-402,597","178,590","-652,134","-947,883","-289,630","-417,112","-17,428","-60,908","118,050","20,400","-212,486","204,866"
