"ｺｰﾄﾞ","勘定科目名"," 3年 11月"," 3年 12月"," 4年  1月"," 4年  2月"," 4年  3月"," 4年  4月"," 4年  5月"," 4年  6月"," 4年  7月"," 4年  8月"," 4年  9月"," 4年 10月"
"4111","売上高","4,095,655","5,366,974","3,011,446","2,025,655","3,711,473","3,959,563","4,476,009","4,050,872","3,786,192","3,819,280","3,733,363","4,235,983"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","4,095,655","5,366,974","3,011,446","2,025,655","3,711,473","3,959,563","4,476,009","4,050,872","3,786,192","3,819,280","3,733,363","4,235,983"
"5111","期首棚卸高","206,045","278,552","398,267","398,267","278,594","286,553","286,553","344,764","344,764","339,909","367,612","367,612"
"5211","商品仕入高","1,661,339","2,004,057","1,092,755","749,368","1,354,918","1,623,457","1,486,860","1,395,329","1,400,297","1,431,240","1,352,979","1,512,023"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","278,552","398,267","398,267","278,594","286,553","286,553","344,764","344,764","339,909","367,612","367,612","354,484"
,"当期売上原価","1,588,832","1,884,342","1,092,755","869,041","1,346,959","1,623,457","1,428,649","1,395,329","1,405,152","1,403,537","1,352,979","1,525,151"
,"売上総利益","2,506,823","3,482,632","1,918,691","1,156,614","2,364,514","2,336,106","3,047,360","2,655,543","2,381,040","2,415,743","2,380,384","2,710,832"
"6111","給与手当","490,000","510,000","445,000","485,571","485,957","490,500","533,700","548,983","550,000","505,000","490,000","592,000"
"6311","雑給","565,273","628,914","484,663","464,730","458,591","537,447","613,349","511,650","430,652","566,111","453,312","526,427"
"6112","旅費交通費","18,499","38,181","26,334","20,280","25,360","25,909","25,555","27,210","20,118","15,737","15,239","13,570"
"6113","広告宣伝費","69,848","83,609","90,194","59,627","77,339","72,255","70,281","71,836","107,014","60,030","117,836","80,093"
"6114","販売促進費","39,561","40,682","5,898","14,467","8,500","18,781","12,547","13,239","9,699","13,480","19,371","5,133"
"6115","荷造発送費","93,700","146,250","91,720","58,530","104,400","100,630","102,610","113,120","106,590","116,180","108,990","114,560"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","325,381","343,940","297,977","172,218","248,430","336,162","427,578","303,394","261,207","301,838","316,078","415,153"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","0","0","0","0","0","85,000","80,250","80,250","80,250","80,250","53,500"
"6312","法定福利費","98,901","98,901","98,901","98,901","97,253","97,196","101,981","103,899","98,991","105,162","105,162","105,152"
"6226","厚生費","5,000","5,000","48,478","5,000","5,000","7,800","43,697","22,400","5,666","5,666","102,205","23,000"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","140,942","140,942","140,942","140,942","140,942","140,942","140,942","140,942","140,942","140,942","-458,977","133,143"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","300,000","300,000","300,000","300,000","300,000","300,000","300,000","300,000","300,000","300,000","300,000","300,000"
"6216","修繕／車両関係費","0","0","28,000","0","0","0","0","0","0","0","0","0"
"6217","事務用消耗品費","0","0","0","0","0","0","0","0","0","600","0","0"
"6218","通信交通費","10,984","9,729","13,888","13,833","14,019","13,798","14,832","13,918","13,785","14,211","14,160","14,166"
"6219","水道光熱費","145,893","181,091","254,489","100,080","149,644","202,831","160,431","123,000","184,921","151,584","204,289","155,115"
"6221","租税公課","0","0","0","0","0","0","0","400","0","400","400","0"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000"
"6225","備品消耗品費","132,952","83,721","77,456","131,736","99,499","131,417","88,787","222,757","55,706","96,008","98,201","93,369"
"6227","管理諸費","47,249","84,249","59,249","173,249","59,249","60,374","77,285","59,249","76,552","59,302","60,453","59,302"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","20,500","0","0","0","0","0","0","0","0","0"
