"ｺｰﾄﾞ","勘定科目名"," 4年 11月"," 4年 12月"," 5年  1月"," 5年  2月"," 5年  3月"," 5年  4月"," 5年  5月"," 5年  6月"," 5年  7月"," 5年  8月"," 5年  9月"," 5年 10月"
"4111","売上高","0","0","0","0","0","0","42,649,936","36,643,687","47,238,654","43,479,241","41,408,766","54,759,669"
"4112","売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","0","0","0","0","0","0","42,649,936","36,643,687","47,238,654","43,479,241","41,408,766","54,759,669"
"5111","期首棚卸高","0","0","0","0","0","0","3,791,899","3,554,114","3,458,958","3,518,999","-297,355","3,558,420"
"5211","商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5212","通信商品仕入高","0","0","0","0","0","0","25,429,562","20,079,279","27,747,782","25,716,112","28,626,021","37,002,897"
"5215",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5216",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","0","0","0","0","0","0","3,554,114","3,458,958","3,518,999","3,494,544","3,558,420","3,620,832"
,"当期売上原価","0","0","0","0","0","0","25,667,347","20,174,435","27,687,741","25,740,567","24,770,246","36,940,485"
,"売上総利益","0","0","0","0","0","0","16,982,589","16,469,252","19,550,913","17,738,674","16,638,520","17,819,184"
"6111","給与手当","0","0","0","0","0","0","4,485,889","4,555,105","5,695,753","4,492,753","4,787,139","5,915,499"
"6311","雑給","0","0","0","0","0","0","329,577","280,055","265,542","267,560","285,537","293,272"
"6112","旅費交通費","0","0","0","0","0","0","74,287","71,182","101,254","133,847","81,955","78,156"
"6113","広告宣伝費","0","0","0","0","0","0","220,000","165,000","40,000","202,000","147,000","200,500"
"6114","販売促進費","0","0","0","0","0","0","1,239,136","534,802","1,110,542","749,946","2,470,491","570,214"
