"ｺｰﾄﾞ","勘定科目名"," 4年  8月"," 4年  9月"," 4年 10月"," 4年 11月"," 4年 12月"," 5年  1月"," 5年  2月"," 5年  3月"," 5年  4月"," 5年  5月"," 5年  6月"," 5年  7月"
"4111","売上高","21,895,838","18,537,279","20,096,657","18,594,146","26,383,117","23,400,373","17,366,359","26,588,550","21,841,950","21,167,834","18,315,043","19,834,794"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","21,895,838","18,537,279","20,096,657","18,594,146","26,383,117","23,400,373","17,366,359","26,588,550","21,841,950","21,167,834","18,315,043","19,834,794"
"5111","期首棚卸高","2,032,686","1,541,181","2,338,698","1,859,998","2,116,577","6,041,291","2,189,194","2,193,620","2,499,092","2,087,033","2,109,992","2,584,320"
"5211","商品仕入高","9,189,437","8,889,936","8,387,387","8,892,665","16,593,110","7,126,148","8,219,407","12,684,133","9,473,208","9,952,837","8,802,526","9,108,287"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","1,541,181","2,338,698","1,859,998","2,116,577","6,041,291","2,189,194","2,193,620","2,499,092","2,087,033","2,109,992","2,584,320","2,433,259"
,"当期売上原価","9,680,942","8,092,419","8,866,087","8,636,086","12,668,396","10,978,245","8,214,981","12,378,661","9,885,267","9,929,878","8,328,198","9,259,348"
,"売上総利益","12,214,896","10,444,860","11,230,570","9,958,060","13,714,721","12,422,128","9,151,378","14,209,889","11,956,683","11,237,956","9,986,845","10,575,446"
"6111","給与手当","1,174,000","1,054,500","1,155,000","1,153,000","1,290,913","1,224,000","1,093,850","1,199,500","1,200,000","1,530,600","1,368,600","1,336,100"
"6311","雑給","3,094,578","3,005,420","3,105,124","2,957,231","3,999,336","3,527,371","2,847,885","3,381,440","2,978,961","2,812,572","2,659,969","3,216,788"
"6112","旅費交通費","63,357","75,077","63,337","65,022","56,367","62,077","63,031","61,124","57,929","68,711","86,125","71,610"
"6113","広告宣伝費","865,408","787,973","1,149,676","1,103,959","1,110,701","1,377,313","758,210","1,192,027","711,354","904,671","938,490","942,064"
"6114","販売促進費","120,662","68,145","88,417","87,856","110,692","88,528","74,995","91,735","100,903","134,333","61,030","82,640"
"6115","荷造発送費","0","0","0","472","0","0","0","0","0","0","0","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","91,468","43,936","0"
"6117","支払手数料","711,361","751,118","727,583","661,396","816,781","853,662","653,961","827,057","874,157","718,844","706,240","658,874"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","99,500","99,500","66,333","66,333","-201,667","66,333","66,333","66,333","66,333","66,333","66,333","66,333"
"6312","法定福利費","267,815","270,620","178,831","270,620","284,645","327,560","327,560","327,560","361,220","389,270","387,488","358,886"
"6226","厚生費","63,665","32,085","35,180","35,082","118,474","25,710","49,704","61,550","161,930","48,713","337,446","177,433"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","110,903","369,760","94,293","94,293","94,293","94,293","94,293","94,293","94,293","94,293","94,293","94,293"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","2,205,909","2,205,909","2,205,909","2,205,909","2,205,909","2,205,909","2,205,909","2,205,909","2,205,909","2,205,909","2,205,909","2,205,909"
"6216","修繕／車両関係費","180,900","36,000","158,700","0","0","216,365","71,300","1,669,034","0","66,000","135,373","285,000"
"6217","事務用消耗品費","0","7,685","0","10,021","0","0","0","0","0","1,500","0","4,336"
"6218","通信交通費","13,588","16,088","13,559","16,060","14,268","16,738","14,032","16,834","13,882","16,078","13,825","15,948"
"6219","水道光熱費","1,141,066","1,003,604","1,087,017","690,568","895,971","822,778","1,083,966","677,658","964,242","623,766","825,338","593,773"
"6221","租税公課","0","1,000","0","0","0","0","0","5,000","0","0","4,000","0"
"6222","寄付金","6,666","0","0","4,000","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","11,120","0","0","0","0","0","0"
"6224","保険料","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000"
