"ｺｰﾄﾞ","勘定科目名"," 1年 12月"," 2年  1月"," 2年  2月"," 2年  3月"," 2年  4月"," 2年  5月"," 2年  6月"," 2年  7月"," 2年  8月"," 2年  9月"," 2年 10月"," 2年 11月"
"4111","売上高","5,863,526","5,665,303","4,666,479","5,622,778","1,661,463","251,785","2,993,244","5,501,365","6,968,758","6,445,698","4,687,006","5,472,602"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","5,863,526","5,665,303","4,666,479","5,622,778","1,661,463","251,785","2,993,244","5,501,365","6,968,758","6,445,698","4,687,006","5,472,602"
"5111","期首たな卸高","10,586,381","10,320,637","8,975,480","9,919,293","9,406,900","9,127,730","9,098,658","8,813,614","9,214,191","8,768,051","8,303,328","8,913,345"
"5211","商品仕入高","1,823,651","1,000,234","2,698,111","1,772,761","439,102","37,070","723,552","2,319,203","2,945,626","2,193,452","2,261,738","914,352"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末たな卸高      (△)","10,320,637","8,975,480","9,919,293","9,406,900","9,127,730","9,098,658","8,813,614","9,214,191","8,768,051","8,303,328","8,913,345","8,752,927"
,"当期売上原価","2,089,395","2,345,391","1,754,298","2,285,154","718,272","66,142","1,008,596","1,918,626","3,391,766","2,658,175","1,651,721","1,074,770"
,"売上総利益","3,774,131","3,319,912","2,912,181","3,337,624","943,191","185,643","1,984,648","3,582,739","3,576,992","3,787,523","3,035,285","4,397,832"
"6111","給与手当","334,000","329,000","444,000","319,000","312,176","259,956","321,000","321,000","321,000","421,000","436,000","436,000"
"6311","雑給","1,358,478","1,158,263","1,160,027","1,053,058","945,582","785,947","946,478","946,322","1,024,157","785,605","757,141","735,126"
"6112","旅費交通費","100,964","79,604","79,776","81,171","47,051","11,018","39,709","55,830","83,429","59,190","68,300","58,436"
"6113","広告宣伝費","172,552","142,023","123,158","846,146","39,683","7,220","108,686","117,209","-205,374","108,740","130,087","243,675"
"6114","販売促進費","115,736","45,848","57,269","59,004","45,655","25,364","30,790","58,639","78,819","122,800","22,390","77,384"
"6115","荷造発送費","0","0","172","0","700","0","0","0","1,682","0","0","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
