"ｺｰﾄﾞ","勘定科目名"," 5年 10月"," 5年 10月"," 5年 11月"," 5年 12月"," 6年  1月"," 6年  2月"," 6年  3月"," 6年  4月"," 6年  5月"," 6年  6月"," 6年  7月"," 6年  8月"
"4111","売上高","0","6,836,426","7,240,557","10,988,570","8,395,802","7,628,608","9,731,109","7,890,919","8,931,464","7,112,127","7,482,639","8,616,118"
"4112",,"0","0","0","0","0","0","0","0","0","0","0","0"
"4113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"4114",,"0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","0","6,836,426","7,240,557","10,988,570","8,395,802","7,628,608","9,731,109","7,890,919","8,931,464","7,112,127","7,482,639","8,616,118"
"5111","期首棚卸高","0","700,309","561,830","722,197","635,952","569,981","601,768","508,031","583,421","650,571","600,372","612,166"
"5311","期末棚卸高        (△)","0","561,830","722,197","635,952","569,981","601,768","508,031","583,421","650,571","600,372","612,166","720,894"
"5211","商品仕入高","0","2,217,927","2,401,367","3,391,753","2,684,358","2,670,462","3,161,770","2,758,413","3,165,054","2,312,434","2,660,382","3,021,770"
"5212",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5215",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5216",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"当期売上原価","0","2,356,406","2,241,000","3,477,998","2,750,329","2,638,675","3,255,507","2,683,023","3,097,904","2,362,633","2,648,588","2,913,042"
,"売上総利益","0","4,480,020","4,999,557","7,510,572","5,645,473","4,989,933","6,475,602","5,207,896","5,833,560","4,749,494","4,834,051","5,703,076"
"6111","給与手当","0","816,200","834,000","954,000","835,500","839,000","964,728","609,800","617,500","599,000","614,000","666,502"
"6311","雑給","0","1,418,139","1,342,927","1,747,222","1,343,587","1,323,520","1,687,030","1,607,355","1,656,554","1,427,402","1,413,780","1,582,327"
"6112","旅費交通費","0","169,894","108,955","127,369","128,556","82,723","165,656","141,946","137,954","140,756","111,136","110,994"
"6113","広告宣伝費","0","69,349","75,896","92,644","119,558","111,013","151,998","71,300","136,489","105,489","110,280","142,536"
"6114","販売促進費","0","47,258","54,439","49,362","34,516","19,219","34,791","20,084","17,259","39,058","21,554","34,516"
"6115","荷造発送費","0","592","712","564","0","0","0","0","632","0","1,391","0"
"6116","外注費","0","0","3,600","29,410","66,655","0","31,857","15,932","53,339","11,400","26,032","54,561"
"6117","支払手数料","0","397,311","441,619","585,832","546,055","495,963","1,072,399","696,939","654,694","603,206","703,397","502,730"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","38,666","38,666","-13,330","38,666","38,666","38,666","38,666","38,666","-94,715","38,666","38,666"
"6312","法定福利費","0","165,593","165,593","182,422","165,593","165,593","165,593","148,305","148,305","153,935","148,042","147,713"
"6226","厚生費","0","110,606","77,887","11,733","84,533","221,333","73,387","7,788","14,258","85,704","31,824","79,376"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","0","104,883","104,883","104,883","104,883","104,883","104,883","104,883","104,883","104,883","104,883","104,883"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","0","650,000","650,000","934,027","713,643","650,000","827,144","670,534","759,205","650,000","650,000","733,653"
"6216","修繕／車両関係費","0","0","18,500","0","255,100","46,300","65,500","0","99,000","0","0","43,000"
"6217","事務用消耗品費","0","0","0","7,589","0","0","0","0","200","0","0","1,164"
"6218","通信交通費","0","0","5,012","5,418","0","10,096","10,422","5,302","5,191","5,023","4,863","5,138"
"6219","水道光熱費","0","442,160","409,860","508,890","466,450","421,820","0","293,710","329,290","356,420","952,440","311,450"
"6221","租税公課","0","0","0","0","0","0","600","800","800","0","1,600","1,000"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","5,580","0","0","0","1,944","5,000","0","0","0","0"
