"ｺｰﾄﾞ","勘定科目名"," 2年  7月"," 2年  8月"," 2年  9月"," 2年 10月"," 2年 11月"," 2年 12月"," 3年  1月"," 3年  2月"," 3年  3月"," 3年  4月"," 3年  5月"," 3年  6月"
"4111","売上高","3,891,590","3,248,136","3,591,083","4,324,164","3,515,817","3,348,042","2,520,554","2,949,573","3,836,786","3,299,065","3,259,797","3,748,667"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","3,891,590","3,248,136","3,591,083","4,324,164","3,515,817","3,348,042","2,520,554","2,949,573","3,836,786","3,299,065","3,259,797","3,748,667"
"5111","期首たな卸高","358,900","286,810","286,810","293,898","332,236","0","193,206","276,531","257,221","315,369","315,369","270,935"
"5211","商品仕入高","1,270,587","957,799","1,232,702","1,386,387","1,081,709","1,073,374","884,271","1,001,775","1,229,482","1,153,179","1,053,550","1,253,634"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末たな卸高      (△)","286,810","286,810","293,898","332,236","0","193,206","276,531","257,221","315,369","315,369","270,935","263,331"
,"当期売上原価","1,342,677","957,799","1,225,614","1,348,049","1,413,945","880,168","800,946","1,021,085","1,171,334","1,153,179","1,097,984","1,261,238"
,"売上総利益","2,548,913","2,290,337","2,365,469","2,976,115","2,101,872","2,467,874","1,719,608","1,928,488","2,665,452","2,145,886","2,161,813","2,487,429"
"6111","給与手当","673,841","635,340","452,507","504,167","480,000","480,000","480,000","480,000","480,000","480,000","486,000","486,000"
"6311","雑給","378,369","401,912","459,736","585,494","490,529","475,354","407,903","462,386","512,237","512,310","463,133","512,773"
"6112","旅費交通費","34,770","24,216","21,659","37,393","30,481","23,508","6,488","14,475","200,591","-134,368","27,381","20,500"
"6113","広告宣伝費","81,102","120,955","61,923","135,854","150,600","178,582","54,400","55,382","105,982","58,873","77,917","74,924"
"6114","販売促進費","495","0","829","1,593","54,273","40,932","34,253","54,999","50,532","38,076","55,269","53,622"
"6115","荷造発送費","81,884","80,618","82,687","94,645","73,234","76,533","64,913","71,782","90,013","78,623","111,708","87,505"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","268,738","255,251","233,690","345,023","273,592","291,671","98,251","58,866","279,966","223,488","255,115","259,265"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","0","0","0","0","122,500","0","0","0","0","0","20,000"
"6312","法定福利費","115,658","117,397","72,863","72,863","72,863","84,775","71,035","72,863","72,842","91,615","91,615","94,417"
"6226","厚生費","117,102","13,040","24,118","23,300","0","5,000","0","0","28,300","9,011","5,000","0"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","172,962","172,962","-426,962","157,420","157,420","157,420","157,420","157,420","157,420","157,420","157,420","157,420"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","300,000","300,000","300,000","300,000","300,000","300,000","300,000","300,000","300,000","300,000","300,000","300,000"
"6216","修繕／車両関係費","0","0","27,273","0","0","0","0","0","0","0","0","0"
"6217","事務用消耗品費","0","0","0","0","0","0","0","0","0","0","0","0"
"6218","通信交通費","6,515","7,096","6,525","6,516","6,534","7,346","6,785","6,773","6,792","6,788","6,785","7,801"
"6219","水道光熱費","120,771","125,535","145,795","107,250","130,128","91,514","194,437","120,001","199,346","158,242","210,338","160,813"
"6221","租税公課","0","0","0","0","0","0","0","0","0","0","0","0"
"6222","寄付金","0","5,000","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000"
"6225","備品消耗品費","43,702","142,490","57,365","74,137","153,477","102,036","141,524","101,365","83,914","149,408","133,342","142,443"
"6227","管理諸費","47,249","77,249","52,249","48,374","48,749","47,249","47,249","47,249","167,249","48,374","47,249","47,249"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","0","0","0","0","0","20,500","0"
