"ｺｰﾄﾞ","勘定科目名"," 3年  7月"," 3年  8月"," 3年  9月"," 3年 10月"," 3年 11月"," 3年 12月"," 4年  1月"," 4年  2月"," 4年  3月"," 4年  4月"," 4年  5月"," 4年  6月"
"4111","売上高","21,522,727","15,856,547","12,343,275","20,873,296","19,829,879","24,863,922","22,431,457","14,253,790","23,500,855","20,390,778","20,547,421","17,376,340"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","21,522,727","15,856,547","12,343,275","20,873,296","19,829,879","24,863,922","22,431,457","14,253,790","23,500,855","20,390,778","20,547,421","17,376,340"
"5111","期首棚卸高","2,004,650","2,824,818","2,330,321","2,051,045","2,126,156","2,610,118","6,787,359","2,907,873","2,673,344","2,281,561","3,853,292","2,843,562"
"5211","商品仕入高","11,140,975","7,548,658","6,543,542","9,792,217","9,765,496","15,761,192","6,936,737","6,584,878","11,310,164","10,933,960","8,492,126","8,221,742"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","2,824,818","2,330,321","2,051,045","2,126,156","2,610,118","6,787,359","2,907,873","2,673,344","2,281,561","3,853,292","2,843,562","2,506,450"
,"当期売上原価","10,320,807","8,043,155","6,822,818","9,717,106","9,281,534","11,583,951","10,816,223","6,819,407","11,701,947","9,362,229","9,501,856","8,558,854"
,"売上総利益","11,201,920","7,813,392","5,520,457","11,156,190","10,548,345","13,279,971","11,615,234","7,434,383","11,798,908","11,028,549","11,045,565","8,817,486"
"6111","給与手当","1,543,390","1,229,000","1,519,000","1,230,000","1,567,000","1,483,400","1,463,500","1,469,000","1,612,500","1,802,000","1,800,300","1,748,517"
"6311","雑給","2,828,374","2,453,987","2,057,378","2,877,670","2,719,376","3,333,777","3,200,659","2,505,755","3,095,747","2,978,646","3,107,773","2,856,818"
"6112","旅費交通費","86,162","75,227","76,884","91,256","83,882","81,052","79,119","72,272","82,738","69,303","74,231","72,816"
"6113","広告宣伝費","1,023,178","610,583","1,297,004","650,832","573,197","891,790","877,524","655,083","923,301","770,370","1,028,016","745,732"
"6114","販売促進費","89,955","147,597","118,195","131,453","162,386","168,286","96,763","99,919","119,119","163,560","103,094","101,918"
"6115","荷造発送費","718","0","0","0","0","0","0","0","0","0","0","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","260,463","0","0"
"6117","支払手数料","715,963","533,904","392,614","554,843","636,828","708,352","788,767","475,668","701,066","699,267","1,053,523","697,125"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","0","0","0","0","50,000","0","0","0","0","248,400","0"
"6312","法定福利費","274,843","274,843","318,621","218,844","218,844","225,999","292,968","341,432","345,214","344,210","371,851","378,946"
"6226","厚生費","135,227","15,750","8,291","19,341","64,900","7,250","278,555","142,750","94,500","173,550","127,633","97,861"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","378,396","378,396","378,492","362,054","362,054","362,054","362,054","362,054","362,054","362,054","362,054","362,054"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
