"ｺｰﾄﾞ","勘定科目名"," 2年  3月"," 2年  4月"," 2年  5月"," 2年  6月"," 2年  7月"," 2年  8月"," 2年  9月"," 2年 10月"," 2年 11月"," 2年 12月"," 3年  1月"," 3年  2月"
"4111","売上高","29,103,869","9,768,291","11,476,247","20,442,934","22,582,712","22,573,904","19,460,292","22,151,866","24,050,486","25,674,637","21,255,885","18,608,451"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","29,103,869","9,768,291","11,476,247","20,442,934","22,582,712","22,573,904","19,460,292","22,151,866","24,050,486","25,674,637","21,255,885","18,608,451"
"5111","期首たな卸高","1,951,917","2,375,604","1,855,570","1,634,563","2,152,603","1,928,431","1,465,626","1,426,878","2,064,114","1,434,874","4,067,002","1,075,390"
"5211","商品仕入高","12,042,460","4,497,790","4,865,256","9,530,975","9,540,210","9,027,917","7,971,459","9,892,039","9,592,443","14,055,362","6,850,099","8,742,450"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末たな卸高      (△)","2,375,604","1,855,570","1,634,563","2,152,603","1,928,431","1,465,626","1,426,878","2,064,114","1,434,874","4,067,002","1,075,390","1,738,644"
,"当期売上原価","11,618,773","5,017,824","5,086,263","9,012,935","9,764,382","9,490,722","8,010,207","9,254,803","10,221,683","11,423,234","9,841,711","8,079,196"
,"売上総利益","17,485,096","4,750,467","6,389,984","11,429,999","12,818,330","13,083,182","11,450,085","12,897,063","13,828,803","14,251,403","11,414,174","10,529,255"
"6111","給与手当","1,641,000","1,600,999","1,464,245","1,580,327","1,794,500","1,800,000","1,562,500","1,626,500","1,637,500","1,636,000","1,856,000","1,394,389"
"6311","雑給","3,898,850","2,248,072","2,211,263","2,657,991","2,541,653","2,748,690","2,667,069","2,756,432","2,839,053","3,247,578","3,022,657","2,455,529"
"6112","旅費交通費","78,003","62,280","54,738","69,777","71,593","67,299","81,388","72,031","86,867","71,596","76,195","56,539"
"6113","広告宣伝費","1,668,703","578,592","724,205","1,419,022","1,279,804","1,357,562","1,129,531","1,482,193","1,742,539","1,847,096","1,363,611","1,244,074"
"6114","販売促進費","149,205","38,071","64,268","75,656","53,934","91,417","65,789","76,058","109,278","150,930","137,551","185,474"
"6115","荷造発送費","0","0","0","0","0","0","0","0","0","0","0","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","979,499","472,444","417,563","592,378","823,752","803,807","694,013","785,663","844,677","812,821","845,669","674,287"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","94,000","0","0","0","0","0","0","0","0","302,500","0","0"
"6312","法定福利費","280,370","280,370","307,370","275,369","298,641","304,195","274,889","276,983","276,983","308,784","304,345","240,068"
"6226","厚生費","174,798","17,804","-6,382","51,412","72,329","65,411","62,512","30,992","65,303","67,473","103,694","13,719"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","137,296","137,296","137,296","137,296","137,296","137,296","225,838","93,607","93,607","93,607","93,607","93,607"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","2,205,910","254,546","254,546","6,108,637","2,205,910","2,205,910","2,205,910","2,205,910","2,205,910","2,205,910","2,205,910","2,205,910"
"6216","修繕／車両関係費","55,000","0","0","21,909","0","43,000","77,000","599,000","18,182","11,000","13,000","0"
"6217","事務用消耗品費","4,706","0","6,632","4,673","0","511","1,047","1,388","0","4,819","0","3,636"
"6218","通信交通費","11,018","11,104","13,462","11,140","11,021","11,351","13,128","11,005","11,546","11,178","11,615","10,963"
"6219","水道光熱費","503,819","777,451","287,469","494,062","502,693","793,268","699,333","786,510","462,257","726,179","519,900","774,224"
"6221","租税公課","4,000","0","0","0","0","0","0","0","0","0","0","0"
"6222","寄付金","0","0","0","0","0","5,000","0","0","0","0","0","0"
"6223","接待交際費","0","0","10,000","0","0","0","0","0","0","0","0","0"
"6224","保険料","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000"
"6225","備品消耗品費","859,003","502,563","244,919","743,350","707,791","512,393","505,205","1,239,755","1,250,092","982,326","442,783","728,339"
"6227","管理諸費","312,556","256,176","83,063","136,322","1,225,686","482,680","194,314","223,368","163,535","216,327","169,878","205,070"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","4,500","0","4,000","18,000","4,000","0","4,000","0","4,000","0","4,000","60,000"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","13,122,236","7,297,768","6,338,657","14,457,321","11,790,603","11,489,790","10,523,466","12,327,395","11,871,329","12,756,124","11,230,415","10,405,828"
,"営業利益（損失）","4,362,860","-2,547,301","51,327","-3,027,322","1,027,727","1,593,392","926,619","569,668","1,957,474","1,495,279","183,759","123,427"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","203,201","201,454","201,454","201,454","201,454","201,454","201,454","201,454","201,454","201,454","201,454","194,818"
,"営業外収益計","203,201","201,454","201,454","201,454","201,454","201,454","201,454","201,454","201,454","201,454","201,454","194,818"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","200,000","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","200,000","0","0","0","0","0"
,"経常利益（損失）","4,566,061","-2,345,847","252,781","-2,825,868","1,229,181","1,794,846","928,073","771,122","2,158,928","1,696,733","385,213","318,245"
