"ｺｰﾄﾞ","勘定科目名"," 2年 12月"," 3年  1月"," 3年  2月"," 3年  3月"," 3年  4月"," 3年  5月"," 3年  6月"," 3年  7月"," 3年  8月"," 3年  9月"," 3年 10月"," 3年 11月"
"4111","売上高","7,101,775","5,084,491","5,047,201","7,154,103","5,535,407","6,136,121","5,601,743","6,131,681","1,812,225","0","6,341,581","6,460,099"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","557,341","19,375","392,057","506,471","442,302","480,678","416,735","474,489","0","0","486,730","423,645"
,"純売上高","6,544,434","5,065,116","4,655,144","6,647,632","5,093,105","5,655,443","5,185,008","5,657,192","1,812,225","0","5,854,851","6,036,454"
"5111","期首棚卸高","829,820","1,311,879","951,032","826,613","768,369","1,046,852","824,705","917,867","1,081,964","1,061,357","1,043,511","807,846"
"5211","商品仕入高","1,474,827","309,871","635,586","941,160","1,068,966","531,402","912,993","960,182","347,018","0","849,835","1,234,082"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","1,311,879","951,032","826,613","768,369","1,046,852","824,705","917,867","1,081,964","1,061,357","1,043,511","807,846","875,365"
,"当期売上原価","992,768","670,718","760,005","999,404","790,483","753,549","819,831","796,085","367,625","17,846","1,085,500","1,166,563"
,"売上総利益","5,551,666","4,394,398","3,895,139","5,648,228","4,302,622","4,901,894","4,365,177","4,861,107","1,444,600","-17,846","4,769,351","4,869,891"
"6111","給与手当","1,059,164","771,075","765,500","738,500","786,500","793,000","779,500","720,497","961,979","928,963","1,004,500","1,054,348"
"6311","雑給","914,341","929,842","773,363","784,421","760,323","690,968","640,264","638,594","519,560","461,408","609,714","477,370"
"6112","旅費交通費","25,214","22,704","24,122","26,824","64,011","44,503","41,355","45,468","24,762","2,168","48,510","52,897"
"6113","広告宣伝費","718,095","220,592","121,951","362,325","140,615","292,359","146,210","200,907","83,475","55,370","420,837","196,819"
"6114","販売促進費","81,902","70,343","71,081","76,552","70,417","84,576","63,342","63,810","67,371","19,002","76,887","76,114"
"6115","荷造発送費","0","0","0","2,700","4,500","0","0","0","0","0","2,700","3,600"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","564,918","552,462","572,746","482,146","547,999","578,643","544,652","574,152","573,069","380,564","136,251","593,236"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","160,000","0","0","0","0","0","10,000","0","0","0","0","0"
"6312","法定福利費","191,990","145,409","149,947","163,819","158,313","158,313","163,516","191,937","195,444","195,323","199,087","199,087"
"6226","厚生費","21,945","3,977","0","0","35,138","12,959","40,210","10,584","0","6,800","2,250","6,000"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","484,806","484,806","484,806","484,806","484,806","484,806","484,806","484,806","484,806","484,993","391,581","391,581"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","1,385,100","1,385,100","1,385,100","1,385,100","1,385,100","1,385,100","1,385,100","1,385,100","1,385,100","1,385,100","1,385,100","1,385,100"
"6216","修繕／車両関係費","0","5,800","78,000","0","0","700,000","315,400","100,727","0","0","0","0"
"6217","事務用消耗品費","0","0","0","0","100","0","0","0","0","0","0","0"
"6218","通信交通費","21,571","43,106","29,705","58,639","33,271","40,578","33,641","29,104","45,777","41,342","21,639","54,420"
"6219","水道光熱費","424,821","324,563","387,188","301,582","321,613","324,440","374,867","389,927","569,412","578,553","426,793","288,305"
"6221","租税公課","0","0","0","0","0","0","0","0","0","0","1,000","0"
"6222","寄付金","0","0","0","0","0","15,000","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","120,000","60,000","60,000"
"6225","備品消耗品費","299,938","202,121","150,618","227,591","195,410","439,609","109,769","147,842","51,910","269,000","150,078","207,961"
