"ｺｰﾄﾞ","勘定科目名"," 3年  8月"," 3年  9月"," 3年 10月"," 3年 11月"," 3年 12月"," 4年  1月"," 4年  2月"," 4年  3月"," 4年  4月"," 4年  5月"," 4年  6月"," 4年  7月"
"4111","売上高","9,314,891","8,040,592","13,506,620","16,584,986","25,922,644","17,079,480","9,030,949","14,345,302","13,105,174","13,883,585","12,041,174","14,332,746"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","9,314,891","8,040,592","13,506,620","16,584,986","25,922,644","17,079,480","9,030,949","14,345,302","13,105,174","13,883,585","12,041,174","14,332,746"
"5111","期首棚卸高","6,455,078","5,140,425","5,239,497","6,608,653","4,771,707","7,761,369","8,575,405","7,707,507","6,820,620","6,287,253","5,770,552","4,598,466"
"5211","商品仕入高","2,002,813","2,882,671","6,157,728","3,674,440","13,760,252","6,914,101","2,442,378","3,949,464","3,904,745","4,253,234","3,134,701","5,538,923"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","5,140,425","5,239,497","6,608,653","4,771,707","7,761,369","8,575,405","7,707,507","6,820,620","6,287,253","5,770,552","4,598,466","5,280,691"
,"当期売上原価","3,317,466","2,783,599","4,788,572","5,511,386","10,770,590","6,100,065","3,310,276","4,836,351","4,438,112","4,769,935","4,306,787","4,856,698"
,"売上総利益","5,997,425","5,256,993","8,718,048","11,073,600","15,152,054","10,979,415","5,720,673","9,508,951","8,667,062","9,113,650","7,734,387","9,476,048"
"6111","給与手当","2,006,243","2,345,173","1,712,000","1,728,000","1,763,000","1,764,008","1,718,000","1,678,100","1,720,000","1,468,000","1,588,000","1,605,137"
"6311","雑給","1,759,924","1,771,923","1,984,538","2,246,918","2,881,321","2,842,847","2,419,105","2,517,805","2,167,496","2,505,695","2,368,004","2,441,954"
"6112","旅費交通費","90,412","91,613","96,606","94,888","100,975","105,839","87,293","94,693","83,380","83,060","67,666","107,529"
"6113","広告宣伝費","529,570","606,690","667,781","907,078","1,278,930","848,343","634,648","998,157","1,013,146","870,417","822,022","1,127,907"
"6114","販売促進費","193,117","215,887","225,243","209,157","110,618","247,318","149,512","225,170","270,867","220,110","214,697","202,300"
"6115","荷造発送費","0","1,091","0","0","10,660","0","0","0","0","0","0","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","276,981","243,880","401,290","458,849","586,342","708,784","277,333","400,354","463,108","690,295","411,040","379,854"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","0","0","0","160,000","0","0","0","0","478,750","92,250","92,250"
"6312","法定福利費","409,097","404,437","358,909","358,909","380,824","358,909","370,241","362,262","361,988","424,634","457,348","394,800"
"6226","厚生費","10,410","1,727","8,455","56,794","10,182","195,309","16,361","115,249","53,442","46,623","78,538","52,721"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","206,217","276,798","216,391","216,391","216,391","216,391","216,391","216,391","216,391","216,391","216,391","216,391"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","1,930,000","1,930,000","1,930,000","2,500,000","2,500,000","2,500,000","2,500,000","2,500,000","2,500,000","2,500,000","2,500,000","2,500,000"
"6216","修繕／車両関係費","106,500","0","0","0","0","30,000","0","0","0","307,280","292,900","515,150"
"6217","事務用消耗品費","1,222","0","1,427","1,300","864","4,728","0","0","0","0","0","0"
"6218","通信交通費","15,388","23,296","16,161","38,993","15,668","30,604","15,989","22,059","15,314","15,217","20,783","15,408"
"6219","水道光熱費","555,987","633,626","459,936","544,862","488,124","742,184","703,989","684,279","552,883","628,115","575,791","717,241"
"6221","租税公課","1,000","0","2,000","5,000","5,000","3,000","0","3,000","4,000","2,000","3,000","5,000"
"6222","寄付金","0","0","0","0","0","0","0","0","20,000","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","30,000","60,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000"
"6225","備品消耗品費","548,823","708,473","570,893","388,231","722,323","581,381","392,948","427,644","334,291","582,425","656,108","457,847"
"6227","管理諸費","321,483","332,028","324,908","437,113","325,619","367,063","320,756","351,349","317,958","475,225","364,977","568,308"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","0","0","0","0","0","0","12,000"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","8,992,374","9,646,642","9,006,538","10,222,483","11,586,841","11,576,708","9,852,566","10,626,512","10,124,264","11,544,237","10,759,515","11,441,797"
,"営業利益（損失）","-2,994,949","-4,389,649","-288,490","851,117","3,565,213","-597,293","-4,131,893","-1,117,561","-1,457,202","-2,430,587","-3,025,128","-1,965,749"
"7111","受取利息","0","100","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","4,360","3,610","3,901","3,247","5,054","3,554","4,887","3,707","2,596","1,874","85,832","3,623"
,"営業外収益計","4,360","3,710","3,901","3,247","5,054","3,554","4,887","3,707","2,596","1,874","85,832","3,623"
"7511","支払利息","0","0","0","0","0","0","0","108,060","-108,060","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","-16","1","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","-16","1","0","0","108,060","-108,060","0","0","0"
,"経常利益（損失）","-2,990,589","-4,385,939","-284,589","854,380","3,570,266","-593,739","-4,127,006","-1,221,914","-1,346,546","-2,428,713","-2,939,296","-1,962,126"
