"ｺｰﾄﾞ","勘定科目名"," 3年  9月"," 3年 10月"," 3年 11月"," 3年 12月"," 4年  1月"," 4年  2月"," 4年  3月"," 4年  4月"," 4年  5月"," 4年  6月"," 4年  7月"," 4年  8月"
"4111","売上高","-1,003,940","4,860,831","4,225,688","3,536,419","3,583,380","3,933,427","10,692,818","6,462,286","7,880,138","7,872,430","7,073,466","7,993,463"
"4112","賃貸料収入","2,270,051","5,196,404","4,480,670","4,443,503","4,253,179","3,766,865","5,090,102","4,491,143","4,847,730","4,204,350","4,086,879","3,454,978"
"4113","ＬＬＰ収益","170,850,274","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","172,116,385","10,057,235","8,706,358","7,979,922","7,836,559","7,700,292","15,782,920","10,953,429","12,727,868","12,076,780","11,160,345","11,448,441"
"5111","期首棚卸高","0","0","0","0","0","0","0","0","0","0","0","0"
"5211","商品仕入高","0","0","0","0","11,200","0","5,141,000","48,500","921,500","921,500","1,043,204","1,320,770"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","24,673","79,206","43,127","38,993","32,173","35,191","16,100","28,698","32,080","33,624","22,880","28,279"
"5216","ＬＬＰ原価","99,963,208","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"当期売上原価","99,987,881","79,206","43,127","38,993","43,373","35,191","5,157,100","77,198","953,580","955,124","1,066,084","1,349,049"
,"売上総利益","72,128,504","9,978,029","8,663,231","7,940,929","7,793,186","7,665,101","10,625,820","10,876,231","11,774,288","11,121,656","10,094,261","10,099,392"
"6111","給与手当","2,797,728","1,812,500","1,814,500","1,845,500","1,814,500","1,814,500","1,904,500","2,832,000","2,737,424","1,814,500","1,814,500","2,264,500"
"6311","雑給","-34,900,963","295,783","277,384","302,891","279,360","272,178","294,516","285,955","288,455","309,609","308,442","317,973"
"6112","旅費交通費","914,498","931,795","928,987","676,377","732,378","494,164","421,184","630,020","489,807","555,991","628,787","835,302"
"6113","広告宣伝費","81,291","860,967","412,838","1,018,233","531,550","427,654","461,462","486,291","1,626,746","2,159,429","449,929","1,168,416"
"6114","販売促進費","125,776","189,436","5,040","-168","0","0","44,930","0","191,212","52,308","149,636","56,625"
"6115","荷造発送費","1,180","3,010","1,180","21,104","2,975","590","1,070","1,800","1,110","690","6,095","4,580"
"6116","外注費","527,440","500,000","500,000","500,000","500,000","500,000","500,000","500,000","500,000","500,000","500,000","500,000"
"6117","支払手数料","360,347","606,105","3,179,853","804,338","683,613","3,769,474","544,676","701,456","4,200,634","597,263","806,102","579,412"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","650,002","650,002","650,002","650,002","650,002","650,002","650,002","650,002","650,002","650,002","650,002","650,002"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","5,809,658","0","0","100,000","0","0","0","0","335,400","151,750","151,750","151,750"
"6312","法定福利費","-242,862","-633,392","-170,549","-639,576","-33,680","-584,389","98,749","-504,769","303,111","-425,151","2,017,805","-1,357,147"
"6226","厚生費","263,790","383,824","930,091","685,644","890,656","754,955","4,161,538","4,888,273","490,490","1,879,583","4,961,347","210,980"
"6119","退職金","0","0","2,000,000","0","0","0","0","0","0","1,600,000","0","0"
"6214","減価償却費","2,599,397","4,214,227","4,214,227","4,214,227","4,214,227","4,214,227","4,214,227","4,214,227","4,214,227","4,214,227","4,214,227","4,214,227"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","-75,455","-175,455","974,545","424,545","324,545","644,545","350,670","350,671","572,295","424,545","397,272","424,545"
"6216","修繕／車両関係費","417,200","12,729","68,000","1,030,479","0","3,961,340","0","0","2,512,698","614,450","73,432","1,126,791"
"6217","事務用消耗品費","0","0","0","0","0","0","0","0","0","0","0","0"
"6218","通信交通費","622,212","84,441","354,988","26,690","191,476","112,187","120,010","31,230","231,029","125,666","33,956","218,699"
"6219","水道光熱費","-5,959,252","212,232","116,441","158,154","-412,067","396,154","13,049","170,679","-25,698","61,955","139,137","266,371"
"6221","租税公課","3,019,010","0","255,600","4,500","30,000","4,000","0","40,500","4,541,300","55,800","1,044,400","3,172,300"
"6222","寄付金","0","0","0","0","30,000","0","0","29,000","20,000","0","200,000","0"
"6223","接待交際費","753,853","780,303","1,086,615","1,920,340","1,566,648","369,276","1,225,931","620,665","1,032,787","898,236","1,876,869","735,039"
"6224","保険料","-21,994","-125,288","-44,080","-187,180","-177,548","-174,158","-181,518","-216,858","-214,268","-226,788","-229,268","-161,458"
"6225","備品消耗品費","-49,251","479,419","48,285","268,297","62,105","81,187","90,019","38,237","134,436","309,289","67,780","438,315"
"6227","管理諸費","2,337,019","307,949","5,200,518","1,623,632","1,060,007","2,733,550","986,086","1,229,662","2,058,940","4,763,472","1,791,685","1,511,621"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","36,000","207,000","60,000","70,000","130,000","20,000","20,000","451,702","202,000","222,000","80,000","142,000"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","135,898","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","9,000","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","-19,797,478","11,606,587","22,864,465","15,518,029","13,070,747","20,461,436","15,921,101","17,430,743","27,094,137","21,308,826","22,133,885","17,470,843"
,"営業利益（損失）","91,925,982","-1,628,558","-14,201,234","-7,577,100","-5,277,561","-12,796,335","-5,295,281","-6,554,512","-15,319,849","-10,187,170","-12,039,624","-7,371,451"
"7111","受取利息","919,253","2,103,091","833,481","833,344","833,350","1,884,280","833,663","833,415","4,186","4,200","4,196","5,314"
"7112","為替差益","2,358,508","2,567,311","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","-75,400","0","10,000,000","890","0","0","0","30,000,000","0","1,593","0","2,000,000"
"7118","雑収入","9,430,966","486,808","1,811,899","65,400","406,668","168,412","149,756","145,764","2,008,213","1,696,551","1,058,043","233,174"
,"営業外収益計","12,633,327","5,157,210","12,645,380","899,634","1,240,018","2,052,692","983,419","30,979,179","2,012,399","1,702,344","1,062,239","2,238,488"
"7511","支払利息","1,612,659","-163,142","684,897","256,652","674,263","968,443","678,349","918,331","880,101","245,893","976,721","873,094"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","5,606","1,300","0","-35,638","0","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","1,000,000","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","3,304","31,719,936","0","0","0","0","0","0"
,"営業外費用計","2,618,265","-161,842","684,897","221,014","677,567","32,688,379","678,349","918,331","880,101","245,893","976,721","873,094"
,"経常利益（損失）","101,941,044","3,690,494","-2,240,751","-6,898,480","-4,715,110","-43,432,022","-4,990,211","23,506,336","-14,187,551","-8,730,719","-11,954,106","-6,006,057"
