"ｺｰﾄﾞ","勘定科目名"," 2年  3月"," 2年  4月"," 2年  5月"," 2年  6月"," 2年  7月"," 2年  8月"," 2年  9月"," 2年 10月"," 2年 11月"," 2年 12月"," 3年  1月"," 3年  2月"
"4111","売上高","4,842,421","891,651","0","3,929,697","4,365,009","3,467,588","5,193,995","7,870,893","7,475,884","5,882,164","2,728,743","2,506,200"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","4,842,421","891,651","0","3,929,697","4,365,009","3,467,588","5,193,995","7,870,893","7,475,884","5,882,164","2,728,743","2,506,200"
"5111","期首たな卸高","1,039,408","729,465","647,496","566,587","836,398","797,298","816,093","897,450","871,067","975,308","1,126,246","788,993"
"5211","商品仕入高","1,341,104","226,231","88,704","1,478,999","1,456,313","1,262,175","1,728,761","2,561,146","2,444,069","2,057,945","609,677","773,146"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末たな卸高      (△)","729,465","647,496","566,587","836,398","797,298","816,093","897,450","871,067","975,308","1,126,246","788,993","718,383"
,"当期売上原価","1,651,047","308,200","169,613","1,209,188","1,495,413","1,243,380","1,647,404","2,587,529","2,339,828","1,907,007","946,930","843,756"
,"売上総利益","3,191,374","583,451","-169,613","2,720,509","2,869,596","2,224,208","3,546,591","5,283,364","5,136,056","3,975,157","1,781,813","1,662,444"
"6111","給与手当","1,416,400","1,532,090","1,552,931","1,546,400","1,514,320","1,369,087","1,321,864","1,307,500","1,280,000","1,240,000","1,204,678","1,185,207"
"6311","雑給","686,832","551,917","539,707","626,248","555,158","661,893","668,442","878,824","897,570","875,010","694,995","585,266"
"6112","旅費交通費","35,813","15,817","15,825","44,287","31,357","31,898","38,629","50,011","41,382","43,418","29,273","17,333"
"6113","広告宣伝費","365,262","179,893","65,300","215,678","196,336","188,634","213,536","535,948","307,929","321,585","162,886","168,477"
"6114","販売促進費","102,146","12,089","12,000","17,280","17,324","17,113","19,025","20,054","49,155","59,850","49,421","70,717"
"6115","荷造発送費","0","0","0","0","0","0","0","0","0","0","0","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","43,726","37,561","28,222","29,262","73,933","95,073","48,001","113,748","95,342","94,381","69,069","36,565"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","112,000","0","0","0","0","0","0","0","0","330,000","0","0"
"6312","法定福利費","242,144","247,750","295,401","264,159","228,122","234,015","300,804","219,550","219,550","260,761","240,011","230,482"
"6226","厚生費","55,000","0","0","0","5,000","29,531","43,000","80,600","73,250","5,000","0","0"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","43,740","43,740","43,740","43,740","43,740","43,740","43,796","43,740","43,740","43,740","43,740","43,740"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","577,273","423,182","423,182","423,182","577,273","577,273","577,273","587,273","587,273","587,273","587,273","587,273"
"6216","修繕／車両関係費","85,366","0","0","0","28,333","0","0","0","11,000","0","24,000","0"
"6217","事務用消耗品費","0","2,280","0","1,400","10,562","0","482","2,357","2,400","1,698","0","0"
"6218","通信交通費","3,351","2,777","2,203","3,351","2,777","3,584","2,777","2,814","3,351","2,203","2,777","2,777"
"6219","水道光熱費","324,616","329,852","229,706","191,494","333,206","337,744","392,501","339,658","307,510","307,743","311,169","291,686"
"6221","租税公課","0","0","0","0","0","0","1,000","1,000","1,000","0","0","0"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000"
"6225","備品消耗品費","162,276","141,787","5,000","143,677","113,762","78,805","129,926","289,924","132,437","248,557","45,564","49,378"
