"ｺｰﾄﾞ","勘定科目名","30年  1月","30年  2月","30年  3月","30年  4月","30年  5月","30年  6月","30年  7月","30年  8月","30年  9月","30年 10月","30年 11月","30年 12月"
"6213","従業員賞与","120,000","120,000","120,000","120,000","120,000","-215,750","120,000","120,000","120,000","0","0","369,334"
"6312","法定福利費","263,375","262,838","262,838","307,298","363,438","372,981","355,036","355,036","360,144","386,810","386,810","492,646"
"6226","厚生費","136,927","167,073","214,329","132,043","30,104","52,767","231,691","166,740","318,278","107,490","198,461","109,528"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","1,062,030","1,062,030","1,062,030","1,062,030","1,062,030","1,062,030","1,062,030","1,062,030","829,690","988,828","988,828","988,828"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","953,000","953,000","954,836","943,998","943,998","953,000","953,918","953,918","953,918","953,918","953,918","953,918"
"6216","修繕／車両関係費","198,220","58,000","182,000","101,388","56,205","102,315","68,981","28,241","139,037","50,000","9,722","230,703"
"6217","事務用消耗品費","0","0","29,800","0","0","0","1,806","0","2,062","5,105","0","0"
"6218","通信交通費","26,279","17,098","10,577","20,020","43,007","10,512","27,484","17,760","18,277","20,160","18,005","3,177"
"6219","水道光熱費","786,076","592,855","650,976","506,569","634,169","506,145","692,401","673,422","857,042","575,400","669,801","548,811"
"6221","租税公課","6,000","6,000","8,000","8,000","6,000","6,000","8,000","6,000","4,000","8,000","8,000","14,000"
"6222","寄付金","0","0","0","6,666","0","0","5,000","0","0","5,000","5,000","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","46,292","46,292","46,292","46,292","46,292","46,292","46,292","46,292","46,292","48,754","46,292","46,292"
"6225","備品消耗品費","379,612","220,356","361,473","402,288","356,512","386,487","421,412","355,620","356,628","509,261","628,095","473,500"
"6227","管理諸費","328,842","324,830","276,558","292,263","314,954","276,704","294,790","296,127","281,381","335,111","436,976","300,082"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","30,648","0","0","0","0","30,000","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","10,122,937","8,872,352","10,145,874","10,477,140","10,524,671","9,703,147","10,719,371","10,477,023","10,203,124","10,410,605","11,265,703","12,187,596"
,"営業利益（損失）","-960,434","-1,300,446","-171,650","913,444","-1,507,890","-418,744","-1,604,936","-1,085,140","-1,687,958","-789,598","-260,437","1,507,968"
"7111","受取利息","0","21","0","0","0","0","0","23","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","8,037","0","0","0","0","0","0","0"
,"営業外収益計","0","21","0","0","8,037","0","0","23","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","-300","-1,252","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","312,171","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","-300","-1,252","312,171","0","0","0"
,"経常利益（損失）","-960,434","-1,300,425","-171,650","913,444","-1,499,853","-418,744","-1,604,636","-1,083,865","-2,000,129","-789,598","-260,437","1,507,968"
