"ｺｰﾄﾞ","勘定科目名"," 2年  2月"," 2年  3月"," 2年  4月"," 2年  5月"," 2年  6月"," 2年  7月"," 2年  8月"," 2年  9月"," 2年 10月"," 2年 11月"," 2年 12月"," 3年  1月"
"4111","売上高","7,985,842","7,819,058","609,037","0","2,979,611","3,061,927","3,338,503","3,762,863","3,803,332","3,255,831","3,659,854","2,737,414"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","69,155","68,341","4,958","0","24,892","20,616","30,361","31,475","25,036","29,360","18,779","9,907"
,"純売上高","7,916,687","7,750,717","604,079","0","2,954,719","3,041,311","3,308,142","3,731,388","3,778,296","3,226,471","3,641,075","2,727,507"
"5111","期首たな卸高","722,416","586,420","520,332","612,231","612,231","496,304","459,556","487,145","417,209","303,375","365,568","419,544"
"5211","商品仕入高","780,472","827,749","184,004","840","170,419","228,872","388,316","325,644","338,923","425,204","433,603","264,755"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末たな卸高      (△)","586,420","520,332","612,231","612,231","496,304","459,556","487,145","417,209","303,375","365,568","419,544","340,035"
,"当期売上原価","916,468","893,837","92,105","840","286,346","265,620","360,727","395,580","452,757","363,011","379,627","344,264"
,"売上総利益","7,000,219","6,856,880","511,974","-840","2,668,373","2,775,691","2,947,415","3,335,808","3,325,539","2,863,460","3,261,448","2,383,243"
"6111","給与手当","1,019,900","1,012,900","838,383","728,578","934,504","847,189","801,540","901,195","841,515","595,049","674,276","709,208"
"6311","雑給","815,811","667,958","533,012","500,406","401,960","513,837","498,799","418,379","403,749","253,807","269,030","254,648"
