"ｺｰﾄﾞ","勘定科目名"," 3年  3月"," 3年  4月"," 3年  5月"," 3年  6月"," 3年  7月"," 3年  8月"," 3年  9月"," 3年 10月"," 3年 11月"," 3年 12月"," 4年  1月"," 4年  2月"
"4111","売上高","14,170,971","10,174,100","11,254,285","11,528,610","11,790,604","8,621,213","6,971,432","10,809,019","10,998,554","12,723,515","11,315,980","8,099,937"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","14,170,971","10,174,100","11,254,285","11,528,610","11,790,604","8,621,213","6,971,432","10,809,019","10,998,554","12,723,515","11,315,980","8,099,937"
"5111","期首棚卸高","484,400","567,300","661,400","413,000","516,100","631,900","542,700","582,300","527,800","459,500","627,600","545,500"
"5211","商品仕入高","5,741,478","4,360,241","4,150,693","4,825,342","4,749,533","3,232,226","2,704,910","4,081,819","4,205,275","4,808,484","4,209,444","3,202,877"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","567,300","661,400","413,000","516,100","631,900","542,700","582,300","527,800","459,500","627,600","545,500","462,000"
,"当期売上原価","5,658,578","4,266,141","4,399,093","4,722,242","4,633,733","3,321,426","2,665,310","4,136,319","4,273,575","4,640,384","4,291,544","3,286,377"
,"売上総利益","8,512,393","5,907,959","6,855,192","6,806,368","7,156,871","5,299,787","4,306,122","6,672,700","6,724,979","8,083,131","7,024,436","4,813,560"
"6111","給与手当","1,013,000","896,000","898,000","898,000","898,000","898,000","898,000","898,000","901,000","901,000","901,000","662,296"
"6311","雑給","1,722,418","1,685,670","1,530,536","1,458,652","1,521,929","1,657,244","1,280,763","1,376,053","1,361,877","1,725,708","1,718,634","1,627,519"
"6112","旅費交通費","59,305","54,607","54,476","50,154","54,754","50,965","41,198","52,075","46,956","54,576","49,505","38,856"
"6113","広告宣伝費","119,654","736,904","-560,084","39,784","201,823","66,297","233,789","52,882","63,721","149,123","142,023","12,618"
"6114","販売促進費","43,516","22,568","26,184","22,662","30,997","40,405","31,955","31,664","29,316","35,296","5,365","22,982"
"6115","荷造発送費","0","0","0","700","0","0","0","0","0","0","0","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","1,234,926","1,021,656","1,126,184","1,139,713","1,099,695","933,850","847,605","1,059,739","1,127,626","1,186,374","1,127,909","928,423"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","0","0","105,000","0","0","0","0","0","25,000","0","0"
"6312","法定福利費","287,847","292,025","292,025","243,351","234,879","234,879","219,182","193,311","193,311","193,311","193,311","193,311"
"6226","厚生費","27,410","0","2,550","5,000","28,590","7,650","6,800","4,800","7,727","60,505","5,000","75,400"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","618,944","618,944","618,944","618,944","618,944","618,944","-270,140","499,454","499,454","499,454","499,454","499,454"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","1,534,106","1,136,509","1,238,536","1,271,960","1,298,159","981,248","868,233","1,122,901","1,141,855","1,314,350","1,173,598","868,233"
"6216","修繕／車両関係費","0","0","0","0","14,500","19,170","0","0","136,363","0","45,295","0"
"6217","事務用消耗品費","7,373","630","0","0","0","802","0","0","0","0","0","0"
"6218","通信交通費","909","8,373","909","909","909","16,888","909","909","8,283","909","909","8,102"
"6219","水道光熱費","302,288","343,741","334,124","362,717","357,282","361,551","319,686","333,282","353,127","370,902","384,828","355,708"
"6221","租税公課","0","0","0","0","0","0","0","0","0","0","0","0"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","25,000","25,000","25,000","25,000","25,000","25,000","50,000","25,000","25,000","25,000","25,000","25,000"
"6225","備品消耗品費","310,424","257,562","207,433","313,983","316,559","254,731","170,009","282,071","242,335","297,906","276,821","152,489"
"6227","管理諸費","22,100","3,500","9,555","2,100","2,100","2,100","2,100","2,100","2,800","2,100","14,100","8,100"
