"ｺｰﾄﾞ","勘定科目名"," 3年 10月"," 3年 11月"," 3年 12月"," 4年  1月"," 4年  2月"," 4年  3月"," 4年  4月"," 4年  5月"," 4年  6月"," 4年  7月"," 4年  8月"," 4年  9月"
"4111","売上高","28,855,721","23,046,914","26,957,755","24,855,514","25,095,654","34,473,069","26,388,541","20,108,845","18,482,576","24,148,105","24,400,060","27,058,153"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","28,855,721","23,046,914","26,957,755","24,855,514","25,095,654","34,473,069","26,388,541","20,108,845","18,482,576","24,148,105","24,400,060","27,058,153"
"5111","期首棚卸高","11,815,402","20,164,737","16,494,579","21,420,952","25,695,988","24,664,289","17,270,019","25,018,049","17,089,486","18,033,049","22,045,804","18,013,939"
"5211","商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5212","通信商品仕入高","31,256,640","15,448,839","27,661,732","23,682,668","18,360,090","22,651,291","27,748,282","10,126,876","16,870,623","20,859,926","14,290,601","19,317,870"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","20,164,737","16,494,579","21,420,952","25,695,988","24,664,289","17,270,019","25,018,049","17,089,486","18,033,049","22,045,804","18,013,939","16,301,066"
,"当期売上原価","22,907,305","19,118,997","22,735,359","19,407,632","19,391,789","30,045,561","20,000,252","18,055,439","15,927,060","16,847,171","18,322,466","21,030,743"
,"売上総利益","5,948,416","3,927,917","4,222,396","5,447,882","5,703,865","4,427,508","6,388,289","2,053,406","2,555,516","7,300,934","6,077,594","6,027,410"
"6111","給与手当","2,713,679","3,036,499","2,490,583","2,361,336","2,417,687","2,581,748","2,567,795","2,445,256","2,677,775","2,123,733","1,993,060","2,057,520"
"6311","雑給","0","0","0","0","0","0","0","0","0","0","0","0"
"6112","旅費交通費","82,759","82,192","64,139","82,257","55,508","66,924","49,468","52,150","53,676","54,238","51,161","67,579"
"6113","広告宣伝費","96,524","55,600","36,636","13,000","80,159","40,727","22,091","15,727","13,909","13,000","33,455","81,545"
"6114","販売促進費","45,000","271,545","311,050","51,364","69,327","280,479","227,303","60,093","352,209","496,033","348,025","455,379"
"6115","荷造発送費","0","0","7,280","840","3,760","1,040","840","3,360","1,040","1,040","1,900","0"
