"ｺｰﾄﾞ","勘定科目名"," 4年 10月"," 4年 11月"," 4年 12月"," 5年  1月"," 5年  2月"," 5年  3月"," 5年  4月"," 5年  5月"," 5年  6月"," 5年  7月"," 5年  8月"," 5年  9月"
"4111","売上高","5,652,893","5,429,271","4,828,768","5,029,099","4,670,243","5,558,296","5,292,479","5,601,546","5,164,198","4,727,712","4,539,214","4,968,109"
"4112","会員券売上高","571,183","318,185","234,638","167,730","244,822","425,637","272,730","246,819","542,819","250,369","371,456","254,000"
"4113","ゴルフ用品・雑貨売上高","67,878","102,985","70,984","79,010","44,702","60,887","52,594","59,032","62,058","78,076","59,829","47,630"
"4114","手数料収入","474,995","192,469","137,993","165,275","85,019","95,317","153,838","447,441","165,919","189,937","172,882","199,413"
"4115","ポイント値引・入会金返金(△)","766,572","735,102","624,230","696,381","641,172","764,559","674,636","628,294","702,163","569,363","582,626","571,556"
,"純売上高","6,000,377","5,307,808","4,648,153","4,744,733","4,403,614","5,375,578","5,097,005","5,726,544","5,232,831","4,676,731","4,560,755","4,897,596"
"5111","期首棚卸高","0","0","0","0","0","0","0","0","0","0","0","0"
"5211","商品仕入高","29,308","50,701","26,331","11,251","72,469","0","66,781","41,583","5,240","20,084","111,937","5,471"
"5212",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5215",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5216",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"当期売上原価","29,308","50,701","26,331","11,251","72,469","0","66,781","41,583","5,240","20,084","111,937","5,471"
,"売上総利益","5,971,069","5,257,107","4,621,822","4,733,482","4,331,145","5,375,578","5,030,224","5,684,961","5,227,591","4,656,647","4,448,818","4,892,125"
"6111","プロ報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6311","雑給","541,743","593,729","577,774","521,787","466,861","488,808","474,109","563,340","591,809","701,750","654,188","504,153"
"6112","旅費交通費","46,200","55,212","49,522","44,997","39,254","44,030","44,299","47,823","44,201","54,108","46,282","43,718"
"6113","広告宣伝費","359,670","119,300","166,025","295,198","146,525","343,825","236,479","116,025","125,117","136,025","251,204","141,325"
"6114","教育訓練費","0","0","0","0","0","0","0","0","0","0","0","0"
"6115","接客サービス費","594,259","398,670","246,949","148,438","295,097","154,939","203,808","613,799","154,506","188,235","153,589","198,830"
"6116","コンペ参加諸費","0","66,927","25,477","40,012","59,392","17,200","18,033","9,350","12,000","79,727","10,673","93,557"
"6117","プレイ器具費","11,000","96,440","75,100","5,000","5,000","65,000","5,000","5,000","76,500","5,000","495,000","85,430"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","315,000","315,000","315,000","285,000","285,000","285,000","285,000","285,000","285,000","285,000","285,000","285,000"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","社員給与","1,094,880","1,079,857","1,149,522","1,055,930","1,051,876","1,106,385","1,171,329","1,133,667","1,103,055","1,145,456","1,155,562","1,170,021"
"6213","従業員賞与","99,000","-404,000","99,000","99,000","99,000","99,000","99,000","-334,108","99,000","99,000","99,000","-97,000"
"6312","法定福利費","199,862","200,025","174,891","199,462","199,904","200,812","199,146","200,271","174,067","348,291","200,494","333,767"
"6226","厚生費","17,769","13,881","31,034","5,700","5,700","30,700","5,700","5,700","5,700","5,700","5,700","32,973"
"6119","退職手当等","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","224,000","224,000","224,000","285,000","285,000","285,000","285,000","285,000","285,000","285,000","285,000","370,061"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃・リース料","658,917","658,917","1,799,669","658,917","658,917","658,917","642,251","678,615","660,433","660,433","660,433","660,433"
"6216","修繕費","410,250","0","0","0","4,600","794,455","0","24,364","110,300","0","111,879","20,000"
"6217","事務用消耗品費","43,813","18,024","24,798","9,485","26,751","29,058","12,733","18,003","18,778","24,366","32,180","4,509"
"6218","通信交通費","15,099","6,649","7,606","6,645","7,481","0","6,377","0","0","916","13,383","0"
"6219","水道光熱費","141,832","148,576","167,466","225,395","263,934","219,488","143,869","143,006","111,503","161,922","122,991","132,121"
"6221","租税公課","0","65,750","6,000","5,600","40,000","0","0","22,500","0","106,000","23,950","0"
"6222","会議費","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","2,514","14,358","0","0","0","0","19,626","0","6,185","0","0"
"6224","保険料","0","34,850","112,930","55,490","48,430","-20,330","82,893","0","0","0","9,000","459,716"
"6225","備品消耗品費","8,530","76,994","51,729","57,703","23,227","46,380","45,449","24,617","22,521","42,351","36,232","29,635"
"6227","管理諸費","45,900","335,260","47,809","85,900","124,960","45,900","45,900","95,900","45,900","45,900","60,000","70,000"
"6228","寄附金","5,000","0","0","0","20,000","20,000","0","5,000","0","5,000","0","5,000"
"6229","その他の一般管理費","15,500","15,500","15,500","15,500","15,500","15,500","15,500","15,500","15,500","15,500","15,500","15,500"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","44,849","111,100","40,784","109,420","98,568","147,354","147,112","93,773","109,092","120,999","76,750","86,905"
,"販売費及び一般管理費計","4,893,073","4,233,175","5,422,943","4,215,579","4,270,977","5,077,421","4,168,987","4,071,771","4,049,982","4,522,864","4,803,990","4,645,654"
,"営業利益（損失）","1,077,996","1,023,932","-801,121","517,903","60,168","298,157","861,237","1,613,190","1,177,609","133,783","-355,172","246,471"
"7111","受取利息","0","0","0","0","55","27","0","0","0","0","51","17"
"7112","受入家賃","0","0","0","0","0","0","0","0","0","0","0","0"
"7113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","26","27,272","0","0","0","0","250,000","0","0","7,230"
,"営業外収益計","0","0","26","27,272","55","27","0","0","250,000","0","51","7,247"
"7511","支払利息割引料","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7513",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7514",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","400,000","3,430","700","0","0","0","0","0","0"
,"営業外費用計","0","0","0","400,000","3,430","700","0","0","0","0","0","0"
,"経常利益（損失）","1,077,996","1,023,932","-801,095","145,175","56,793","297,484","861,237","1,613,190","1,427,609","133,783","-355,121","253,718"
