"ｺｰﾄﾞ","勘定科目名","30年  2月","30年  3月","30年  4月","30年  5月","30年  6月","30年  7月","30年  8月","30年  9月","30年 10月","30年 11月","30年 12月","31年  1月"
"4111","売上高","6,688,809","9,057,227","7,592,654","7,241,673","6,863,348","6,934,802","7,568,639","7,368,744","7,037,100","7,302,610","11,011,308","7,541,144"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","6,688,809","9,057,227","7,592,654","7,241,673","6,863,348","6,934,802","7,568,639","7,368,744","7,037,100","7,302,610","11,011,308","7,541,144"
"5111","期首たな卸高","979,268","1,011,338","1,020,334","1,041,344","987,506","955,699","964,260","1,064,070","949,041","900,546","1,031,503","1,033,500"
"5211","商品仕入高","2,276,337","2,990,319","2,427,282","2,246,513","2,139,778","2,198,516","2,526,119","2,061,945","2,206,689","2,369,825","3,351,078","2,228,038"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末たな卸高      (△)","1,011,338","1,020,334","1,041,344","987,506","955,699","964,260","1,064,070","949,041","900,546","1,031,503","1,033,500","873,862"
,"当期売上原価","2,244,267","2,981,323","2,406,272","2,300,351","2,171,585","2,189,955","2,426,309","2,176,974","2,255,184","2,238,868","3,349,081","2,387,676"
,"売上総利益","4,444,542","6,075,904","5,186,382","4,941,322","4,691,763","4,744,847","5,142,330","5,191,770","4,781,916","5,063,742","7,662,227","5,153,468"
"6111","給与手当","891,000","861,000","861,000","1,140,000","1,044,000","1,129,000","1,174,000","992,264","916,000","922,699","932,000","890,000"
"6311","雑給","1,069,957","1,235,682","1,126,231","1,127,548","979,025","866,009","839,514","921,161","1,015,948","1,184,569","1,397,398","1,080,221"
"6112","旅費交通費","51,813","54,364","55,372","61,589","50,958","54,113","52,739","63,874","63,323","65,305","71,801","61,496"
"6113","広告宣伝費","600,612","789,368","628,917","644,814","745,246","596,615","609,606","658,978","654,022","637,348","879,806","611,949"
"6114","販売促進費","124,615","149,453","95,328","88,916","91,629","93,901","37,879","143,806","114,119","146,483","101,376","59,560"
"6115","荷造発送費","0","747","0","0","0","0","0","0","0","0","0","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","86,064","137,727","115,511","86,811","124,460","132,097","104,019","92,681","126,446","80,699","139,466","85,486"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","70,000","70,000","70,000","70,000","-224,869","70,000","70,000","70,000","0","0","309,652","68,000"
"6312","法定福利費","184,090","184,090","184,090","252,861","289,911","252,861","252,861","211,522","211,522","211,522","286,057","211,522"
"6226","厚生費","100,629","158,235","88,816","94,732","97,924","98,480","63,652","430,358","268,058","81,989","85,025","24,260"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","145,201","145,201","145,201","145,201","145,201","145,201","145,201","195,891","19,211","19,211","19,211","19,211"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","501,071","501,071","501,071","501,071","500,793","500,793","501,627","501,071","501,071","501,071","501,621","501,071"
"6216","修繕／車両関係費","81,481","134,343","91,667","73,213","45,833","50,889","40,741","124,486","159,167","88,769","95,019","47,371"
"6217","事務用消耗品費","300","0","0","225","0","0","0","0","114","1,900","0","0"
"6218","通信交通費","15,481","13,971","15,028","13,421","15,029","13,371","14,905","13,909","15,262","13,214","15,045","17,822"
"6219","水道光熱費","474,636","543,644","427,153","485,621","406,114","528,548","545,488","703,506","482,792","585,872","433,904","643,395"
