"ｺｰﾄﾞ","勘定科目名"," 2年 10月"," 2年 11月"," 2年 12月"," 3年  1月"," 3年  2月"," 3年  3月"," 3年  4月"," 3年  5月"," 3年  6月"," 3年  7月"," 3年  8月"," 3年  9月"
"4111","売上高","4,324,164","3,515,817","3,348,042","2,520,554","2,949,573","3,836,786","3,299,065","3,259,797","3,748,667","4,214,569","899,291","0"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","4,324,164","3,515,817","3,348,042","2,520,554","2,949,573","3,836,786","3,299,065","3,259,797","3,748,667","4,214,569","899,291","0"
"5111","期首棚卸高","293,898","332,236","0","193,206","276,531","257,221","315,369","315,369","270,935","263,331","263,331","263,331"
"5211","商品仕入高","1,386,387","1,081,709","1,073,374","884,271","1,001,775","1,229,482","1,153,179","1,053,550","1,253,634","1,434,892","348,283","71,628"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","332,236","0","193,206","276,531","257,221","315,369","315,369","270,935","263,331","263,331","263,331","263,331"
,"当期売上原価","1,348,049","1,413,945","880,168","800,946","1,021,085","1,171,334","1,153,179","1,097,984","1,261,238","1,434,892","348,283","71,628"
,"売上総利益","2,976,115","2,101,872","2,467,874","1,719,608","1,928,488","2,665,452","2,145,886","2,161,813","2,487,429","2,779,677","551,008","-71,628"
"6111","給与手当","504,167","480,000","480,000","480,000","480,000","480,000","480,000","486,000","486,000","496,000","416,176","393,800"
"6311","雑給","585,494","490,529","475,354","407,903","462,386","512,237","512,310","463,133","512,773","555,990","449,622","417,460"
