"ｺｰﾄﾞ","勘定科目名"," 2年 12月"," 3年  1月"," 3年  2月"," 3年  3月"," 3年  4月"," 3年  5月"," 3年  6月"," 3年  7月"," 3年  8月"," 3年  9月"," 3年 10月"," 3年 11月"
"4111","売上高","5,044,470","5,298,818","4,158,730","5,346,660","5,392,959","6,074,822","5,383,560","4,915,746","5,273,901","5,427,687","11,536,005","11,341,735"
"4112","会員券売上高","310,094","188,911","162,001","273,637","141,637","179,728","149,003","210,367","295,642","360,003","674,278","434,001"
"4113","ゴルフ用品・雑貨売上高","65,124","53,078","36,253","39,414","56,716","67,090","67,347","79,142","52,029","52,978","128,052","155,217"
"4114","手数料収入","123,727","87,305","191,077","101,151","158,014","112,055","171,820","146,738","113,744","213,248","751,002","374,837"
"4115","ポイント値引・入会金返金(△)","871,008","842,789","701,623","954,674","768,507","890,105","943,152","828,499","822,997","882,745","2,014,932","1,857,741"
,"純売上高","4,672,407","4,785,323","3,846,438","4,806,188","4,980,819","5,543,590","4,828,578","4,523,494","4,912,319","5,171,171","11,074,405","10,448,049"
"5111","期首棚卸高","0","0","331,818","0","0","0","0","0","0","301,996","0","0"
"5211","商品仕入高","16,995","50,893","5,803","75,932","32,382","57,645","39,930","59,765","28,950","41,876","81,694","20,001"
"5212",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5215",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5216",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","0","0","301,996","0","0","0","0","0","0","368,101","0","0"
,"当期売上原価","16,995","50,893","35,625","75,932","32,382","57,645","39,930","59,765","28,950","-24,229","81,694","20,001"
,"売上総利益","4,655,412","4,734,430","3,810,813","4,730,256","4,948,437","5,485,945","4,788,648","4,463,729","4,883,369","5,195,400","10,992,711","10,428,048"
"6111","プロ報酬","5,454","909","0","0","0","0","0","0","0","0","0","0"
