"ｺｰﾄﾞ","勘定科目名"," 4年  5月"," 4年  6月"," 4年  7月"," 4年  8月"," 4年  9月"," 4年 10月"," 4年 11月"," 4年 12月"," 5年  1月"," 5年  2月"," 5年  3月"," 5年  4月"
"4111","売上高","41,852,886","41,959,447","43,976,948","44,451,670","47,007,573","48,251,530","49,133,394","51,319,102","50,747,783","54,624,580","61,342,031","61,747,978"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","41,852,886","41,959,447","43,976,948","44,451,670","47,007,573","48,251,530","49,133,394","51,319,102","50,747,783","54,624,580","61,342,031","61,747,978"
"5111","期首棚卸高","0","0","0","0","0","0","0","0","0","0","0","0"
"5211","商品仕入高","0","0","0","0","0","0","0","0","0","0","362,182","0"
"5212",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5215",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5216",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"当期売上原価","0","0","0","0","0","0","0","0","0","0","362,182","0"
,"売上総利益","41,852,886","41,959,447","43,976,948","44,451,670","47,007,573","48,251,530","49,133,394","51,319,102","50,747,783","54,624,580","60,979,849","61,747,978"
"6111","給与手当","5,718,462","6,208,593","5,861,245","5,866,165","1,893,822","6,148,661","6,211,104","6,295,372","6,322,337","6,478,064","6,462,863","6,099,036"
"6311","雑給","2,878,818","2,899,225","2,829,855","2,900,882","2,925,017","2,943,168","2,894,447","2,898,959","2,941,675","2,791,397","3,269,631","2,799,907"
"6112","旅費交通費","155,244","122,841","97,646","125,236","89,973","113,186","124,559","114,415","121,278","106,610","123,180","179,821"
"6113","広告宣伝費","12,912,070","11,374,666","11,071,309","13,880,098","12,038,705","11,632,410","14,110,796","19,116,005","18,496,316","14,687,742","18,455,196","16,711,120"
"6114","販売促進費","6,139,784","5,770,409","5,483,122","6,883,364","7,470,732","9,460,519","11,248,513","11,836,436","13,566,504","13,889,882","17,573,646","15,501,252"
"6115","荷造発送費","42,556","42,830","38,602","26,709","39,592","37,213","27,570","34,511","19,495","34,916","17,008","20,083"
"6116","外注費","469,436","661,691","296,455","1,162,250","860,660","375,342","911,750","674,273","466,073","658,437","571,291","574,896"
"6117","支払手数料","6,542,665","5,714,236","6,172,231","6,334,665","6,023,179","4,954,565","5,063,155","4,634,242","4,768,119","4,716,092","5,232,545","4,198,397"
"6118","開発費","0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","1,388,058","1,388,058","1,388,058","1,388,058","1,388,058","1,388,058","1,263,874","1,263,874","1,263,874","1,263,874","1,263,874","1,263,874"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","-464,627","600,000","600,000","600,000","-2,400,000","600,000","600,000","1,784,825","600,000","600,000","600,000","600,000"
"6312","法定福利費","1,369,621","1,175,426","2,259,911","1,401,706","1,687,658","1,886,372","1,381,988","1,369,843","2,332,620","1,383,926","1,452,582","1,431,187"
"6226","厚生費","30,000","0","0","0","0","670,380","208,535","8,624","13,595","0","3,247","0"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","700,000"
"6214","減価償却費","343,000","343,000","343,000","343,000","907,930","479,000","479,000","479,000","479,000","479,000","479,000","479,000"
"6234","リース料","0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","1,138,182","1,168,182","1,108,182","1,138,182","1,138,182","1,138,182","1,138,182","1,087,273","1,087,273","1,110,909","1,110,909","1,110,909"
