"ｺｰﾄﾞ","勘定科目名"," 3年 10月"," 3年 11月"," 3年 12月"," 4年  1月"," 4年  2月"," 4年  3月"," 4年  4月"," 4年  5月"," 4年  6月"," 4年  7月"," 4年  8月"," 4年  9月"
"4111","売上高","11,536,005","11,341,735","10,269,947","10,377,796","9,851,754","10,993,868","11,007,634","12,023,268","10,030,533","10,048,354","9,818,772","8,170,680"
"4112","会員券売上高","674,278","434,001","775,639","425,643","414,276","537,277","574,637","502,732","401,277","475,917","484,366","525,372"
"4113","ゴルフ用品・雑貨売上高","128,052","155,217","114,905","111,184","109,069","158,501","146,048","131,583","113,341","166,417","105,053","74,619"
"4114","手数料収入","751,002","374,837","311,655","293,451","289,021","368,557","350,789","769,445","417,778","360,943","455,862","435,770"
"4115","ポイント値引・入会金返金(△)","2,014,932","1,857,741","1,546,469","1,589,006","1,402,665","1,607,518","1,504,798","1,563,227","1,309,097","1,408,718","1,395,369","1,222,935"
,"純売上高","11,074,405","10,448,049","9,925,677","9,619,068","9,261,455","10,450,685","10,574,310","11,863,801","9,653,832","9,642,913","9,468,684","7,983,506"
"5111","期首棚卸高","0","0","0","0","0","0","0","0","0","0","0","0"
"5211","商品仕入高","81,694","20,001","131,833","27,173","173,881","36,246","53,147","12,187","85,607","200,671","135,305","7,574"
"5212",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5215",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5216",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"当期売上原価","81,694","20,001","131,833","27,173","173,881","36,246","53,147","12,187","85,607","200,671","135,305","7,574"
,"売上総利益","10,992,711","10,428,048","9,793,844","9,591,895","9,087,574","10,414,439","10,521,163","11,851,614","9,568,225","9,442,242","9,333,379","7,975,932"
