"ｺｰﾄﾞ","勘定科目名"," 5年  7月"," 5年  8月"," 5年  9月"," 5年 10月"," 5年 11月"," 5年 12月"," 6年  1月"," 6年  2月"," 6年  3月"," 6年  4月"," 6年  5月"," 6年  6月"
"4111","入館売上高","5,338,173","7,109,378","5,507,856","5,584,336","5,845,939","6,584,257","8,487,672","7,449,111","8,317,739","6,281,718","7,287,483","6,242,046"
"4112","飲食売上高","2,652,360","3,293,142","2,545,860","2,583,269","2,441,885","2,847,187","3,561,694","3,114,994","3,379,859","2,842,020","3,200,179","2,785,800"
"4113","物販売上高","130,778","205,882","132,452","123,233","180,346","252,183","245,255","244,590","263,238","215,863","307,232","249,900"
"4114","その他売上高","1,672,115","2,659,870","1,325,419","1,695,997","1,765,954","2,787,062","1,735,511","2,052,059","1,870,716","1,681,975","1,905,071","1,907,467"
"4115","売上値引戻り高    (△)","262,551","163,562","191,350","170,788","182,926","308,884","196,410","199,205","239,250","233,474","220,864","247,888"
,"純売上高","9,530,875","13,104,710","9,320,237","9,816,047","10,051,198","12,161,805","13,833,722","12,661,549","13,592,302","10,788,102","12,479,101","10,937,325"
"5111","期首棚卸高","929,609","1,008,150","1,082,901","1,076,542","1,067,145","1,140,047","1,456,448","1,142,352","1,317,561","1,225,119","1,543,555","1,308,337"
"5211","仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5212","飲食商品仕入高","1,147,285","1,523,299","1,127,275","1,110,149","1,112,409","1,411,381","1,231,620","1,253,822","1,360,273","1,479,299","1,357,451","1,107,176"
"5215","物販商品仕入高","57,468","15,726","48,759","20,877","21,802","111,598","47,768","103,194","53,328","82,043","84,395","23,122"
"5216","手数料商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"当期製品製造原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","1,008,150","1,082,901","1,076,542","1,067,145","1,140,047","1,456,448","1,142,352","1,317,561","1,225,119","1,543,555","1,308,337","1,210,618"
,"当期売上原価","1,126,212","1,464,274","1,182,393","1,140,423","1,061,309","1,206,578","1,593,484","1,181,807","1,506,043","1,242,906","1,677,064","1,228,017"
,"売上総利益","8,404,663","11,640,436","8,137,844","8,675,624","8,989,889","10,955,227","12,240,238","11,479,742","12,086,259","9,545,196","10,802,037","9,709,308"
"6111","販売員給与","0","0","0","0","62,700","26,860","54,600","0","0","0","0","0"
