"ｺｰﾄﾞ","勘定科目名"," 4年 10月"," 4年 11月"," 4年 12月"," 5年  1月"," 5年  2月"," 5年  3月"," 5年  4月"," 5年  5月"," 5年  6月"," 5年  7月"," 5年  8月"," 5年  9月"
"4111","売上高","12,475,373","11,067,017","12,902,378","12,956,981","11,049,880","12,507,179","10,763,290","11,567,870","9,209,655","11,737,202","11,387,391","10,037,912"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","12,475,373","11,067,017","12,902,378","12,956,981","11,049,880","12,507,179","10,763,290","11,567,870","9,209,655","11,737,202","11,387,391","10,037,912"
"5111","期首棚卸高","726,535","636,363","814,872","2,875,366","819,186","809,802","1,159,700","1,397,954","533,884","746,819","599,694","764,785"
"5211","商品仕入高","4,728,583","4,616,847","7,920,708","3,211,555","4,542,373","5,454,908","4,117,091","4,110,240","3,785,743","4,537,119","4,463,824","4,099,474"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","636,363","814,872","2,875,366","819,186","809,802","1,159,700","1,397,954","533,884","746,819","599,694","764,785","669,868"
,"当期売上原価","4,818,755","4,438,338","5,860,214","5,267,735","4,551,757","5,105,010","3,878,837","4,974,310","3,572,808","4,684,244","4,298,733","4,194,391"
,"売上総利益","7,656,618","6,628,679","7,042,164","7,689,246","6,498,123","7,402,169","6,884,453","6,593,560","5,636,847","7,052,958","7,088,658","5,843,521"
"6111","給与手当","756,000","585,340","888,304","500,000","742,800","266,500","246,500","245,500","416,524","559,500","556,500","547,000"
"6311","雑給","1,686,012","1,581,298","1,427,369","1,689,810","1,530,944","1,942,077","1,526,417","1,682,241","1,442,900","1,604,959","1,594,990","1,663,371"
"6112","旅費交通費","40,141","54,789","60,585","69,042","58,302","67,343","71,126","90,917","69,372","72,893","75,765","64,294"
"6113","広告宣伝費","221,186","0","210,282","248,344","273,329","383,941","1,964","10,511","37,272","457,579","423,700","0"
"6114","販売促進費","2,000","1,702","0","0","0","0","0","0","0","0","0","0"
"6115","荷造発送費","0","0","0","0","0","2,436","1,173","48,872","0","28,509","24,436","28,518"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","694,480","620,716","667,654","640,386","548,100","696,038","640,718","758,221","543,063","614,942","671,608","617,636"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","50,916","50,916","-254,584","50,916","50,916","50,916","50,916","50,916","50,916","50,916","50,916","50,916"
"6312","法定福利費","101,668","192,247","192,247","267,747","267,747","267,747","135,261","163,311","198,685","205,386","220,814","217,523"
"6226","厚生費","117,560","94,798","10,384","90,384","10,384","196,233","71,733","11,733","87,933","11,733","11,733","11,733"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","419,308","419,308","419,308","419,308","419,308","419,308","419,308","419,308","419,308","419,308","419,308","480,747"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","1,292,086","1,169,202","984,210","1,333,364","1,144,632","1,296,334","1,138,829","1,219,287","983,466","1,190,462","1,158,869","1,066,291"
"6216","修繕／車両関係費","0","0","50,750","0","0","0","0","0","0","0","0","0"
"6217","事務用消耗品費","0","0","1,602","400","0","0","0","0","0","300","5,636","0"
"6218","通信交通費","0","0","0","472","0","0","491","0","0","0","0","0"
"6219","水道光熱費","256,652","281,026","283,260","308,241","487,158","365,451","381,412","237,601","323,733","276,732","289,653","273,511"
"6221","租税公課","0","0","0","0","0","0","0","200","0","0","0","0"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000","15,000"
"6225","備品消耗品費","745,204","695,407","1,080,612","525,747","1,027,124","709,752","811,773","325,005","637,068","452,260","573,148","335,843"
"6227","管理諸費","3,550","11,008","5,523","4,473","70,473","8,945","4,473","53,973","4,473","53,973","4,473","98,073"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","0","0","0","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","3,000","0","0","0","0","0","0"
"6232","本社　指導料","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","6,401,763","5,772,757","6,042,506","6,163,634","6,646,217","6,691,021","5,517,094","5,332,596","5,229,713","6,014,452","6,096,549","5,470,456"
,"営業利益（損失）","1,254,855","855,922","999,658","1,525,612","-148,094","711,148","1,367,359","1,260,964","407,134","1,038,506","992,109","373,065"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","0","0","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","11,299","0","0","0","0","0","0","0","0","0","0","0"
