"ｺｰﾄﾞ","勘定科目名"," 1年  6月"," 1年  7月"," 1年  8月"," 1年  9月"," 1年 10月"," 1年 11月"," 1年 12月"," 2年  1月"," 2年  2月"," 2年  3月"," 2年  4月"," 2年  5月"
"4111","売上高","4,675,872","4,302,822","4,243,297","5,096,084","4,874,551","4,771,905","4,458,722","4,653,007","4,618,284","5,235,375","4,293,064","4,385,393"
"4112","会員券売上高","99,072","129,628","183,329","197,221","283,181","197,911","313,456","193,729","131,366","164,093","132,092","162,002"
"4113","ゴルフ用品・雑貨売上高","45,771","62,146","49,357","52,758","30,305","55,134","43,404","30,163","13,887","37,361","29,394","47,677"
"4114","手数料収入","129,989","155,664","125,482","209,042","99,230","129,680","153,336","77,819","93,861","149,113","87,171","69,438"
"4115","ポイント値引・入会金返金(△)","697,489","605,417","697,822","1,138,287","807,288","733,061","697,474","843,376","698,131","814,185","654,873","703,095"
,"純売上高","4,253,215","4,044,843","3,903,643","4,416,818","4,479,979","4,421,569","4,271,444","4,111,342","4,159,267","4,771,757","3,886,848","3,961,415"
"5111","期首棚卸高","0","0","0","0","0","0","0","0","278,471","0","0","0"
"5211","商品仕入高","8,143","23,860","25,747","38,468","11,587","16,975","59,463","95,446","4,174","20,751","382","6,082"
"5212",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5215",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5216",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","0","0","0","0","0","0","0","0","331,818","0","0","0"
,"当期売上原価","8,143","23,860","25,747","38,468","11,587","16,975","59,463","95,446","-49,173","20,751","382","6,082"
,"売上総利益","4,245,072","4,020,983","3,877,896","4,378,350","4,468,392","4,404,594","4,211,981","4,015,896","4,208,440","4,751,006","3,886,466","3,955,333"
"6111","プロ報酬","13,889","20,371","15,740","13,889","12,727","17,273","9,091","14,546","13,637","14,546","5,454","0"
"6311","雑給","718,946","669,389","688,700","770,561","679,116","657,324","784,469","645,770","624,238","731,894","785,549","0"
"6112","旅費交通費","37,255","33,340","34,481","33,795","28,994","38,325","47,818","28,818","29,583","32,108","30,305","200"
"6113","広告宣伝費","117,200","117,200","123,440","558,756","181,291","148,200","142,200","112,200","218,900","533,945","159,400","2,200"
"6114","教育訓練費","0","0","0","0","0","0","0","0","0","0","0","0"
"6115","接客サービス費","150,824","191,243","167,848","391,918","118,726","264,079","208,941","154,423","249,598","136,775","210,523","6,645"
"6116","コンペ参加諸費","26,534","28,701","9,887","40,243","4,336","9,228","56,943","1,864","2,591","27,809","1,941","1,864"
"6117","プレイ器具費","39,167","7,300","0","44,100","60,280","0","165,000","0","630,000","35,450","18,130","0"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","165,000","165,000","165,000","165,000","165,000","165,000","165,000","165,000","215,000","165,000","165,000","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","社員給与","877,356","860,005","917,245","978,173","870,050","860,677","885,136","882,023","965,236","944,925","863,550","0"
"6213","従業員賞与","60,000","25,000","25,000","25,000","25,000","25,000","85,000","25,000","50,000","25,000","25,000","0"
"6312","法定福利費","312,393","132,875","132,875","132,846","121,170","126,968","98,926","126,953","248,986","126,975","127,115","252,950"
"6226","厚生費","16,413","3,528","5,590","10,474","10,567","8,581","24,156","3,050","18,456","3,050","4,649","969"
"6119","退職手当等","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","418,000","418,000","418,000","418,000","418,000","418,000","418,000","418,000","417,500","295,000","295,000","0"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃・リース料","0","0","0","0","0","0","0","0","61,183","0","0","0"
"6216","修繕費","218,558","312,590","17,730","17,230","73,860","108,310","41,975","0","278,518","78,030","50,000","0"
"6217","事務用消耗品費","7,202","13,992","3,330","26,177","12,455","30,967","3,200","27,246","7,558","21,913","16,165","0"
"6218","通信交通費","13,220","15,231","13,045","16,671","19,516","12,829","15,975","12,768","12,053","12,886","19,417","6,865"
"6219","水道光熱費","123,215","182,004","136,407","73,135","135,529","174,001","136,503","393,462","-31,189","404,083","164,614","666"
"6221","租税公課","0","138,000","0","0","0","0","138,000","0","173,200","9,020","132,800","0"
"6222","会議費","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","2,470","0","0","2,063","0","0","37,733","17,340","49,049","5,173","0","0"
"6224","保険料","0","0","0","0","316,670","0","34,326","0","4,222","0","0","0"
"6225","備品消耗品費","18,980","249,859","17,274","29,148","232,950","12,360","71,759","24,117","769,279","21,900","188,228","9,987"
"6227","管理諸費","46,800","46,800","46,800","90,800","46,800","46,800","46,800","214,150","46,800","46,800","394,300","21,800"
"6228","寄附金","0","10,000","0","0","0","0","3,000","0","0","0","0","0"
"6229","その他の一般管理費","0","33,000","0","33,000","16,500","0","16,500","33,000","0","33,000","16,500","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","3,421","0","0","0"
"6231","雑費","12,177","3,700","4,000","7,217","5,345","6,591","8,473","23,500","6,318","4,500","22,800","9,055"
