"ｺｰﾄﾞ","勘定科目名"," 5年  7月"," 5年  8月"," 5年  9月"," 5年 10月"," 5年 11月"," 5年 12月"," 6年  1月"," 6年  2月"," 6年  3月"," 6年  4月"," 6年  5月"," 6年  6月"
"4111","売上高","4,515,557","4,086,579","4,762,981","5,080,380","4,799,823","4,351,166","4,581,124","4,183,205","4,837,262","4,608,820","4,524,120","4,160,721"
"4112","会員券売上高","195,639","373,458","259,000","259,000","596,000","304,000","200,000","224,000","250,000","191,000","335,000","250,000"
"4113","ゴルフ用品・雑貨売上高","59,769","63,660","64,186","45,769","47,529","50,188","48,897","41,978","56,887","59,388","60,806","40,027"
"4114","手数料収入","198,556","183,210","204,114","418,653","228,965","210,092","117,011","106,809","164,739","173,651","422,145","137,869"
"4115","ポイント値引・入会金返金(△)","704,139","682,467","618,863","924,800","843,228","779,522","924,092","841,889","876,805","919,167","824,658","655,918"
,"純売上高","4,265,382","4,024,440","4,671,418","4,879,002","4,829,089","4,135,924","4,022,940","3,714,103","4,432,083","4,113,692","4,517,413","3,932,699"
"5111","期首棚卸高","0","0","326,207","0","0","0","0","0","0","0","0","0"
"5211","商品仕入高","8,520","5,840","85,192","11,454","3,116","154,154","74,421","3,764","5,459","126,972","42,492","53,001"
"5212",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5215",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5216",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","0","0","375,705","0","0","0","0","0","0","0","0","0"
,"当期売上原価","8,520","5,840","35,694","11,454","3,116","154,154","74,421","3,764","5,459","126,972","42,492","53,001"
,"売上総利益","4,256,862","4,018,600","4,635,724","4,867,548","4,825,973","3,981,770","3,948,519","3,710,339","4,426,624","3,986,720","4,474,921","3,879,698"
"6111","プロ報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6311","雑給","769,078","609,489","804,523","824,563","801,481","795,071","753,475","640,593","761,154","679,940","724,692","679,346"
"6112","旅費交通費","26,454","25,964","25,458","27,350","27,205","21,776","30,999","24,423","25,501","32,171","23,173","22,071"
"6113","広告宣伝費","166,525","317,261","568,025","213,031","181,947","203,725","178,925","265,461","401,064","206,168","212,890","189,945"
"6114","教育訓練費","0","0","0","0","0","0","0","0","0","0","0","0"
"6115","接客サービス費","254,299","267,515","153,917","173,711","476,985","159,915","166,801","243,773","159,244","147,450","251,938","255,640"
"6116","コンペ参加諸費","59,286","15,610","11,880","0","26,795","30,554","2,759","30,502","18,063","14,448","0","0"
"6117","プレイ器具費","0","0","0","0","230,000","230,000","0","0","0","34,200","4,410","108,000"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
