"ｺｰﾄﾞ","勘定科目名"," 4年 10月"," 4年 11月"," 4年 12月"," 5年  1月"," 5年  2月"," 5年  3月"," 5年  4月"," 5年  5月"," 5年  6月"," 5年  7月"," 5年  8月"," 5年  9月"
"6312","法定福利費","399,544","399,531","349,441","399,406","399,847","399,772","400,026","399,699","335,041","694,917","399,856","623,205"
"6226","厚生費","21,449","21,379","62,775","9,380","9,380","59,620","9,380","9,380","5,700","9,380","9,380","101,313"
"6119","退職手当等","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","575,000","575,000","575,000","697,000","697,000","697,000","697,000","697,000","697,000","697,000","697,000","791,013"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃・リース料","664,372","664,372","1,805,124","664,372","664,372","664,372","647,706","1,546,053","665,888","665,888","665,888","727,069"
"6216","修繕費","484,025","30,560","80,570","30,000","54,200","794,455","0","76,964","140,300","41,510","159,879","61,666"
"6217","事務用消耗品費","75,574","45,924","45,527","20,899","49,606","55,671","39,497","43,096","43,814","54,471","67,168","31,020"
"6218","通信交通費","50,795","29,966","37,224","43,457","32,142","28,934","41,882","31,682","29,476","36,071","35,471","29,692"
"6219","水道光熱費","311,376","384,286","418,613","598,216","732,485","668,031","426,439","388,798","269,228","327,886","236,506","304,683"
"6221","租税公課","0","120,100","154,000","11,650","211,450","0","0","285,800","0","236,000","48,500","5,400"
"6222","会議費","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","2,514","20,358","0","46,827","37,780","12,127","80,290","6,973","16,348","0","101,436"
"6224","保険料","347,350","69,210","112,930","99,800","145,870","-20,330","82,893","0","0","0","17,650","872,066"
"6225","備品消耗品費","31,442","118,112","76,639","92,516","26,736","56,174","58,119","44,346","59,549","77,225","61,292","78,822"
"6227","管理諸費","91,800","702,320","93,709","171,800","281,720","91,800","91,800","191,800","91,800","91,800","151,800","171,800"
"6228","寄附金","5,000","0","18,182","5,000","21,818","20,000","0","10,000","0","10,000","0","5,000"
"6229","その他の一般管理費","32,000","32,000","15,500","48,500","32,000","32,000","15,500","48,500","32,000","32,000","32,000","15,500"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","99,037","165,137","122,807","261,857","247,900","303,328","323,122","186,258","210,360","215,538","168,176","198,880"
,"販売費及び一般管理費計","9,343,300","8,121,605","11,020,642","8,195,257","8,965,698","9,414,072","8,026,824","9,007,048","7,749,619","8,620,997","8,508,364","9,468,404"
,"営業利益（損失）","2,543,194","2,053,162","-2,247,466","1,104,641","-328,384","570,720","1,811,309","1,776,050","1,644,891","292,512","-40,946","33,166"
"7111","受取利息","0","0","0","0","55","115","0","0","0","0","51","86"
"7112","受入家賃","0","0","0","0","0","0","0","0","0","0","0","0"
"7113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","26","54,545","0","0","0","0","533,000","0","325","19,005"
,"営業外収益計","0","0","26","54,545","55","115","0","0","533,000","0","376","19,091"
"7511","支払利息割引料","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7513",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7514",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","400,000","3,430","700","0","0","0","0","0","0"
,"営業外費用計","0","0","0","400,000","3,430","700","0","0","0","0","0","0"
,"経常利益（損失）","2,543,194","2,053,162","-2,247,440","759,186","-331,759","570,135","1,811,309","1,776,050","2,177,891","292,512","-40,570","52,257"
