"ｺｰﾄﾞ","勘定科目名"," 4年  8月"," 4年  9月"," 4年 10月"," 4年 11月"," 4年 12月"," 5年  1月"," 5年  2月"," 5年  3月"," 5年  4月"," 5年  5月"," 5年  6月"," 5年  7月"
"4111","売上高","6,134,268","5,714,753","7,112,996","6,710,347","9,451,124","7,615,648","5,645,781","8,038,832","7,002,388","7,185,238","7,084,343","7,540,520"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","6,134,268","5,714,753","7,112,996","6,710,347","9,451,124","7,615,648","5,645,781","8,038,832","7,002,388","7,185,238","7,084,343","7,540,520"
"5111","期首棚卸高","740,271","835,250","1,459,903","1,513,800","1,543,367","1,863,802","1,426,400","1,447,819","1,507,426","2,022,570","1,972,126","1,683,089"
"5211","商品仕入高","2,059,051","2,208,858","2,326,073","2,349,170","3,269,662","2,038,750","1,923,050","2,673,902","2,342,024","2,170,584","2,139,273","2,383,872"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","835,250","1,459,903","1,513,800","1,543,367","1,863,802","1,426,400","1,447,819","1,507,426","2,022,570","1,972,126","1,683,089","1,490,537"
,"当期売上原価","1,964,072","1,584,205","2,272,176","2,319,603","2,949,227","2,476,152","1,901,631","2,614,295","1,826,880","2,221,028","2,428,310","2,576,424"
,"売上総利益","4,170,196","4,130,548","4,840,820","4,390,744","6,501,897","5,139,496","3,744,150","5,424,537","5,175,508","4,964,210","4,656,033","4,964,096"
"6111","給与手当","580,435","685,650","380,000","370,000","432,782","380,000","370,000","380,000","616,500","609,100","554,607","551,763"
"6311","雑給","1,333,621","1,135,912","1,292,298","1,291,864","1,696,433","1,591,132","1,491,524","1,805,197","1,061,873","1,168,128","1,243,698","1,299,092"
"6112","旅費交通費","41,961","71,970","41,786","39,831","47,650","39,457","32,840","35,860","52,485","48,735","44,651","49,034"
"6113","広告宣伝費","598,435","538,590","553,574","481,441","733,877","549,692","573,611","587,343","504,884","611,013","537,883","546,404"
"6114","販売促進費","73,013","36,331","55,769","57,610","52,573","49,117","28,253","62,906","28,896","35,784","45,291","35,015"
"6115","荷造発送費","0","0","1,500","0","0","1,500","0","0","0","0","0","0"
"6116","外注費","0","0","0","0","80,504","56,265","0","0","47,660","10,875","20,013","20,250"
"6117","支払手数料","211,758","249,178","322,505","234,949","270,391","256,759","196,431","120,107","190,699","97,028","120,975","117,943"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","85,500","85,500","57,000","57,000","-231,000","57,000","57,000","57,000","57,000","57,000","57,000","57,000"
"6312","法定福利費","119,330","142,413","114,018","114,018","118,471","114,018","114,018","114,018","167,484","154,580","171,123","154,580"
"6226","厚生費","82,532","106,978","5,000","71,128","18,384","10,384","48,857","11,733","44,006","35,324","48,033","13,983"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","226,988","246,835","222,951","222,951","222,951","222,951","222,951","222,951","222,951","222,951","222,951","222,951"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","636,364","636,364","636,364","636,364","636,364","636,364","636,364","636,364","636,364","636,364","636,364","636,364"
"6216","修繕／車両関係費","47,495","155,250","125,040","57,500","0","52,500","29,900","0","173,294","44,000","77,980","101,000"
"6217","事務用消耗品費","0","0","0","0","0","0","0","0","0","0","0","0"
"6218","通信交通費","18,048","10,075","10,107","10,098","2,203","18,204","10,466","10,082","2,203","18,124","10,136","10,099"
"6219","水道光熱費","462,897","424,406","454,221","329,574","365,348","390,563","493,786","319,954","362,684","312,219","376,831","416,247"
"6221","租税公課","0","800","0","0","0","0","1,200","0","1,000","1,000","2,000","0"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","5,000","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","20,000","20,000","20,000","20,000","20,000","20,000","20,000","20,000","20,000","20,000","20,000","20,000"
"6225","備品消耗品費","111,796","161,341","168,595","111,314","266,628","224,301","135,362","175,690","117,554","1,606,565","115,147","91,899"
"6227","管理諸費","187,925","128,642","130,395","122,512","152,447","136,009","159,440","131,451","152,702","121,486","158,724","211,087"
