"ｺｰﾄﾞ","勘定科目名"," 3年  9月"," 3年 10月"," 3年 11月"," 3年 12月"," 4年  1月"," 4年  2月"," 4年  3月"," 4年  4月"," 4年  5月"," 4年  6月"," 4年  7月"," 4年  8月"
"4111","売上高","244,477,255","317,244,361","315,381,533","406,341,320","310,263,868","217,432,531","335,524,139","304,278,921","325,670,724","284,812,391","315,738,782","328,993,503"
"4112","賃貸料収入","4,120,051","5,446,404","4,730,670","4,693,503","4,503,179","4,016,865","5,340,102","4,741,143","5,097,730","4,454,350","4,336,879","3,704,978"
"4113","ＬＬＰ収益","170,850,274","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","795,262","704,114","1,039,590","730,800","274,030","88,824","137,528","147,811","126,433","148,007","126,583"
,"純売上高","419,447,580","321,895,503","319,408,089","409,995,233","314,036,247","221,175,366","340,775,417","308,882,536","330,620,643","289,140,308","319,927,654","332,571,898"
"5111","期首棚卸高","60,856,598","76,929,519","88,532,713","85,959,832","113,028,721","102,350,348","97,850,022","88,507,983","100,294,250","82,071,463","77,374,108","79,148,350"
"5211","商品仕入高","39,739,853","82,449,274","82,693,079","133,418,342","62,065,116","47,103,015","83,936,505","81,056,020","77,294,970","71,631,534","79,516,841","97,367,887"
"5212","通信商品仕入高","141,448,942","82,468,501","59,831,390","80,770,218","72,229,512","60,574,790","76,842,950","70,830,860","54,062,884","53,092,554","60,390,586","48,652,126"
"5215","ｺﾐｯｼｮﾝ清掃代","24,673","79,206","43,127","38,993","32,173","35,191","16,100","28,698","32,080","33,624","22,880","28,279"
"5216","ＬＬＰ原価","99,963,208","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","76,929,519","88,532,713","85,959,832","113,028,721","102,350,348","97,850,022","88,507,983","100,294,250","82,071,463","77,374,108","79,148,350","82,212,684"
,"当期売上原価","265,103,755","153,393,787","145,140,477","187,158,664","145,005,174","112,213,322","170,137,594","140,129,311","149,612,721","129,455,067","138,156,065","142,983,958"
