"ｺｰﾄﾞ","勘定科目名","31年  3月","31年  4月"," 1年  5月"," 1年  6月"," 1年  7月"," 1年  8月"," 1年  9月"," 1年 10月"," 1年 11月"," 1年 12月"," 2年  1月"," 2年  2月"
"4111","売上高","12,657,867","14,660,279","12,215,796","5,023,769","8,646,840","18,947,101","3,425,254","4,644,722","6,943,270","3,636,672","3,168,657","11,365,973"
"4112","賃貸料収入","3,539,183","2,956,217","3,273,948","2,562,154","3,190,574","9,947,480","7,342,541","4,450,979","3,257,906","2,714,542","3,810,069","3,255,940"
"4113","ＬＬＰ収益","0","226,630,002","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","16,197,050","244,246,498","15,489,744","7,585,923","11,837,414","28,894,581","10,767,795","9,095,701","10,201,176","6,351,214","6,978,726","14,621,913"
"5111","期首たな卸高","0","0","0","0","0","0","0","0","0","0","0","0"
"5211","商品仕入高","194,452","351,587","20,000","0","38,479","529,946","29,536","127,186","0","0","-229,265","26,896"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","1,498,476","1,738,617","1,511,825","1,293,241","1,744,757","1,390,689","1,211,555","1,412,778","1,265,222","35,301","38,670","29,708"
"5216","ＬＬＰ原価","0","113,883,830","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末たな卸高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"当期売上原価","1,692,928","115,974,034","1,531,825","1,293,241","1,783,236","1,920,635","1,241,091","1,539,964","1,265,222","35,301","-190,595","56,604"
,"売上総利益","14,504,122","128,272,464","13,957,919","6,292,682","10,054,178","26,973,946","9,526,704","7,555,737","8,935,954","6,315,913","7,169,321","14,565,309"
"6111","給与手当","4,886,952","7,733,627","4,611,610","4,518,578","4,815,053","4,615,713","4,646,778","4,481,013","4,607,394","4,177,264","2,241,000","2,211,000"
"6311","雑給","0","0","0","0","0","111,875","387,176","0","0","-50,000","1,427,020","1,263,924"
"6112","旅費交通費","705,793","1,517,669","860,283","794,834","772,420","642,374","1,895,112","1,011,519","2,098,028","855,353","-373,516","1,225,218"
"6113","広告宣伝費","2,450,712","883,169","7,027,402","2,744,068","2,364,375","1,566,108","1,828,606","2,895,026","1,452,701","2,526,645","1,105,484","1,118,442"
"6114","販売促進費","1,127,567","490,412","294,791","424,416","468,905","568,005","319,226","874,843","426,538","255,780","450,765","286,992"
"6115","荷造発送費","2,770","4,700","2,860","1,060","15,624","2,449","840","2,230","1,820","22,090","840","1,810"
"6116","外注費","550,370","536,556","565,815","536,556","529,296","594,556","500,000","500,000","523,382","500,000","0","1,000,000"
"6117","支払手数料","619,702","610,262","536,706","1,072,279","769,150","1,407,386","755,262","3,343,579","1,225,485","838,560","3,742,561","153,647"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","9,030,000","9,030,000","9,030,000","9,030,000","9,030,000","9,030,000","9,030,000","8,330,000","8,330,000","8,330,000","8,330,000","8,330,000"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","385,000","385,000","385,000","-933,500","385,000","385,000","385,000","385,000","385,000","-1,033,500","385,000","385,000"
"6312","法定福利費","242,784","-580,116","792,328","352,605","3,317,998","213,896","6,325,566","240,607","96,109","785,584","594,046","230,992"
"6226","厚生費","8,601,694","1,519,851","204,718","837,489","5,601,243","4,462,303","-2,948,471","507,078","5,087,539","-665,579","83,344","15,752,588"
"6119","退職金","0","0","2,000,000","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","5,320,074","5,320,074","5,320,074","5,320,074","5,320,074","5,320,074","8,535,955","5,860,641","5,860,641","5,860,641","5,860,641","5,860,641"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","2,282,592","2,173,703","2,151,481","2,157,962","2,162,592","3,305,185","2,219,629","2,407,212","-71,818","-50,909","-72,727","-61,818"
"6216","修繕／車両関係費","1,534,955","839,885","-757,295","-1,059,390","-1,415,342","-1,010,321","2,162,842","-796,856","-826,389","-1,560,519","-1,546,536","-647,339"
"6217","事務用消耗品費","0","0","0","26,000","0","42,921","40,977","0","42,846","0","0","30,778"
"6218","通信交通費","137,537","280,846","398,206","151,259","414,085","93,045","2,314,673","225,145","73,628","237,704","403,811","58,506"
"6219","水道光熱費","778,224","509,450","609,915","431,960","514,577","483,992","107,972","534,558","424,864","936,988","195,517","333,164"
"6221","租税公課","849,417","71,325","4,271,669","23,591","4,987,250","858,707","11,450,081","61,300","80,117","10,000","628,972","155,536"
"6222","寄付金","0","10,000","60,000","20,000","10,000","10,000","75,000","50,000","0","9,000","0","10,000"
"6223","接待交際費","987,052","611,351","839,299","878,107","1,505,624","1,031,087","1,509,778","587,293","885,868","1,419,174","563,334","1,060,270"
"6224","保険料","245,342","-31,898","-16,528","-6,068","37,212","19,002","1,225,664","97,115","106,515","22,990","54,580","164,820"
"6225","備品消耗品費","79,802","335,040","1,707,502","204,944","602,470","307,656","6,009,631","121,941","132,569","211,514","-55,200","107,942"
"6227","管理諸費","1,530,986","1,855,710","1,295,922","1,189,929","1,323,337","357,998","1,606,713","1,493,530","3,464,113","1,175,932","3,147,536","1,498,802"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","205,000","390,200","257,000","393,680","199,000","77,000","74,000","160,000","269,500","125,000","60,000","319,333"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","451,853","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","5,037","0","0","0","0","0"
,"販売費及び一般管理費計","42,554,325","34,496,816","42,448,758","29,110,433","43,729,943","34,496,011","60,914,900","33,372,774","34,676,450","24,939,712","27,226,472","40,850,248"
,"営業利益（損失）","-28,050,203","93,775,648","-28,490,839","-22,817,751","-33,675,765","-7,522,065","-51,388,196","-25,817,037","-25,740,496","-18,623,799","-20,057,151","-26,284,939"
"7111","受取利息","647","0","75,076","4","5","75,855","794,408","10","405,002","6","5","405,860"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","10,000,000","1,660","919","0","81","0","3,000,000","0","0","0"
"7118","雑収入","1,207,144","211,468","338,052","166,440","1,922,039","5,141,348","6,066,551","330,465","465,574","1,331,772","177,759","3,501,039"
