"ｺｰﾄﾞ","勘定科目名"," 3年  1月"," 3年  2月"," 3年  3月"," 3年  4月"," 3年  5月"," 3年  6月"," 3年  7月"," 3年  8月"," 3年  9月"," 3年 10月"," 3年 11月"," 3年 12月"
"4111","売上高","21,588,897","19,450,708","23,332,813","18,197,206","18,137,721","16,042,232","17,459,219","18,413,889","18,097,566","23,764,274","18,027,263","19,903,348"
"4112","賃貸料収入","250,000","250,000","250,000","250,000","250,000","250,000","250,000","250,000","250,000","250,000","0","250,000"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","21,838,897","19,700,708","23,582,813","18,447,206","18,387,721","16,292,232","17,709,219","18,663,889","18,347,566","24,014,274","18,027,263","20,153,348"
"5111","期首棚卸高","4,349,475","3,959,672","3,865,478","3,881,736","3,774,915","3,538,177","3,744,269","3,359,193","3,300,010","3,682,447","3,711,377","3,711,088"
"5211","商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5212","通信商品仕入高","16,877,739","14,871,785","18,165,624","13,091,122","13,171,521","11,123,624","12,404,180","13,237,881","13,574,728","19,028,461","13,594,016","14,818,170"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","3,959,672","3,865,478","3,881,736","3,774,915","3,538,177","3,744,269","3,359,193","3,300,010","3,682,447","3,711,377","3,711,088","3,522,724"
,"当期売上原価","17,267,542","14,965,979","18,149,366","13,197,943","13,408,259","10,917,532","12,789,256","13,297,064","13,192,291","18,999,531","13,594,305","15,006,534"
,"売上総利益","4,571,355","4,734,729","5,433,447","5,249,263","4,979,462","5,374,700","4,919,963","5,366,825","5,155,275","5,014,743","4,432,958","5,146,814"
"6111","給与手当","2,615,918","2,558,181","2,592,207","2,314,087","2,315,423","2,290,332","2,247,357","2,371,423","2,313,645","2,190,333","2,415,089","2,263,512"
"6311","雑給","375,675","356,875","403,875","523,935","544,925","564,800","532,750","572,675","433,900","405,600","395,925","422,388"
"6112","旅費交通費","78,343","73,751","82,497","88,072","92,215","88,555","72,957","72,515","58,080","59,617","41,441","43,735"
"6113","広告宣伝費","84,000","96,727","118,091","44,365","68,400","81,727","110,595","60,818","98,600","74,009","96,736","92,637"
"6114","販売促進費","19,091","42,162","66,300","83,560","20,200","44,291","75,064","19,878","30,208","49,817","18,719","15,524"
"6115","荷造発送費","1,395","1,060","8,665","640","1,260","0","0","2,270","0","840","0","0"
"6116","外注費","0","110,600","0","150,000","0","0","0","0","0","0","0","0"
"6117","支払手数料","374,503","465,863","477,086","369,715","481,414","393,742","602,863","357,988","452,971","455,399","379,363","424,860"
