"ｺｰﾄﾞ","勘定科目名"," 4年  2月"," 4年  3月"," 4年  4月"," 4年  5月"," 4年  6月"," 4年  7月"," 4年  8月"," 4年  9月"," 4年 10月"," 4年 11月"," 4年 12月"," 5年  1月"
"4111","売上高","9,030,949","14,345,302","13,105,174","13,883,585","12,041,174","14,332,746","13,824,608","12,321,162","16,067,740","18,687,465","27,594,137","23,130,214"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","9,030,949","14,345,302","13,105,174","13,883,585","12,041,174","14,332,746","13,824,608","12,321,162","16,067,740","18,687,465","27,594,137","23,130,214"
"5111","期首棚卸高","8,575,405","7,707,507","6,820,620","6,287,253","5,770,552","4,598,466","5,280,691","9,789,654","11,644,972","9,305,915","10,499,547","9,899,884"
"5211","商品仕入高","2,442,378","3,949,464","3,904,745","4,253,234","3,134,701","5,538,923","9,305,960","6,207,116","3,180,278","7,683,140","9,835,626","4,746,184"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","7,707,507","6,820,620","6,287,253","5,770,552","4,598,466","5,280,691","9,789,654","11,644,972","9,305,915","10,499,547","9,899,884","7,487,040"
,"当期売上原価","3,310,276","4,836,351","4,438,112","4,769,935","4,306,787","4,856,698","4,796,997","4,351,798","5,519,335","6,489,508","10,435,289","7,159,028"
,"売上総利益","5,720,673","9,508,951","8,667,062","9,113,650","7,734,387","9,476,048","9,027,611","7,969,364","10,548,405","12,197,957","17,158,848","15,971,186"
"6111","給与手当","1,718,000","1,678,100","1,720,000","1,468,000","1,588,000","1,605,137","1,629,264","1,468,000","1,503,000","1,503,000","1,700,740","1,503,000"
"6311","雑給","2,419,105","2,517,805","2,167,496","2,505,695","2,368,004","2,441,954","2,589,736","2,302,197","2,465,857","2,728,240","3,365,212","3,414,711"
"6112","旅費交通費","87,293","94,693","83,380","83,060","67,666","107,529","73,660","96,679","72,426","70,905","81,626","97,284"
"6113","広告宣伝費","634,648","998,157","1,013,146","870,417","822,022","1,127,907","714,707","775,844","882,352","1,113,030","1,368,675","1,207,005"
"6114","販売促進費","149,512","225,170","270,867","220,110","214,697","202,300","213,181","248,369","373,950","296,598","319,309","352,100"
"6115","荷造発送費","0","0","0","0","0","0","1,460","0","0","1,850","9,360","0"
"6116","外注費","0","0","0","0","0","0","86,708","30,994","30,132","6,105","6,408","6,306"
"6117","支払手数料","277,333","400,354","463,108","690,295","411,040","379,854","455,163","576,337","668,734","538,051","749,483","716,112"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","0","0","478,750","92,250","92,250","92,250","92,250","61,499","61,499","-113,501","61,499"
"6312","法定福利費","370,241","362,262","361,988","424,634","457,348","394,800","358,335","373,590","373,590","373,590","398,006","373,590"
"6226","厚生費","16,361","115,249","53,442","46,623","78,538","52,721","88,169","117,078","5,000","85,296","18,120","109,314"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","216,391","216,391","216,391","216,391","216,391","216,391","216,391","216,492","197,844","197,844","197,844","197,844"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","2,500,000","2,500,000","2,500,000","2,500,000","2,500,000","2,500,000","2,500,000","2,500,000","2,500,000","2,500,000","2,500,000","2,500,000"
"6216","修繕／車両関係費","0","0","0","307,280","292,900","515,150","78,700","853,091","90,000","5,750","1,950,400","361,100"
"6217","事務用消耗品費","0","0","0","0","0","0","0","0","0","0","0","0"
"6218","通信交通費","15,989","22,059","15,314","15,217","20,783","15,408","15,226","22,472","15,228","22,529","15,370","29,785"
"6219","水道光熱費","703,989","684,279","552,883","628,115","575,791","717,241","791,878","931,899","770,357","736,581","649,165","963,728"
"6221","租税公課","0","3,000","4,000","2,000","3,000","5,000","4,000","3,000","2,000","7,000","6,000","8,000"
"6222","寄付金","0","0","20,000","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","26,920"
"6224","保険料","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000"
"6225","備品消耗品費","392,948","427,644","334,291","582,425","656,108","457,847","917,504","642,060","478,877","546,947","946,494","747,717"
"6227","管理諸費","320,756","351,349","317,958","475,225","364,977","568,308","395,727","334,593","381,668","325,288","348,502","350,949"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","12,000","0","0","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
"6232","本社　指導料","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","9,852,566","10,626,512","10,124,264","11,544,237","10,759,515","11,441,797","11,252,059","11,614,945","10,902,514","11,150,103","14,547,213","13,056,964"
,"営業利益（損失）","-4,131,893","-1,117,561","-1,457,202","-2,430,587","-3,025,128","-1,965,749","-2,224,448","-3,645,581","-354,109","1,047,854","2,611,635","2,914,222"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","4,887","3,707","2,596","1,874","85,832","3,623","5,444","5,374","3,178","5,026","3,637","5,930"
,"営業外収益計","4,887","3,707","2,596","1,874","85,832","3,623","5,444","5,374","3,178","5,026","3,637","5,930"
"7511","支払利息","0","108,060","-108,060","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","100,000","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","108,060","-108,060","0","0","0","0","100,000","0","0","0","0"
,"経常利益（損失）","-4,127,006","-1,221,914","-1,346,546","-2,428,713","-2,939,296","-1,962,126","-2,219,004","-3,740,207","-350,931","1,052,880","2,615,272","2,920,152"
