"ｺｰﾄﾞ","勘定科目名"," 4年  3月"," 4年  4月"," 4年  5月"," 4年  6月"," 4年  7月"," 4年  8月"," 4年  9月"," 4年 10月"," 4年 11月"," 4年 12月"," 5年  1月"," 5年  2月"
"4111","売上高","21,799,285","19,214,895","20,098,718","17,696,291","19,262,721","21,895,838","18,537,279","20,096,657","18,594,146","26,383,117","23,400,373","17,366,359"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","21,799,285","19,214,895","20,098,718","17,696,291","19,262,721","21,895,838","18,537,279","20,096,657","18,594,146","26,383,117","23,400,373","17,366,359"
"5111","期首棚卸高","1,884,756","2,316,647","2,249,639","2,021,027","1,530,356","2,032,686","1,541,181","2,338,698","1,859,998","2,116,577","6,041,291","2,189,194"
"5211","商品仕入高","10,439,975","8,701,228","9,073,116","7,961,359","8,525,590","9,189,437","8,889,936","8,387,387","8,892,665","16,593,110","7,126,148","8,219,407"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","2,316,647","2,249,639","2,021,027","1,530,356","2,032,686","1,541,181","2,338,698","1,859,998","2,116,577","6,041,291","2,189,194","2,193,620"
,"当期売上原価","10,008,084","8,768,236","9,301,728","8,452,030","8,023,260","9,680,942","8,092,419","8,866,087","8,636,086","12,668,396","10,978,245","8,214,981"
,"売上総利益","11,791,201","10,446,659","10,796,990","9,244,261","11,239,461","12,214,896","10,444,860","11,230,570","9,958,060","13,714,721","12,422,128","9,151,378"
"6111","給与手当","1,269,340","1,339,000","1,159,000","1,287,000","1,207,000","1,174,000","1,054,500","1,155,000","1,153,000","1,290,913","1,224,000","1,093,850"
"6311","雑給","2,986,933","3,055,595","3,342,056","3,057,187","3,082,336","3,094,578","3,005,420","3,105,124","2,957,231","3,999,336","3,527,371","2,847,885"
"6112","旅費交通費","90,801","65,063","82,339","74,792","83,561","63,357","75,077","63,337","65,022","56,367","62,077","63,031"
"6113","広告宣伝費","946,925","753,420","1,164,521","785,277","777,155","865,408","787,973","1,149,676","1,103,959","1,110,701","1,377,313","758,210"
"6114","販売促進費","88,899","124,013","98,642","82,487","100,157","120,662","68,145","88,417","87,856","110,692","88,528","74,995"
"6115","荷造発送費","0","0","0","0","0","0","0","0","472","0","0","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","608,737","655,044","992,688","718,582","704,552","711,361","751,118","727,583","661,396","816,781","853,662","653,961"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","0","246,780","99,500","99,500","99,500","99,500","66,333","66,333","-201,667","66,333","66,333"
"6312","法定福利費","273,428","273,736","326,437","300,913","267,815","267,815","270,620","178,831","270,620","284,645","327,560","327,560"
"6226","厚生費","-1,364","79,549","21,850","64,075","25,640","63,665","32,085","35,180","35,082","118,474","25,710","49,704"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","110,903","110,903","110,903","110,903","110,903","110,903","369,760","94,293","94,293","94,293","94,293","94,293"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","2,205,910","2,205,910","2,205,910","2,233,183","2,205,909","2,205,909","2,205,909","2,205,909","2,205,909","2,205,909","2,205,909","2,205,909"
"6216","修繕／車両関係費","36,546","0","132,590","125,000","0","180,900","36,000","158,700","0","0","216,365","71,300"
"6217","事務用消耗品費","700","5,671","0","200","0","0","7,685","0","10,021","0","0","0"
"6218","通信交通費","19,550","13,448","14,653","14,352","16,054","13,588","16,088","13,559","16,060","14,268","16,738","14,032"
"6219","水道光熱費","474,432","842,166","596,881","908,440","720,874","1,141,066","1,003,604","1,087,017","690,568","895,971","822,778","1,083,966"
"6221","租税公課","4,233","1,000","0","0","0","0","1,000","0","0","0","0","0"
"6222","寄付金","0","0","0","0","0","6,666","0","0","4,000","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","11,120","0"
"6224","保険料","66,576","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000","60,000"
