"ｺｰﾄﾞ","勘定科目名"," 1年  6月"," 1年  7月"," 1年  8月"," 1年  9月"," 1年 10月"," 1年 11月"," 1年 12月"," 2年  1月"," 2年  2月"," 2年  3月"," 2年  4月"," 2年  5月"
"4111","売上高","17,788,801","14,987,175","17,464,224","15,066,227","16,174,770","21,730,991","27,097,847","22,887,468","17,569,006","13,128,981","4,951,838","10,692,295"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","17,788,801","14,987,175","17,464,224","15,066,227","16,174,770","21,730,991","27,097,847","22,887,468","17,569,006","13,128,981","4,951,838","10,692,295"
"5111","期首たな卸高","21,100,850","15,552,558","21,588,551","18,592,269","17,400,043","17,488,003","14,984,152","14,714,172","11,592,433","8,274,811","7,879,369","7,185,216"
"5211","商品仕入高","726,805","10,927,953","3,312,826","4,089,276","5,097,747","4,584,949","8,968,461","4,616,601","3,647,986","3,972,496","795,688","2,802,978"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末たな卸高      (△)","15,552,558","21,588,551","18,592,269","17,400,043","17,488,003","14,984,152","14,714,172","11,592,433","8,274,811","7,879,369","7,185,216","6,622,039"
,"当期売上原価","6,275,097","4,891,960","6,309,108","5,281,502","5,009,787","7,088,800","9,238,441","7,738,340","6,965,608","4,367,938","1,489,841","3,366,155"
,"売上総利益","11,513,704","10,095,215","11,155,116","9,784,725","11,164,983","14,642,191","17,859,406","15,149,128","10,603,398","8,761,043","3,461,997","7,326,140"
"6111","給与手当","2,605,075","2,469,841","2,199,174","2,116,340","2,253,000","2,283,000","2,280,000","2,340,000","2,395,000","2,044,041","1,842,348","1,614,675"
"6311","雑給","2,410,528","2,247,174","2,341,468","2,541,298","2,237,942","2,506,417","2,878,796","2,460,822","2,519,641","1,917,128","1,367,364","1,329,822"
"6112","旅費交通費","120,220","121,604","113,207","111,236","105,454","110,705","138,629","126,488","99,802","99,838","66,669","47,757"
"6113","広告宣伝費","1,396,300","1,101,899","1,456,028","1,386,383","1,320,807","1,675,908","1,355,238","895,890","922,109","967,320","796,419","465,301"
"6114","販売促進費","344,401","70,861","236,857","387,360","51,549","82,162","115,461","298,355","223,720","345,385","31,289","66,179"
