"ｺｰﾄﾞ","勘定科目名"," 4年 10月"," 4年 11月"," 4年 12月"," 5年  1月"," 5年  2月"," 5年  3月"," 5年  4月"," 5年  5月"," 5年  6月"," 5年  7月"," 5年  8月"," 5年  9月"
"4111","売上高","2,550,314","2,447,167","4,584,019","3,113,226","3,157,953","3,980,818","4,814,790","3,015,070","2,637,499","6,147,245","5,580,242","5,667,220"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","2,550,314","2,447,167","4,584,019","3,113,226","3,157,953","3,980,818","4,814,790","3,015,070","2,637,499","6,147,245","5,580,242","5,667,220"
"5111","期首棚卸高","7,913,024","9,170,913","9,028,664","8,812,952","9,015,585","8,986,603","8,538,534","8,569,665","8,168,232","8,018,675","8,836,579","8,515,644"
"5211","商品仕入高","1,971,719","809,861","1,580,217","1,034,535","864,363","1,320,355","1,433,151","1,165,328","1,333,752","3,240,538","1,864,077","2,612,140"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","9,170,913","9,028,664","8,812,952","9,015,585","8,986,603","8,538,534","8,569,665","8,168,232","8,018,675","8,836,579","8,515,644","8,557,880"
,"当期売上原価","713,830","952,110","1,795,929","831,902","893,345","1,768,424","1,402,020","1,566,761","1,483,309","2,422,634","2,185,012","2,569,904"
,"売上総利益","1,836,484","1,495,057","2,788,090","2,281,324","2,264,608","2,212,394","3,412,770","1,448,309","1,154,190","3,724,611","3,395,230","3,097,316"
