"ｺｰﾄﾞ","勘定科目名"," 4年  3月"," 4年  4月"," 4年  5月"," 4年  6月"," 4年  7月"," 4年  8月"," 4年  9月"," 4年 10月"," 4年 11月"," 4年 12月"," 5年  1月"," 5年  2月"
"4111","売上高","14,242,781","11,911,304","14,087,373","11,862,286","14,877,675","14,680,123","12,804,564","13,809,605","13,597,258","18,073,305","15,517,742","13,152,496"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","14,242,781","11,911,304","14,087,373","11,862,286","14,877,675","14,680,123","12,804,564","13,809,605","13,597,258","18,073,305","15,517,742","13,152,496"
"5111","期首棚卸高","1,776,977","2,018,411","2,723,018","2,239,617","1,646,238","1,183,337","1,287,130","1,831,476","1,625,132","1,388,024","4,092,590","1,955,717"
"5211","商品仕入高","7,200,091","6,968,820","6,456,927","5,264,559","5,810,177","6,120,310","5,959,211","5,836,034","6,422,873","10,800,105","4,650,575","5,951,402"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","2,018,411","2,723,018","2,239,617","1,646,238","1,183,337","1,287,130","1,831,476","1,625,132","1,388,024","4,092,590","1,955,717","2,055,429"
,"当期売上原価","6,958,657","6,264,213","6,940,328","5,857,938","6,273,078","6,016,517","5,414,865","6,042,378","6,659,981","8,095,539","6,787,448","5,851,690"
,"売上総利益","7,284,124","5,647,091","7,147,045","6,004,348","8,604,597","8,663,606","7,389,699","7,767,227","6,937,277","9,977,766","8,730,294","7,300,806"
"6111","給与手当","1,273,166","1,267,654","1,147,000","1,292,000","1,516,028","1,269,500","1,154,500","1,025,000","1,025,000","1,167,412","1,025,000","1,050,000"
"6311","雑給","2,051,540","2,370,657","2,467,307","2,294,314","2,470,619","2,319,604","2,305,283","2,456,424","2,342,920","2,707,605","2,264,399","2,055,687"
"6112","旅費交通費","98,753","111,229","107,185","77,783","93,837","93,393","64,793","88,869","93,472","79,779","80,727","79,154"
"6113","広告宣伝費","634,099","576,744","968,792","641,520","682,311","735,208","602,777","833,584","847,703","933,382","1,060,642","894,714"
"6114","販売促進費","74,691","108,672","62,394","85,315","75,124","92,329","67,236","52,568","71,154","67,534","61,398","48,095"
"6115","荷造発送費","0","0","0","0","0","0","0","0","0","1,225","0","0"
"6116","外注費","0","0","0","0","0","0","0","0","68,631","68,032","128,913","213,014"
"6117","支払手数料","455,196","447,854","732,252","443,750","477,454","509,031","600,352","573,842","490,858","1,035,512","601,817","550,951"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","0","56,150","98,000","98,000","98,000","98,000","65,333","65,333","-166,667","65,333","65,333"
"6312","法定福利費","380,730","381,073","384,440","391,646","375,215","375,215","312,152","278,492","278,492","296,970","271,570","271,570"
"6226","厚生費","120,530","57,265","232,553","151,901","137,111","11,332","212,973","161,200","121,182","194,934","91,393","28,884"
