"ｺｰﾄﾞ","勘定科目名"," 4年 12月"," 5年  1月"," 5年  2月"," 5年  3月"," 5年  4月"," 5年  5月"," 5年  6月"," 5年  7月"," 5年  8月"," 5年 10月"," 5年 10月"," 5年 11月"
"4111","売上高","0","0","0","0","0","0","0","0","0","0","9,269,784","9,920,772"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","0","0","0","0","0","0","0","0","0","0","9,269,784","9,920,772"
"5111","期首棚卸高","0","0","0","0","0","0","0","0","0","0","1,010,363","1,061,512"
"5311","期末棚卸高        (△)","0","0","0","0","0","0","0","0","0","0","1,061,512","1,094,829"
"5211","商品仕入高","0","0","0","0","0","0","0","0","0","0","3,229,458","3,464,247"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"当期売上原価","0","0","0","0","0","0","0","0","0","0","3,178,309","3,430,930"
,"売上総利益","0","0","0","0","0","0","0","0","0","0","6,091,475","6,489,842"
"6111","給与手当","0","0","0","0","0","0","0","0","0","0","1,478,325","1,394,625"
"6311","雑給","0","0","0","0","0","0","0","0","0","0","1,225,255","1,234,138"
"6112","旅費交通費","0","0","0","0","0","0","0","0","0","0","46,424","40,328"
"6113","広告宣伝費","0","0","0","0","0","0","0","0","0","0","174,697","226,213"
"6114","販売促進費","0","0","0","0","0","0","0","0","0","0","18,114","29,155"
"6115","荷造発送費","0","0","0","0","0","0","0","0","0","0","0","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","0","0","0","0","0","0","0","0","0","0","162,674","161,477"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","0","0","0","0","0","0","0","0","0","0","63,416","63,416"
"6312","法定福利費","0","0","0","0","0","0","0","0","0","0","294,703","271,132"
"6226","厚生費","0","0","0","0","0","0","0","0","0","0","18,938","44,437"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","0","0","0","0","0","0","0","0","0","0","56,321","56,321"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","0","0","0","0","0","0","0","0","0","0","587,818","587,473"
"6216","修繕／車両関係費","0","0","0","0","0","0","0","0","0","0","11,000","5,500"
"6217","事務用消耗品費","0","0","0","0","0","0","0","0","0","0","0","1,087"
"6218","通信交通費","0","0","0","0","0","0","0","0","0","0","2,203","2,203"
"6219","水道光熱費","0","0","0","0","0","0","0","0","0","0","794,054","323,608"
"6221","租税公課","0","0","0","0","0","0","0","0","0","0","2,970","3,960"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","0","0","0","0","0","0","0","0","0","0","0","50,000"
"6225","備品消耗品費","0","0","0","0","0","0","0","0","0","0","136,492","127,867"
"6227","管理諸費","0","0","0","0","0","0","0","0","0","0","97,355","95,955"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","0","0","0","0","0","0","0","0","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
"6232","本社　指導料","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","0","0","0","0","0","0","0","0","0","0","5,170,759","4,718,895"
,"営業利益（損失）","0","0","0","0","0","0","0","0","0","0","920,716","1,770,947"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","0","0","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","0","0","0","0","0","0"
,"経常利益（損失）","0","0","0","0","0","0","0","0","0","0","920,716","1,770,947"
