"ｺｰﾄﾞ","勘定科目名","31年  4月"," 1年  5月"," 1年  6月"," 1年  7月"," 1年  8月"," 1年  9月"," 1年 10月"," 1年 11月"," 1年 12月"," 2年  1月"," 2年  2月"," 2年  3月"
"4111","売上高","9,553,886","9,974,224","8,961,079","10,217,627","11,207,331","9,032,946","8,444,142","8,948,274","12,765,828","9,470,164","8,472,693","7,782,012"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","9,553,886","9,974,224","8,961,079","10,217,627","11,207,331","9,032,946","8,444,142","8,948,274","12,765,828","9,470,164","8,472,693","7,782,012"
"5111","期首たな卸高","845,763","919,901","1,155,269","1,057,003","1,159,032","1,239,793","1,332,444","1,272,662","1,466,889","1,813,576","1,382,200","1,150,714"
"5211","商品仕入高","3,105,690","3,439,473","2,751,877","3,515,139","3,644,161","3,106,501","2,760,592","3,139,871","4,541,903","2,708,388","2,682,642","2,423,397"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末たな卸高      (△)","919,901","1,155,269","1,057,003","1,159,032","1,239,793","1,332,444","1,272,662","1,466,889","1,813,576","1,382,200","1,150,714","1,032,572"
,"当期売上原価","3,031,552","3,204,105","2,850,143","3,413,110","3,563,400","3,013,850","2,820,374","2,945,644","4,195,216","3,139,764","2,914,128","2,541,539"
,"売上総利益","6,522,334","6,770,119","6,110,936","6,804,517","7,643,931","6,019,096","5,623,768","6,002,630","8,570,612","6,330,400","5,558,565","5,240,473"
"6111","給与手当","823,000","951,848","869,848","826,848","839,848","766,180","816,840","584,000","610,000","641,000","636,000","611,000"
"6311","雑給","1,362,894","1,476,297","1,502,601","1,587,760","1,689,699","1,487,131","1,394,710","1,651,587","2,159,914","1,538,083","1,581,115","1,296,239"
"6112","旅費交通費","42,592","49,267","43,726","40,582","47,338","46,731","40,438","45,969","41,116","50,544","56,123","41,792"
"6113","広告宣伝費","749,440","663,347","567,079","649,003","753,708","623,519","746,408","603,305","954,386","690,617","715,132","725,114"
"6114","販売促進費","82,249","51,575","110,970","62,154","59,754","81,704","76,924","57,670","99,493","64,007","84,210","71,588"
"6115","荷造発送費","0","1,140","0","0","0","0","0","0","0","0","388","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","260,351","290,778","270,829","273,304","347,516","289,728","315,188","263,090","403,310","295,539","352,574","289,775"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","54,000","54,000","-11,500","54,000","54,000","54,000","54,000","54,000","31,500","54,000","54,000","54,000"
"6312","法定福利費","108,175","141,835","178,019","141,835","141,835","140,432","119,385","88,530","137,033","88,530","86,930","88,478"
"6226","厚生費","93,825","86,780","55,825","78,112","77,863","235,163","44,960","44,613","124,056","134,250","-7,091","17,500"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","326,977","326,977","326,977","326,977","326,977","-27,299","248,392","248,392","248,392","248,392","248,392","248,392"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","740,741","740,741","740,741","740,741","740,741","740,741","727,273","727,273","636,364","636,364","636,364","636,364"
"6216","修繕／車両関係費","71,297","99,000","22,000","91,500","102,148","191,120","11,000","203,500","160,973","95,291","143,291","11,000"
"6217","事務用消耗品費","0","0","0","0","0","0","0","0","0","0","0","0"
"6218","通信交通費","12,197","18,565","2,202","18,561","2,203","18,590","10,930","2,203","10,259","18,629","2,203","18,381"
"6219","水道光熱費","367,941","267,308","461,554","314,964","469,267","389,449","407,246","242,351","302,679","241,598","354,266","240,967"
"6221","租税公課","2,000","4,000","2,000","2,000","2,000","0","2,000","2,000","4,000","0","2,000","0"
"6222","寄付金","0","0","0","0","5,000","0","0","0","0","5,000","0","0"
"6223","接待交際費","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","保険料","20,000","20,000","20,000","20,000","20,000","20,000","22,560","20,000","20,000","20,000","20,000","20,000"
"6225","備品消耗品費","304,110","247,204","207,556","193,998","210,530","240,929","166,215","269,142","343,451","148,604","99,694","296,664"
"6227","管理諸費","168,278","115,032","168,801","145,431","399,928","354,728","150,741","126,831","145,040","124,331","174,231","114,203"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","10,000","0","12,000","0","0","0","0","0","0","0","0","0"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","5,600,067","5,605,694","5,551,228","5,567,770","6,290,355","5,652,846","5,355,210","5,234,456","6,431,966","5,094,779","5,239,822","4,781,457"
,"営業利益（損失）","922,267","1,164,425","559,708","1,236,747","1,353,576","366,250","268,558","768,174","2,138,646","1,235,621","318,743","459,016"
"7111","受取利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外収益計","0","0","0","0","0","0","0","0","0","0","0","0"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","10","0","0","0","400","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","839,840","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","10","0","0","0","840,240","0","0","0","0","0","0"
,"経常利益（損失）","922,267","1,164,415","559,708","1,236,747","1,353,576","-473,990","268,558","768,174","2,138,646","1,235,621","318,743","459,016"
