"ｺｰﾄﾞ","勘定科目名"," 3年 12月"," 4年  1月"," 4年  2月"," 4年  3月"," 4年  4月"," 4年  5月"," 4年  6月"," 4年  7月"," 4年  8月"," 4年  9月"," 4年 10月"," 4年 11月"
"4111","売上高","3,536,419","3,583,380","3,933,427","10,692,818","6,462,286","7,880,138","7,872,430","7,073,466","8,002,554","19,579,381","6,173,493","7,077,346"
"4112","賃貸料収入","4,443,503","4,253,179","3,766,865","5,090,102","4,491,143","4,847,730","4,204,350","4,086,879","6,336,797","5,519,107","4,093,334","3,936,333"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","212,485,969","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","7,979,922","7,836,559","7,700,292","15,782,920","10,953,429","12,727,868","12,076,780","11,160,345","14,339,351","237,584,457","10,266,827","11,013,679"
"5111","期首棚卸高","0","0","0","0","0","0","0","0","0","0","0","0"
"5211","商品仕入高","0","11,200","0","5,141,000","48,500","921,500","921,500","1,043,204","1,320,770","1,620,662","1,910,450","2,182,500"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","38,993","32,173","35,191","16,100","28,698","32,080","33,624","22,880","28,279","35,822","28,921","26,698"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","106,992,013","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"当期売上原価","38,993","43,373","35,191","5,157,100","77,198","953,580","955,124","1,066,084","1,349,049","108,648,497","1,939,371","2,209,198"
,"売上総利益","7,940,929","7,793,186","7,665,101","10,625,820","10,876,231","11,774,288","11,121,656","10,094,261","12,990,302","128,935,960","8,327,456","8,804,481"
"6111","給与手当","1,845,500","1,814,500","1,814,500","1,904,500","2,832,000","2,737,424","1,814,500","1,814,500","2,264,500","1,814,500","664,500","804,008"
"6311","雑給","302,891","279,360","272,178","294,516","285,955","288,455","309,609","308,442","317,973","305,963","317,965","316,164"
"6112","旅費交通費","676,377","732,378","494,164","421,184","630,020","489,807","555,991","628,787","835,302","433,938","916,562","662,545"
"6113","広告宣伝費","1,018,233","531,550","427,654","461,462","486,291","1,626,746","2,159,429","449,929","1,168,416","131,101","1,934,018","-249,618"
"6114","販売促進費","-168","0","0","44,930","0","191,212","52,308","149,636","56,625","45,267","27,273","0"
"6115","荷造発送費","21,104","2,975","590","1,070","1,800","1,110","690","6,095","4,580","1,065","0","845"
"6116","外注費","500,000","500,000","500,000","500,000","500,000","500,000","500,000","500,000","500,000","500,000","500,000","500,000"
"6117","支払手数料","804,338","683,613","3,769,474","544,676","701,456","4,200,634","597,263","806,102","555,612","342,001","1,568,370","358,636"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","650,002","650,002","650,002","650,002","650,002","650,002","650,002","650,002","650,002","20,650,002","2,700,001","2,700,001"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","100,000","0","0","0","0","335,400","151,750","151,750","151,750","151,750","101,166","101,166"
"6312","法定福利費","-639,576","-33,680","-584,389","98,749","-504,769","303,111","-425,151","2,017,805","-1,357,147","6,262,871","-826,966","-736,948"
"6226","厚生費","685,644","890,656","754,955","4,161,538","4,888,273","490,490","1,879,583","4,961,347","210,980","146,790","260,287","526,759"
"6119","退職金","0","0","0","0","0","0","1,600,000","0","0","0","0","0"
"6214","減価償却費","4,214,227","4,214,227","4,214,227","4,214,227","4,214,227","4,214,227","4,214,227","4,214,227","4,214,227","6,194,488","5,785,592","5,785,592"
"6234",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","424,545","324,545","644,545","350,670","350,671","572,295","424,545","397,272","424,545","524,545","-263,455","-263,455"
"6216","修繕／車両関係費","1,030,479","0","3,961,340","0","0","2,512,698","614,450","73,432","1,159,791","261,950","653,397","1,704,785"
"6217","事務用消耗品費","0","0","0","0","0","0","0","0","0","0","0","0"
"6218","通信交通費","26,690","191,476","112,187","120,010","31,230","231,029","125,666","33,956","218,699","131,383","173,604","150,593"
"6219","水道光熱費","158,154","-412,067","396,154","13,049","170,679","-25,698","61,955","139,137","266,371","186,244","246,026","162,853"
"6221","租税公課","4,500","30,000","4,000","0","40,500","4,541,300","55,800","1,044,400","3,172,300","8,710,412","0","0"
"6222","寄付金","0","30,000","0","0","29,000","20,000","0","200,000","50,000","0","10,000","0"
"6223","接待交際費","1,920,340","1,566,648","369,276","1,225,931","620,665","1,032,787","898,236","1,876,869","685,039","1,593,979","1,471,685","898,614"
"6224","保険料","-187,180","-177,548","-174,158","-181,518","-216,858","-214,268","-226,788","-229,268","-161,458","977,648","-103,068","-245,538"
"6225","備品消耗品費","268,297","62,105","81,187","90,019","38,237","134,436","309,289","67,780","438,315","33,718","72,391","57,554"
"6227","管理諸費","1,623,632","1,060,007","2,733,550","986,086","1,229,662","2,058,940","4,763,472","1,791,685","1,511,621","-684,403","1,030,709","2,847,493"
"6228","リース／レンタル料","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","諸会費","70,000","130,000","20,000","20,000","451,702","202,000","222,000","80,000","142,000","350,000","107,000","270,000"
"6313",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","0","0","0","0","539,406","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
"6232","本社　指導料","0","0","0","0","0","0","0","0","0","0","-5,000,000","-5,000,000"
,"販売費及び一般管理費計","15,518,029","13,070,747","20,461,436","15,921,101","17,430,743","27,094,137","21,308,826","22,133,885","17,480,043","49,604,618","12,347,057","11,352,049"
,"営業利益（損失）","-7,577,100","-5,277,561","-12,796,335","-5,295,281","-6,554,512","-15,319,849","-10,187,170","-12,039,624","-4,489,741","79,331,342","-4,019,601","-2,547,568"
"7111","受取利息","833,344","833,350","1,884,280","833,663","833,415","4,186","4,200","4,196","5,314","2,194,322","4,191","4,167"
"7112","為替差益","0","0","0","0","0","0","0","0","0","317,516","0","0"
"7113","ＬＬＰ収入","0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","890","0","0","0","30,000,000","0","1,593","0","2,000,000","267","0","10,000,000"
"7118","雑収入","65,400","406,668","168,412","149,756","145,764","2,008,213","1,696,551","1,058,043","233,174","17,052,207","227,569","139,156"
,"営業外収益計","899,634","1,240,018","2,052,692","983,419","30,979,179","2,012,399","1,702,344","1,062,239","2,238,488","19,564,312","231,760","10,143,323"
"7511","支払利息","256,652","674,263","968,443","678,349","918,331","880,101","245,893","976,721","873,094","894,092","329,018","952,869"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","-35,638","0","0","0","0","0","0","0","0","0","0","0"
"7514","ＬＬＰ損失","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","300,000","0","0"
"7519","雑損失","0","3,304","31,719,936","0","0","0","0","0","0","0","0","0"
,"営業外費用計","221,014","677,567","32,688,379","678,349","918,331","880,101","245,893","976,721","873,094","1,194,092","329,018","952,869"
,"経常利益（損失）","-6,898,480","-4,715,110","-43,432,022","-4,990,211","23,506,336","-14,187,551","-8,730,719","-11,954,106","-3,124,347","97,701,562","-4,116,859","6,642,886"
