"ｺｰﾄﾞ","勘定科目名"," 2年  8月"," 2年  9月"," 2年 10月"," 2年 11月"," 2年 12月"," 3年  1月"," 3年  2月"," 3年  3月"," 3年  4月"," 3年  5月"," 3年  6月"," 3年  7月"
"4111","売上高","17,119,555","15,066,391","17,620,324","19,597,940","20,016,307","15,632,742","12,472,695","18,124,057","13,922,775","15,106,911","13,032,563","16,235,291"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","ＬＬＰ収益","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","通信売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","17,119,555","15,066,391","17,620,324","19,597,940","20,016,307","15,632,742","12,472,695","18,124,057","13,922,775","15,106,911","13,032,563","16,235,291"
"5111","期首たな卸高","1,511,642","1,281,677","1,313,082","1,872,798","1,338,594","3,464,573","1,672,232","1,209,252","1,643,888","2,250,488","1,638,821","1,497,548"
"5211","商品仕入高","7,408,125","7,102,466","8,610,999","8,400,537","11,473,167","5,357,785","5,297,767","8,498,764","7,138,025","6,561,738","6,251,381","8,353,671"
"5212","通信商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5215","ｺﾐｯｼｮﾝ清掃代","0","0","0","0","0","0","0","0","0","0","0","0"
"5216","ＬＬＰ原価","0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末たな卸高      (△)","1,281,677","1,313,082","1,872,798","1,338,594","3,464,573","1,672,232","1,209,252","1,643,888","2,250,488","1,638,821","1,497,548","1,541,459"
,"当期売上原価","7,638,090","7,071,061","8,051,283","8,934,741","9,347,188","7,150,126","5,760,747","8,064,128","6,531,425","7,173,405","6,392,654","8,309,760"
,"売上総利益","9,481,465","7,995,330","9,569,041","10,663,199","10,669,119","8,482,616","6,711,948","10,059,929","7,391,350","7,933,506","6,639,909","7,925,531"
"6111","給与手当","1,588,000","1,491,500","1,536,500","1,574,500","1,566,500","1,306,500","1,505,425","1,553,524","1,528,500","1,548,500","1,446,500","1,338,500"
"6311","雑給","2,331,773","2,145,789","2,286,201","2,441,272","2,572,668","2,273,491","1,898,605","2,306,926","2,018,439","2,163,244","2,088,892","2,347,942"
"6112","旅費交通費","101,314","106,792","97,322","89,235","93,690","87,587","83,793","119,663","96,925","100,466","83,548","104,593"
"6113","広告宣伝費","895,297","855,895","1,016,062","998,297","1,255,872","941,999","839,902","1,171,843","860,243","622,767","470,050","718,150"
"6114","販売促進費","75,379","43,026","71,103","88,569","129,280","104,144","131,299","116,742","99,627","94,848","113,019","96,055"
"6115","荷造発送費","0","0","0","0","0","0","0","0","0","0","0","0"
"6116","外注費","0","0","0","0","0","0","0","0","0","0","0","0"
"6117","支払手数料","516,802","486,244","541,910","628,264","590,335","524,373","428,416","517,964","434,456","462,187","442,826","535,205"
"6118",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","0","0","0","0","0","0","0","0","0","0","0","0"
