"ｺｰﾄﾞ","勘定科目名"," 3年  4月"," 3年  5月"," 3年  6月"," 3年  7月"," 3年  8月"," 3年  9月"," 3年 10月"," 3年 11月"," 3年 12月"," 4年  1月"," 4年  2月"," 4年  3月"
"4111","売上高","37,619,035","39,738,551","38,680,393","40,244,194","46,075,294","43,294,007","39,470,685","38,575,031","40,478,254","45,824,440","38,372,865","46,655,320"
"4112","賃貸料収入","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","売上高","0","0","0","0","0","0","0","0","0","0","0","0"
"4115","売上値引戻り高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"純売上高","37,619,035","39,738,551","38,680,393","40,244,194","46,075,294","43,294,007","39,470,685","38,575,031","40,478,254","45,824,440","38,372,865","46,655,320"
"5111","期首棚卸高","0","0","0","0","0","0","0","0","0","0","0","0"
"5211","商品仕入高","0","0","0","0","0","0","0","0","0","0","0","0"
"5212",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5215",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5216",,"0","0","0","0","0","0","0","0","0","0","0","0"
"5213","仕入値引戻し高    (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5273","他勘定振替高      (△)","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","期末棚卸高        (△)","0","0","0","0","0","0","0","0","0","0","0","0"
,"当期売上原価","0","0","0","0","0","0","0","0","0","0","0","0"
,"売上総利益","37,619,035","39,738,551","38,680,393","40,244,194","46,075,294","43,294,007","39,470,685","38,575,031","40,478,254","45,824,440","38,372,865","46,655,320"
"6111","給与手当","5,233,489","5,257,929","5,261,947","1,991,062","5,321,783","5,285,006","5,260,410","5,560,838","5,521,349","5,725,921","5,656,812","-890,425"
"6311","雑給","2,667,768","2,727,054","2,667,924","2,667,625","2,686,570","2,669,780","2,743,836","2,825,531","3,035,131","2,891,053","2,692,719","2,937,882"
"6112","旅費交通費","69,662","161,394","106,938","68,029","44,805","38,564","98,906","79,643","79,966","65,464","60,745","76,668"
"6113","広告宣伝費","10,749,022","9,859,053","8,906,573","11,329,409","12,162,278","10,461,761","13,101,259","11,663,119","13,555,600","19,218,135","13,126,688","15,078,213"
"6114","販売促進費","4,486,189","4,692,109","3,993,778","3,542,376","4,639,427","3,641,300","3,768,484","4,457,499","3,979,187","3,952,164","4,959,364","4,499,161"
"6115","荷造発送費","29,158","37,311","19,588","34,714","30,524","35,245","21,705","33,237","34,956","23,149","42,489","30,707"
"6116","外注費","511,191","440,009","477,664","417,709","415,073","518,610","509,036","742,615","733,309","562,251","2,132,676","-1,713,209"
"6117","支払手数料","6,872,481","6,470,628","6,894,745","5,115,879","5,757,487","5,825,178","5,325,582","5,209,664","5,023,854","5,203,420","5,465,802","6,203,321"
"6118","開発費","0","0","0","0","0","0","0","0","0","0","0","0"
"6211","役員報酬","1,186,985","1,186,985","1,186,985","1,186,985","1,186,985","1,186,985","1,186,985","1,388,058","1,388,058","1,388,058","1,388,058","1,388,058"
"6232",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6212","事務員給与","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","従業員賞与","600,000","2,117,435","600,000","600,000","600,000","-5,400,000","600,000","600,000","3,439,857","600,000","600,000","600,000"
"6312","法定福利費","1,225,836","1,227,276","1,494,703","1,664,977","1,227,401","1,656,937","1,693,209","1,215,728","1,282,082","2,400,238","1,295,578","1,296,400"
"6226","厚生費","0","25,200","10,909","0","0","0","0","0","5,127","1,224,573","78,158","0"
"6119","退職金","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","減価償却費","200,000","200,000","900,000","343,000","343,000","348,390","343,000","343,000","343,000","343,000","343,000","343,000"
"6234","リース料","0","0","0","0","0","0","0","0","0","0","0","0"
"6215","地代家賃","1,138,182","1,138,182","1,138,182","1,138,182","1,138,182","1,138,182","1,138,182","1,138,182","1,138,182","1,138,182","1,138,182","1,138,182"
"6216","修繕費／車両関係費","0","0","0","0","0","0","0","30,000","0","0","0","0"
"6217","事務用消耗品費","10,016","23,322","22,515","10,910","39,736","28,407","71,074","19,318","19,641","21,767","21,319","9,416"
"6218","通信交通費","185,827","229,793","223,023","138,923","252,855","166,429","110,532","281,094","134,789","278,790","172,416","179,124"
"6219","水道光熱費","183,889","185,219","179,880","188,954","202,521","271,807","201,340","195,423","203,546","232,383","240,662","221,178"
"6221","租税公課","0","0","400","0","0","15,930","0","0","10,163","0","0","0"
"6222","寄付金","0","0","0","0","0","0","0","0","0","0","24,655","0"
"6223","接待交際費","0","0","4,491","49,982","0","0","0","0","49,000","0","0","0"
"6224","保険料","0","0","0","0","0","30,000","31,420","0","0","0","0","74,390"
"6225","備品消耗品費","94,293","15,350","76,722","109,025","9,428","229,892","57,706","143,793","84,396","131,100","32,337","125,806"
"6227","管理諸費","234,420","234,677","236,535","197,806","232,806","259,645","235,591","805,591","235,591","266,591","685,591","356,400"
"6228","リース／レンタル料","1,743,500","1,744,113","1,743,500","1,839,500","1,731,500","1,708,500","1,721,540","2,064,500","1,726,500","1,726,500","1,731,500","1,726,500"
"6229","諸会費","17,200","10,000","10,000","10,000","38,000","24,000","90,000","10,000","10,000","10,000","10,000","10,000"
"6313","本部費","0","0","0","0","0","0","0","0","0","0","0","0"
"6233",,"0","0","0","0","0","0","0","0","0","0","0","0"
"6314","貸倒償却","0","0","0","0","0","1,445,218","0","0","0","0","0","0"
"6231","雑費","0","0","0","0","0","0","0","0","0","0","0","0"
,"販売費及び一般管理費計","37,439,108","37,983,039","36,157,002","32,645,047","38,060,361","31,585,766","38,309,797","38,806,833","42,033,284","47,402,739","41,898,751","33,690,772"
,"営業利益（損失）","179,927","1,755,512","2,523,391","7,599,147","8,014,933","11,708,241","1,160,888","-231,802","-1,555,030","-1,578,299","-3,525,886","12,964,548"
"7111","受取利息","4","4","4","177","758","1,026","4","4","4","4","783","1,148"
"7112","為替差益","0","0","0","0","0","0","0","0","0","0","0","0"
"7113",,"0","0","0","0","0","0","0","0","0","0","0","0"
"7114","受取配当金","0","0","0","0","0","0","0","0","0","0","0","0"
"7118","雑収入","30,677","4,441,869","30,477","30,477","30,756","1,333,432","30,630","30,721","433,612","30,713","30,477","30,477"
,"営業外収益計","30,681","4,441,873","30,481","30,654","31,514","1,334,458","30,634","30,725","433,616","30,717","31,260","31,625"
"7511","支払利息","0","0","0","0","0","0","0","0","0","0","0","0"
"7518","手形売却損","0","0","0","0","0","0","0","0","0","0","0","0"
"7512","為替差損","0","0","0","0","0","0","0","0","0","0","0","0"
"7513","現金過不足","0","0","0","0","0","0","0","0","0","0","0","0"
"7514","貸倒償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7515","繰延資産償却","0","0","0","0","0","0","0","0","0","0","0","0"
"7519","雑損失","0","0","0","0","0","0","0","0","0","0","0","0"
,"営業外費用計","0","0","0","0","0","0","0","0","0","0","0","0"
,"経常利益（損失）","210,608","6,197,385","2,553,872","7,629,801","8,046,447","13,042,699","1,191,522","-201,077","-1,121,414","-1,547,582","-3,494,626","12,996,173"
